DEVELOPMENT_ID,LATITUDE,LONGITUDE,STATE_NAME
MD017000001,39.000626,-76.925359,MD
KY065000001,37.132413,-84.096731,KY
LA112000001,32.030111,-93.703829,LA
MI069000128,41.798535,-85.418475,MI
LA033801801,30.817736,-92.65503,LA
KY031000001,36.741305,-84.160196,KY
MI003000003,42.300987,-83.24378,MI
LA090000002,29.598658,-90.72979,LA
ME023000001,44.385942,-68.212194,ME
MA001000003,42.639701,-71.310373,MA
KY177000001,37.746405,-83.058666,KY
LA117000001,32.815971,-93.415109,LA
LA001008709,29.998155,-90.0763,LA
LA041000010,30.084755,-92.685111,LA
MN003000002,46.739018,-92.163559,MN
MI010000007,42.109,-86.4402,MI
LA128000001,31.027685,-93.245344,LA
ME024000001,44.291012,-68.289802,ME
LA093550501,30.16769,-91.149655,LA
MI117000001,42.990365,-85.064082,MI
MA013000001,42.371367,-71.234558,MA
MN003000014,46.831599,-92.066951,MN
MN085000003,43.672624,-92.976883,MN
NC012000021,36.112411,-80.250808,NC
MN024000001,47.019887,-91.669276,MN
MN003000003,46.790553,-92.098116,MN
MN003000015,46.806839,-92.128471,MN
MA034000002,42.695275,-73.109538,MA
NC027000002,35.324176,-82.454959,NC
MO090000001,37.109742,-92.579834,MO
NC009000022,35.045721,-78.873072,NC
MI011000001,41.920896,-83.408547,MI
MN191000001,43.571278,-92.718571,MN
MN039000001,44.45732,-93.916745,MN
MN003000006,46.79594,-92.095965,MN
NC012000031,36.113083,-80.246987,NC
NC010000002,35.004219,-78.332265,NC
NC028000001,35.37289,-78.548464,NC
NC044000001,35.1913,-80.0132,NC
MO096000001,39.174657,-93.869359,MO
NE041000001,40.627956,-96.954102,NE
MN004000002,47.413624,-92.933473,MN
MO067000001,40.267759,-94.025749,MO
MN003000007,46.803813,-92.170323,MN
NC012000037,36.107493,-80.230751,NC
NC032000002,35.541905,-77.048106,NC
MO192000001,36.9448,-92.6714,MO
NC010000014,34.724702,-76.719934,NC
MN011000001,47.469782,-92.530471,MN
NC061000001,34.719011,-76.662448,NC
MO068000001,37.859904,-92.405853,MO
NE049000001,41.613045,-96.546632,NE
MN003000009,46.794834,-92.111833,MN
MN049000001,43.999372,-96.319336,MN
NE063000001,40.653514,-97.28074,NE
NC062000001,35.494991,-82.991416,NC
NC012000038,36.109,-80.2343,NC
NC033000001,35.918235,-82.06384,NC
MS007000010,34.204623,-90.54574,MS
NC012000008,36.104341,-80.230273,NC
MO070000001,39.280263,-93.979767,MO
MN020000001,46.592398,-95.572838,MN
NE094000001,40.862972,-97.593236,NE
MN058000001,43.940073,-94.926625,MN
NC102000001,35.524501,-80.623482,NC
NE065000001,40.394697,-95.835892,NE
NV018002412,36.177715,-115.128264,NV
NH013000001,43.07249,-70.941746,NH
NC035000001,35.486844,-79.17618,NC
MS105000002,31.555833,-91.390621,MS
NC012000012,36.076316,-80.311788,NC
NE096002621,41.157937,-101.131381,NE
NY055000002,40.744349,-73.48024,NY
NE026000001,41.78756,-99.135128,NE
OH024000020,39.338141,-83.004207,OH
NE067000001,42.04164,-97.836259,NE
NY048000001,43.04771,-74.345207,NY
NY008000001,40.947305,-73.8243,NY
NJ011000001,40.877256,-74.084046,NJ
OK027000001,36.877823,-94.875527,OK
OK108000001,34.696889,-98.95626,OK
NY055000009,40.779872,-73.477773,NY
NE100000001,41.453417,-96.489839,NE
OR006000100,43.975694,-124.107254,OR
OK078000001,34.962,-95.7415,OK
OR011203300,44.956806,-123.062995,OR
OH038051967,38.959157,-84.088498,OH
NY013000001,41.07654,-73.862614,NY
NY049000001,41.500722,-73.975421,NY
OK121000001,35.3005,-94.9147,OK
NJ058000001,39.564937,-75.459167,NJ
NY055000010,40.756847,-73.454294,NY
NE103000001,41.834279,-96.457493,NE
OR006000200,44.063823,-123.010694,OR
OK085000001,34.020052,-97.960801,OK
PA003000005,41.410253,-75.658536,PA
NY022000001,42.774564,-73.706097,NY
NY054000001,42.43177,-76.503748,NY
OK136000001,35.1307,-95.2464,OK
NJ061000002,39.417882,-75.028097,NJ
NY064000001,41.705403,-74.564575,NY
NE108000001,41.03249,-98.912352,NE
OR006000400,44.057117,-123.087875,OR
OK089000001,35.025642,-99.08872,OK
PA006000203,40.546935,-80.020112,PA
OK142000001,35.436326,-96.004169,OK
NY054000002,42.446083,-76.505464,NY
NY044000002,42.865181,-76.989076,NY
OH024000010,39.330948,-82.98495,OH
NV018002406,36.116876,-115.05706,NV
OK010000001,35.991478,-96.589543,OK
PA006000503,40.409042,-79.905905,PA
OR006000500,44.221285,-123.203501,OR
OK106000001,35.9621,-97.2825,OK
PA006000302,40.479775,-80.076247,PA
OK146000001,36.112939,-97.055715,OK
OK017000001,34.356686,-98.302972,OK
PA006000602,40.405567,-79.864266,PA
NY055000001,40.82604,-73.502915,NY
PA006000808,40.470286,-80.064473,PA
PA017000004,40.067616,-79.89179,PA
PA018000013,40.328925,-79.298991,PA
OR011203100,44.908535,-123.024526,OR
SC027000004,34.207053,-79.758259,SC
PA006000403,40.366387,-79.874365,PA
RI007000001,41.773231,-71.362394,RI
PA054000001,41.422276,-78.731667,PA
PA022000005,39.909784,-76.636986,PA
PA006000703,40.392833,-79.807572,PA
PA006000811,40.47737,-79.782939,PA
SD016000001,43.531531,-96.677961,SD
PA018000014,40.331668,-79.599839,PA
PA018000004,40.16217,-79.890464,PA
SC027000005,34.191,-79.773,SC
TN012000008,36.204236,-83.752457,TN
SC001000020,32.801733,-79.93956,SC
PA054000002,41.499786,-78.692699,PA
SD025000001,45.938753,-102.155963,SD
PA022000006,40.221346,-76.855625,PA
PA018000005,40.104101,-79.594071,PA
SC027000030,34.210087,-79.752956,SC
PA006000814,40.603371,-79.745337,PA
PA018000015,40.377531,-79.070185,PA
PA006000801,40.602218,-79.758815,PA
TN024000001,35.367549,-86.206599,TN
PA055000001,40.793726,-76.554278,PA
SC011000001,34.512968,-82.027616,SC
PA022000008,39.987981,-76.648008,PA
SD025000003,45.93583,-102.16117,SD
PA022000001,39.955081,-76.733526,PA
SC029000001,34.357306,-80.068317,SC
PA006000815,40.603379,-79.745315,PA
PA006000806,40.480708,-80.075558,PA
TN043000001,36.413756,-83.001059,TN
PA018000009,40.334457,-79.711335,PA
RI004000002,41.88667,-71.390081,RI
PA022000003,39.969557,-76.73384,PA
TN012000001,36.380407,-84.122044,TN
SD007000001,43.18226,-99.295333,SD
SC026000001,32.214274,-80.7094,SC
PA022000009,39.967907,-76.709173,PA
PA006000820,40.51033,-80.209261,PA
TN060000001,35.966502,-83.184857,TN
TN066000002,36.587233,-82.183491,TN
PA018000010,40.386813,-79.760178,PA
RI006000002,41.771864,-71.432433,RI
TX137000001,33.512426,-94.619666,TX
TX216000001,33.19272,-98.734097,TX
TN012000003,36.215973,-84.147775,TN
SC026000002,32.685791,-80.846006,SC
PA029000001,40.225567,-78.819327,PA
TN066000001,36.587833,-82.182945,TN
TX064000002,26.196101,-98.115334,TX
TN074000001,36.310922,-87.712476,TN
TX328000001,30.748154,-98.677329,TX
VA007000004,37.518046,-77.455161,VA
TX179000001,33.197438,-101.368134,TX
TN078000001,36.046262,-84.342867,TN
TX245000001,30.945536,-95.911642,TX
TX041000001,33.36566,-98.764874,TX
TX064000003,26.18725,-98.118729,TX
TX227000001,31.2903,-93.7998,TX
TX288000001,32.9432,-95.27,TX
TX342000001,32.5194,-96.6357,TX
TX211110348,29.8699,-97.6914,TX
TX043000001,32.47615,-98.678711,TX
TX230000001,30.996864,-94.830102,TX
TX303000001,29.566562,-97.970115,TX
TX470000001,31.428974,-100.445441,TX
TX087000011,29.873581,-97.938334,TX
VA007000005,37.543905,-77.401083,VA
TN079000001,36.064385,-87.371607,TN
TX343000001,29.702686,-98.142163,TX
TX213000001,31.052143,-97.473042,TX
TX047000001,32.078305,-98.344652,TX
TX241000001,32.793723,-95.63039,TX
UT007000001,40.235308,-111.670302,UT
TN082000001,36.128491,-88.527636,TN
VA007000007,37.548966,-77.40847,VA
TX306000015,30.486186,-99.768837,TX
TX265000001,30.8931,-97.3329,TX
TX121000001,33.202326,-94.689974,TX
TX344000001,32.521457,-95.638783,TX
TX213000002,31.05188,-97.474149,TX
TX242000001,32.69884,-95.883782,TX
VA007000008,37.547553,-77.421324,VA
VA007000501,37.556415,-77.42556,VA
TX063000001,30.874982,-96.599532,TX
TX312000001,28.985197,-97.505221,TX
TX124000001,33.414939,-99.820449,TX
UT009000001,40.904864,-111.873514,UT
TX266000001,29.997815,-97.151198,TX
TX353000001,31.116626,-97.890927,TX
VA011000215,37.288531,-79.941423,VA
WI048000001,44.389125,-88.737019,WI
VA007000016,37.514224,-77.462025,VA
VA007000503,37.541652,-77.464002,VA
WV003000017,40.048291,-80.724672,WV
VA007000001,37.552347,-77.438554,VA
WV003000005,40.077119,-80.725475,WV
TX276000040,31.924882,-97.657534,TX
WI057000001,45.572345,-92.480781,WI
IN019000002,41.693127,-86.896744,IN
MN035000001,45.883559,-95.378963,MN
VA007990000,37.518809,-77.440878,VA
WV014000001,39.996862,-80.730318,WV
VA024000001,36.904218,-82.784393,VA
WV003000006,40.058739,-80.723101,WV
TX510000001,28.671374,-97.381682,TX
WI075000001,44.668819,-88.24223,WI
IN019000003,41.711208,-86.916977,IN
MN036000001,44.539567,-95.120848,MN
WY013000001,41.25532,-110.951356,WY
WV003000007,40.113744,-80.698414,WV
VA031000001,36.636812,-82.581717,VA
TX037000001,30.064689,-93.739089,TX
LA025577716,30.498302,-92.427354,LA
TX037000003,30.108551,-93.73333,TX
FL139000001,28.050031,-81.720465,FL
PA038000035,41.4613,-75.5522,PA
GA200000002,33.097064,-83.229811,GA
WA024000001,48.291512,-122.649862,WA
WV003000013,40.083051,-80.72605,WV
WI086000001,43.009729,-88.809782,WI
TX037000004,30.105086,-93.735259,TX
WV003000015,40.071924,-80.71701,WV
IL039000006,41.169236,-87.837962,IL
FL139000002,28.03695,-81.722908,FL
OH022000181,39.804402,-83.897653,OH
SC027000031,34.672885,-79.543432,SC
AL068000001,34.760343,-87.706132,AL
WY004000001,42.853246,-106.282854,WY
OH022000183,39.819515,-84.024701,OH
NC005000001,35.10604,-77.048037,NC
IN012000001,38.305502,-85.814194,IN
TX177000003,26.166954,-98.056843,TX
AL094000001,31.643597,-86.733097,AL
AL131000001,32.455008,-86.466141,AL
AL187000002,34.473847,-87.304908,AL
AL068000002,34.762958,-87.683844,AL
NC020000003,35.726554,-77.914615,NC
AL110000001,33.932113,-85.602246,AL
AZ001000008,33.367353,-112.079151,AZ
AZ001000016,33.43729,-112.08446000000001,AZ
AL152000001,33.222705,-87.586073,AL
KY044000001,37.122499,-82.835832,KY
AR020000001,33.683611,-94.134752,AR
AL068000003,34.747202,-87.695876,AL
IA030001003,40.392212,-91.382408,IA
NC082000001,35.477362,-77.425099,NC
AL152000002,33.23189,-87.561893,AL
AL112000001,31.271459,-86.260329,AL
AZ001000003,33.457146,-112.040954,AZ
AZ001000025,33.456715,-112.044405,AZ
AR022000001,33.9524,-94.3682,AR
AL075000030,34.1834,-86.2164,AL
AL119000001,33.897685,-88.139191,AL
AZ001000022,33.433062,-112.077076,AZ
AL164000001,30.879634,-87.779886,AL
AZ004006040,32.196694,-110.955994,AZ
NC089000001,34.55158,-78.824079,NC
AR025000001,33.934098,-93.845962,AR
AL087000001,34.439516,-86.937465,AL
AZ010000001,33.408139,-111.528601,AZ
CA002000003,34.042937,-118.159735,CA
AL125000005,33.40571,-86.945873,AL
AL173000001,31.524802,-87.318174,AL
AZ004400111,32.148316,-110.959381,AZ
AL060000010,34.498242,-87.727887,AL
AZ001000023,33.455677,-112.047491,AZ
AZ004700120,32.22276,-110.967261,AZ
AR026000001,35.152175,-92.754306,AR
GA009000003,31.157613,-81.492017,GA
CA002000007,34.057775,-117.959727,CA
AZ013000001,32.5865,-114.6882,AZ
IL030000004,38.512296,-89.979986,IL
IA022000001,41.649447,-91.496818,IA
AZ001000021,33.438277,-112.093677,AZ
AZ004500112,32.232337,-110.918046,AZ
GA160000004,32.605462,-83.61336,GA
AZ004300110,32.263232,-110.969654,AZ
GA009000001,31.1468,-81.492,GA
IL079000001,39.745161,-90.225838,IL
CA031000007,34.220278,-119.192614,CA
AZ025000001,32.200452,-110.962659,AZ
IL048300095,38.078621,-89.383961,IL
IL014000001,41.3512,-88.836563,IL
KY001000003,38.226444,-85.774623,KY
GA086000001,33.09012,-82.024224,GA
GA168000001,31.593119,-83.234441,GA
AZ004600113,32.242258,-110.875698,AZ
IL079000002,39.731159,-90.232152,IL
IL096000001,38.737048,-88.084199,IL
CA031000008,34.193767,-119.181362,CA
AZ028000002,33.305358,-111.826883,AZ
IL053000003,37.756879,-89.351158,IL
GA198000001,31.177785,-84.733549,GA
KY001000018,38.198527,-85.686457,KY
GA086000002,32.859069,-82.404519,GA
AZ006000002,35.205898,-111.618014,AZ
IL079000003,39.725681,-90.238694,IL
KY001000049,38.252587,-85.743954,KY
AZ041000001,35.246028,-112.19172,AZ
IL053000004,37.814805,-89.223003,IL
KY001000027,38.232485,-85.814762,KY
GA220000001,32.089601,-82.111242,GA
KY001000032,38.229572,-85.82064,KY
GA098000001,31.125382,-84.143754,GA
AZ008000001,35.035226,-110.70371,AZ
IL084000001,40.54976,-90.020727,IL
KY002000001,39.05423,-84.512003000000007,KY
KY001000047,38.240612,-85.74564,KY
GA232000001,33.654847,-84.453876,GA
KY019000002,36.615636,-83.748534,KY
KY004000006,38.064248,-84.504056,KY
IL084000002,40.560841,-90.033733,IL
LA067000001,30.541109,-91.756857,LA
KY009000002,37.760791,-87.083369,KY
MA021000001,42.4169,-71.6786,MA
KY001000017,38.262126,-85.781065,KY
LA070000001,29.690341,-91.306225,LA
KY016000002,37.746972,-84.281007,KY
MI001000015,42.348877,-82.999075,MI
MA026000001,42.315552,-72.631579,MA
MD001000006,38.980779,-76.502545,MD
MI001000017,42.439158,-83.118044,MI
MI001000003,42.357821,-83.048608,MI
MA008000001,42.141434,-72.609309,MA
MD001000002,38.965129,-76.492837,MD
KY019000003,36.620922,-83.719204,KY
MA029000001,42.451714,-73.255709,MA
MI001000084,42.354916,-83.211088,MI
LA011000001,29.902771,-90.13911,LA
MI001000076,42.348208,-83.066155,MI
MI001000016,42.391781,-83.237843,MI
LA030000001,30.696909,-92.280772,LA
MI001000014,42.421367,-83.148755,MI
MI001000013,42.4294,-83.087824,MI
MA008000002,42.193039,-72.576258,MA
KY019000001,36.601804,-83.742082,KY
MA157000001,42.1458,-71.4243,MA
MD001000010,38.982389,-76.524956,MD
MI001000007,42.361804,-83.094937,MI
LA054000001,32.531971,-92.629521,LA
MA008000003,42.158655,-72.580611,MA
MI009000010,43.072888,-83.705769,MI
MD001000004,38.955187,-76.506624,MD
MI001000087,42.356558,-83.209602,MI
MI001000071,42.345814,-83.070115,MI
MD001000011,38.978973,-76.499713,MD
MI001000042,42.411183,-83.046169,MI
MI082000001,42.405855,-86.271392,MI
MI009000003,42.994185,-83.64492,MI
MI001000052,42.342446,-83.065381,MI
MI001000029,42.437332,-83.20038,MI
MS019000002,33.30528,-89.176505,MS
MI044000001,42.464764,-82.95992,MI
MI009000001,43.016807,-83.677987,MI
MS070000001,34.008085,-88.758028,MS
MI001000055,42.348346,-83.07315,MI
MI009000015,43.065318,-83.729639,MI
NC025000001,34.939515,-79.780098,NC
MI058000102,42.689378,-84.609694,MI
MI098000001,41.812834,-83.442892,MI
MI009000002,43.009102,-83.672509,MI
MS019000001,33.476075,-88.377515,MS
MS075000001,34.822379,-88.210541,MS
MI001000075,42.345134,-83.071206,MI
MI001000028,42.350326,-83.077956,MI
MS096000001,34.255063,-89.006591,MS
MI009000005,43.075477,-83.660389,MI
MO049000001,36.536518,-94.485108,MO
MI058000103,42.765585,-84.555512,MI
MS081000001,34.433687,-89.917746,MS
NC026000001,36.295833,-76.237427,NC
NC069000001,36.157363,-81.164316,NC
MI009000011,43.050841,-83.637867,MI
MS030000002,32.578089,-89.112927,MS
MS107000100,33.517244,-90.170798,MS
NC118000002,36.508917,-77.649457,NC
MI009000006,43.033921,-83.635653,MI
NC026000003,36.304018,-76.228152,NC
MI058000111,42.68686,-84.585296,MI
NC118000003,36.335101,-77.205257,NC
MS107000200,33.512614,-90.182951,MS
MS030000003,32.734843,-89.54037,MS
NC084000001,34.647972,-79.079417,NC
MO058000002,37.200792,-93.292256,MO
MS082000001,33.491688,-89.723607,MS
NC046000001,35.918032,-79.061262,NC
MI058000112,42.700461,-84.562337,MI
NC118000004,36.415101,-77.598338,NC
NC084000002,34.805378,-79.193418,NC
NC015000300,35.389836,-77.984389,NC
NM001000002,35.094394,-106.556608,NM
MO133000001,37.84893,-94.362746,MO
MS083000001,33.98822,-88.476258,MS
MS065000001,34.665451,-88.560185,MS
NC046000002,35.917229,-79.07397,NC
NM047000001,36.902749,-106.584846,NM
NC118000005,36.433014,-77.115234,NC
NC085000001,36.271903,-76.983049,NC
NY002000020,42.874037,-78.864816,NY
NM024000001,32.762719,-108.134949,NM
NY002000035,42.903568,-78.87691,NY
NY001000075,43.042359,-76.16221,NY
NM054000001,35.56912,-105.685763,NM
NC118000012,36.123995,-77.412462,NC
NM025000001,34.470104,-104.243766,NM
NY002000041,42.894711,-78.890262,NY
NY002000022,42.881943,-78.855375,NY
NM002000001,34.400483,-103.231243,NM
OH002000300,41.101394,-80.646697,OH
NY002000040,42.897253,-78.884016,NY
NY002000047,42.88657,-78.854987,NY
NM067000001,32.790844,-108.267844,NM
NY002000044,42.887269,-78.854169,NY
NM029000001,32.771902,-108.154357,NM
NY001000072,43.038772,-76.141903,NY
NY002000045,42.904006,-78.801021,NY
NY002000043,42.886515,-78.854949,NY
NY002000046,42.947471,-78.8477,NY
NV001000106,39.657261,-119.87408,NV
NY002000048,42.888611,-78.860157,NY
NM006000002,35.524568,-108.727514,NM
NY001000073,43.043563,-76.159319,NY
OH002000700,41.113163,-80.663527,OH
NY002000012,42.94981,-78.890087,NY
NM039000001,36.6127,-105.812,NM
NY002000042,42.895681,-78.891463,NY
OH004000303,39.107209,-84.526463,OH
NY002000011,42.954029,-78.865563,NY
NY001000074,43.071167,-76.147821,NY
PA007000011,39.847119,-75.381487,PA
OH004000203,39.137386,-84.455796,OH
OH004000218,39.140862,-84.557929,OH
OK005000001,34.583841,-98.410069,OK
OK062000002,34.926383,-95.7527,OK
OH005000010,39.787407,-84.264448,OH
PA007000013,39.839589,-75.381726,PA
OH004000302,39.106165,-84.526319,OH
OH008000003,41.235342,-80.828847,OH
PA014000008,40.640004,-80.455996,PA
OK005000002,34.602778,-98.396819,OK
OK062000003,34.92958,-95.781145,OK
OH002000800,41.115992,-80.662037,OH
OH010000003,38.736458,-82.993092,OH
PA007000015,39.837853,-75.400123,PA
OK006000001,34.033457,-94.729807,OK
OK079000001,34.163619,-97.991915,OK
PA015000001,40.127005,-79.865068,PA
PA015000005,40.117884,-79.824424,PA
OH004000311,39.106985,-84.517998,OH
OH010000004,38.733924,-83.000462,OH
PA014000003,40.618103,-80.245556,PA
OK096000001,35.155681,-96.495815,OK
PA015000002,39.894767,-79.717621,PA
OK033000001,35.823648,-96.387802,OK
PA056000002,41.408,-79.8448,PA
PA007000010,39.845107,-75.367816,PA
PA014000005,40.753039,-80.320493,PA
PA035000004,40.231634,-76.830834,PA
OK062000001,34.936138,-95.757075,OK
SC002000002,34.014329,-81.020874,SC
PA015000003,40.004984,-79.592753,PA
PA056000001,41.395828,-79.829914,PA
TN001000014,35.138879,-90.046813,TN
SC024000008,33.399574,-81.407077,SC
TN054000001,35.166244,-84.864059,TN
PA035000006,40.195109,-76.738126,PA
TN001000054,35.123783,-90.051165,TN
TX053000001,33.15019,-99.738233,TX
PA052000002,40.353087,-76.430281,PA
SC002000016,33.958916,-80.940809,SC
PA015000004,39.849802,-79.897299,PA
PA092000001,40.789309,-77.056686,PA
TN055000001,35.932603,-84.54318,TN
TN001000023,35.142695,-90.041121,TN
PA052000003,40.334655,-76.432559,PA
SC033000001,34.214736,-79.249135,SC
PA035000007,40.232495,-76.83005,PA
TX184000001,33.6123,-101.1648,TX
TN017000001,36.218109,-86.287407,TN
SC002000001,34.002725,-81.014128,SC
SC002000003,34.034654,-81.035955,SC
TN056000001,36.392862,-85.320394,TN
TN001000013,35.150271,-90.044574,TN
SC046000001,34.990958,-81.247279,SC
PA053000001,40.870275,-76.783062,PA
SC002000005,34.012072,-81.034476,SC
VA001000013,36.832174,-76.309169,VA
SC002000004,33.982793,-81.016611,SC
VA003000324,36.991682,-76.416913,VA
TN018000001,35.880096,-84.67575,TN
TN092000001,35.249226,-85.805044,TN
TN001000051,35.129841,-90.039421,TN
SC061000001,33.965186,-81.063895,SC
TX549000001,33.0631,-101.8168,TX
TN022000001,36.113308,-84.119196,TN
VA003000302,36.98903,-76.418451,VA
VA001000018,36.829641,-76.316592,VA
VA006000028,36.854789,-76.249536,VA
SC024000005,33.480985,-80.864802,SC
TN001000053,35.24377,-89.97724,TN
SC061000002,33.963485,-81.043458,SC
TN034000001,36.587979,-84.125671,TN
VA025000003,36.719127,-76.559074,VA
VA003000304,36.975181,-76.417042,VA
VA006000010,36.857753,-76.286515,VA
VA006000012,36.826081,-76.260151,VA
VA006000031,36.857393,-76.255259,VA
WV004000005,38.412522,-82.45576,WV
VA025000004,36.721012,-76.601486,VA
VA006000021,36.828899,-76.280777,VA
VA003000311,37.114296,-76.516013,VA
VA006000002,36.84531,-76.280493,VA
VA006000024,36.871055,-76.223938,VA
WV004000001,38.416887,-82.428143,WV
VA006000030,36.859669,-76.253265,VA
VA006000085,36.856326,-76.259806,VA
VA025000005,36.732448,-76.55749,VA
VA006000011,36.854758,-76.276105,VA
VA025000002,36.719851,-76.56057,VA
VA006000020,36.849988,-76.201688,VA
VA025000006,36.732757,-76.597413,VA
WV004000003,38.429376,-82.383819,WV
WI242000001,45.877512,-92.362154,WI
WV004000004,38.409065,-82.424237,WV
HI001000030,21.344831,-157.90298,HI
HI001000031,21.347356,-157.867481,HI
HI001000052,21.338513,-157.877545,HI
HI001000049,21.501277,-158.027567,HI
HI001000035,21.315695,-157.862722,HI
HI001000038,21.955486,-159.669745,HI
HI001000044,21.44413,-158.186252,HI
IL003000005,40.732816,-89.634574,IL
IL005000009,38.705166,-90.123455,IL
IL015000611,38.670782,-89.981743,IL
IL015001700,38.793615,-89.95572,IL
IL026000002,42.356096,-87.834167,IL
IN017000001,39.774652,-86.149258,IN
IN017000024,39.786225,-86.155569,IN
OH003000923,41.484049,-81.730934,OH
OH003000922,41.48226,-81.709356,OH
OH003000931,41.440639,-81.564559,OH
OH036000011,40.796947,-81.939395,OH
WI064000005,42.507059,-89.040133,WI
OH007000022,41.131166,-81.485377,OH
OH032000001,39.539814,-82.411849,OH
OH007000052,41.067756,-81.508486,OH
OH007000005,41.0769,-81.52807,OH
OH009000002,39.973519,-82.011451,OH
OH043000001,40.057959,-82.406633,OH
HI001000040,21.339639,-157.876683,HI
HI001000045,21.416581,-157.802084,HI
HI001000050,21.300609,-157.793818,HI
HI001000033,21.329168,-157.87468,HI
HI001000032,21.31849,-157.864619,HI
HI001000034,21.296427,-157.837182,HI
NJ015000001,40.741844,-74.04133,NJ
NJ015000004,40.741193,-74.040219,NJ
NJ015000003,40.741168,-74.041212,NJ
NJ015000005,40.752552,-74.030304,NJ
NJ015000002,40.748233,-74.034596,NJ
ME006000001,43.919631,-69.963043,ME
ME019000001,43.913469,-69.833157,ME
KY157000001,37.550172,-82.773542,KY
NY005010280,40.820122,-73.920456,NY
AL002000001,30.665990999999998,-88.060222,AL
AL002000016,30.655232,-88.073772,AL
AL002000006,30.755745,-88.077901,AL
AL002000005,30.653205,-88.082377,AL
AL002000010,30.654846,-88.069196,AL
AL002000020,30.698172,-88.057589,AL
AL049000003,34.022884,-86.034059,AL
AL118000002,31.886742,-85.154524,AL
AL086000001,33.607484,-86.811103,AL
AL058000005,33.935173,-87.817606,AL
AL086000003,33.383899,-86.991563,AL
AL058000001,33.935752,-87.81903,AL
AL102000001,34.028833,-86.330891,AL
AL086000002,33.82514,-86.748354,AL
AL109000001,32.50744,-87.834042,AL
AR043000001,33.886521,-91.495231,AR
AL153000001,33.736773,-87.271258,AL
AL202000001,31.035865,-88.233167,AL
AL133000001,33.619189,-85.84689,AL
AL190000001,32.818686,-87.887342,AL
AL128000001,31.031082,-85.87007,AL
CA004000852,33.995045,-118.417383,CA
AL165000001,30.388345,-87.688468,AL
AR065000001,33.414133,-93.068459,AR
AR064000003,35.272429,-90.45809,AR
CA004000851,33.958856,-118.282108,CA
AR060000001,34.539278,-90.647323,AR
AR082000001,33.608896,-92.077346,AR
AR078000001,35.8704,-89.9342,AR
CA004000416,33.948128,-118.230659,CA
CA005000104,38.492382,-121.459323,CA
CA005000103,38.582421,-121.497547,CA
CA007000205,38.515644,-121.468096,CA
CA005000102,38.560521,-121.510285,CA
CA005000101,38.562319,-121.506053,CA
CA063000008,32.702852,-117.122427,CA
CA007000203,38.679196,-121.284546,CA
CA005000105,38.550221,-121.465915,CA
CO001000061,39.749064,-104.980547,CO
CA063000007,32.77936,-117.178981,CA
CO001000060,39.748872,-104.97974,CO
CA052000002,37.903816,-122.512962,CA
CO001000553,39.738877,-105.003022,CO
CA052000001,37.868673,-122.511159,CA
CO001000006,39.737216,-105.036766,CO
CO001000007,39.780019,-105.00343,CO
CA063000010,32.730031,-117.100545,CA
CO001000055,39.76755,-104.976885,CO
CO029000029,40.078283,-104.810306,CO
CO001000075,39.733622,-105.005051,CO
CO028000001,38.886556,-104.807833,CO
CT003000006,41.759162,-72.670925,CT
CO012000001,39.267175,-103.700315,CO
CO001000070,39.68514,-105.025101,CO
CO021000000,40.990638,-102.273931,CO
CT005000101,41.672087,-72.775121,CT
CO001000068,39.731906,-105.004319,CO
CO002000300,38.28701,-104.58319,CO
CO015000001,37.401036,-104.658791,CO
CT020000001,41.397101,-73.46858,CT
CT003000024,41.78045,-72.673525,CT
CT005000001,41.671375,-72.8001,CT
CO035000010,40.387244,-104.70609,CO
CT028000003,41.868753,-72.469193,CT
CT028000002,41.867588,-72.473831,CT
CT020000003,41.387122,-73.454664,CT
CT019000002,41.028447,-73.618057,CT
CT020000002,41.399437,-73.465598,CT
CT031000004,41.795425,-73.125923,CT
CT020000004,41.401386,-73.420716,CT
CT028000001,41.866161,-72.445523,CT
CT019000001,41.02562,-73.618981,CT
DE002000005,39.165087,-75.530924,DE
FL011000001,28.038204,-81.967471,FL
CT031000003,41.817132,-73.092994,CT
DE002000001,39.156527,-75.515246,DE
CT031000001,41.8185,-73.1111,CT
FL015000007,30.522429,-82.948472,FL
FL011000002,28.062549,-81.963719,FL
GA104000001,31.520689,-83.830092,GA
GA133000001,31.544488,-82.45523,GA
GA120000001,32.201054,-82.337488,GA
GA002000004,32.029186,-81.0926,GA
FL011000003,28.065228,-81.958199,FL
DE004000016,38.93024,-75.587446,DE
FL025000001,28.608334,-80.823861,FL
DE002000002,39.179828,-75.521056,DE
GA104000002,31.530936,-83.843049,GA
FL015000002,30.78594,-85.678014,FL
GA125000001,34.199453,-83.460263,GA
FL083000002,26.458851,-80.080134,FL
GA133000002,31.534504,-82.452779,GA
DE002000003,39.154896,-75.528382,DE
FL033000001,28.665966,-81.198138,FL
FL011000004,28.089081,-81.984494,FL
FL002000002,27.790717,-82.699645,FL
GA126000001,34.12805,-83.224581,GA
GA087000001,31.698442,-83.66309,GA
FL119000001,26.363338,-80.0855,FL
FL002000003,27.758736,-82.664155,FL
GA133000003,31.539938,-82.458573,GA
DE002000004,39.159872,-75.549677,DE
GA127000001,33.41423,-82.650131,GA
GA141000001,32.58975,-81.50639,GA
GA092000001,31.213511,-83.253262,GA
GA187000001,33.515934,-84.668436,GA
FL049000001,29.455119,-82.627467,FL
