DEVELOPMENT_ID,STATE_NAME.x,STATE_CODE,ZIPCODE,INSPECTION_SCORE,INSPECTION_DATE,in_floodplain,inspection_year,latitude,longitude,distance_to_floodzone,census_code,block_group,county,age,total_pop,total_white,total_black,total_hispanic,poverty,income,public_assistance,owner,renter,vehicles,prop_value,age_c,total_pop_c,total_white_c,total_black_c,total_hispanic_c,poverty_c,disability_c,income_c,public_assistance_c,owner_c,renter_c,vehicles_c,prop_value_c
KY001000050,KY,21,40202,92,2017-10-03,0,2017,38.25021566666667,-85.74097433333333,1924.9946773333334,211110059012005,211110059012,21111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,764378,523981,160658,38156,184658,756073,52237,309888,190584,119304,309888,159000
KS038000001,KS,20,67401,86,2017-09-25,0,2017,38.834033999999996,-97.59984366666666,49.750190726666666,201690001011012,201690001011,20169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9,55334,44556,1711,6038,13963,54446,49728,22294,14845,7449,22294,125400
KS082000001,KS,20,67642,91,2017-09-21,0,2017,39.37342,-99.844677,102654.3574,200659523002015,200659523002,20065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.8,2561,2275,104,82,735,2532,43427,1239,1001,238,1239,69600
IN020000001,IN,18,46544,96,2017-10-23,0,2017,41.651598,-86.17391975000001,1135.77428575,181410103001017,181410103001,18141,25.9,877,583,150,22,175,24828,241,91,150,241,77200,36.5,268613,197612,34353,22423,64202,266134,48121,100694,68361,32333,100694,118600
MA040000001,MA,25,02026,93,2017-09-26,0,2017,42.24308075,-71.16174325,89144.422715,250214024002008,250214024002,25021,53.5,704,578,21,32,213,157132,249,229,20,249,482600,41,694389,532276,43719,28900,173787,685970,95668,262324,181881,80443,262324,433000
LA006000014,LA,22,71201,99,2017-07-25,0,2017,32.50525233333333,-92.11987166666667,16264.029653333333,220730108001125,220730108001,22073,45.7,885,243,635,0,139,17642,393,0,393,393,NA,35.1,156433,91275,58451,3411,37153,150783,40081,56799,33710,23089,56799,133400
KS141000001,KS,20,66956,90,2017-09-20,0,2017,39.79068,-98.205994,33419.45986,200895763002015,200895763002,20089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.9,2963,2831,11,72,831,2932,43125,1388,1113,275,1388,53700
KY001000057,KY,21,40203,82,2017-10-03,0,2017,38.243504333333334,-85.744041,2655.459850333333,211110062002016,211110062002,21111,33.2,1252,369,801,13,197,26964,403,71,332,403,112500,38,764378,523981,160658,38156,184658,756073,52237,309888,190584,119304,309888,159000
KY077000001,KY,21,40831,91,2017-09-25,0,2017,36.843859333333334,-83.320913,18657.940986666665,210959709003008,210959709003,21095,54.9,1114,1010,80,0,261,25403,428,210,218,428,NA,41.4,27548,26224,706,238,7771,27072,24451,11249,7694,3555,11249,53500
LA124000001,LA,22,71465,97,2017-10-05,0,2017,31.890193999999997,-92.232468,11636.20166,220599701001139,220599701001,22059,35,2046,1872,33,43,475,35703,692,525,167,692,63900,38.2,14930,12379,1791,417,3598,13529,34712,5044,3730,1314,5044,76700
LA055000001,LA,22,70570,59,2017-08-14,1,2017,30.540329,-92.07955633333333,151.19605966666668,220979614013005,220979614013,22097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.2,83580,45673,34254,1683,20398,82485,32163,30467,21254,9213,30467,99200
MA047004005,MA,25,02536,85,2017-09-13,0,2017,41.56410475,-70.59648200000001,8614.607937750001,250010148003005,250010148003,25001,61.1,1404,1049,163,14,276,28963,753,234,519,753,359300,52.4,213900,192917,5699,5869,58437,211589,68048,95011,74862,20149,95011,375000
LA055000003,LA,22,70570,68,2017-08-14,NA,2017,30.52295975,-92.07623075000001,882.57529575,220979615012004,220979615012,22097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.2,83580,45673,34254,1683,20398,82485,32163,30467,21254,9213,30467,99200
LA055000002,LA,22,70570,63,2017-08-15,0,2017,30.525806,-92.07228933333333,750.8323832,220979615013004,220979615013,22097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.2,83580,45673,34254,1683,20398,82485,32163,30467,21254,9213,30467,99200
MA074000001,MA,25,01880,93,2017-09-19,0,2017,42.497204,-71.07289625,113371.443675,250173352004003,250173352004,25017,53.5,1681,1511,99,34,395,61250,780,543,237,780,380100,38.5,1582857,1160650,76708,121171,385660,1567310,92878,593784,371697,222087,593784,453300
MA067000001,MA,25,02420,95,2017-09-07,0,2017,42.4488675,-71.20053325,111552.49635,250173585002000,250173585002,25017,48.7,679,534,0,0,207,77750,274,203,71,274,1182100,38.5,1582857,1160650,76708,121171,385660,1567310,92878,593784,371697,222087,593784,453300
LA006000013,LA,22,71201,99,2017-09-22,0,2017,32.523895,-92.117433,14338.04872,220730001005007,220730001005,22073,59.7,1515,946,462,57,236,30288,743,40,703,743,NA,35.1,156433,91275,58451,3411,37153,150783,40081,56799,33710,23089,56799,133400
MA111000001,MA,25,02359,95,2017-09-08,0,2017,42.096455,-70.793938,64793.51302,250235081013008,250235081013,25023,52.9,545,537,0,8,144,85438,267,208,59,267,277200,42.6,509114,416813,44804,18664,131072,502122,82081,184195,139821,44374,184195,344400
MI015000001,MI,26,49968,90,2017-09-05,0,2017,46.473586,-89.943406,74023.0199,260539502001005,260539502001,26053,54.9,212,209,0,3,65,50982,93,91,2,93,211400,48.7,15577,13963,658,195,3851,14144,36689,6660,5138,1522,6660,70100
MI001000053,MI,26,48201,93,2017-08-28,0,2017,42.34412575,-83.06827525,49834.971975,261635204002002,261635204002,26163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9,1763822,876195,686353,100977,416779,1751580,43702,673143,418914,254229,673143,92400
MI001000041,MI,26,48212,90,2017-08-07,0,2017,42.4099785,-83.04445525,50810.0167975,261635106001005,261635106001,26163,26.6,726,299,338,0,185,NA,270,135,135,270,58900,37.9,1763822,876195,686353,100977,416779,1751580,43702,673143,418914,254229,673143,92400
MI006000004,MI,26,48602,92,2017-09-25,0,2017,43.417226,-83.967666,21905.58062,261450017002019,261450017002,26145,37.5,1140,496,493,87,132,25938,343,97,246,343,71500,40.8,193803,135088,35165,16052,49108,190465,45034,78482,56305,22177,78482,94900
MI001000019,MI,26,48201,91,2017-08-24,0,2017,42.3452386,-83.0670088,49911.13665,261635204002001,261635204002,26163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9,1763822,876195,686353,100977,416779,1751580,43702,673143,418914,254229,673143,92400
MI001000074,MI,26,48201,99,2018-01-03,0,2018,42.344533750000004,-83.0704945,49647.7321125,261635218001004,261635218001,26163,44.5,1623,112,1449,27,306,12176,938,68,870,938,169000,37.9,1761382,873218,681837,103202,414597,1749048,45321,676587,419567,257020,676587,102700
MO057000001,MO,29,63780,93,2017-09-22,0,2017,37.216244,-89.50784,3086.3006953333334,292017811003001,292017811003,29201,35,661,627,0,0,162,39167,206,127,79,206,99400,40,38858,32491,4441,838,10468,38369,41628,15241,10497,4744,15241,103300
MI001000018,MI,26,48210,90,2017-09-18,0,2017,42.344917,-83.10940875,46524.0859825,261635254001000,261635254001,26163,27.8,960,198,194,558,214,26528,299,120,179,299,34000,37.9,1763822,876195,686353,100977,416779,1751580,43702,673143,418914,254229,673143,92400
MN147000002,MN,27,55118,98,2017-09-21,0,2017,44.8792375,-93.10102975,4057.6575915,270370605054017,270370605054,27037,46.2,1472,1413,0,0,314,92679,644,419,225,644,398100,37.7,414655,330377,23183,28020,110265,412826,79995,158777,118058,40719,158777,238000
MI103000001,MI,26,49242,95,2017-08-22,0,2017,41.92211233333333,-84.635087,405.05156420000003,260590507003012,260590507003,26059,49.3,651,600,0,10,103,25809,424,159,265,424,46700,42,45909,43637,321,1008,11946,45501,46160,17896,13684,4212,17896,105600
MI012000001,MI,26,49911,97,2017-09-06,0,2017,46.482641666666666,-90.06310766666667,65029.78168,260539503001033,260539503001,26053,47.2,707,662,25,14,179,31250,341,202,139,341,66300,48.7,15577,13963,658,195,3851,14144,36689,6660,5138,1522,6660,70100
MI039000001,MI,26,48060,91,2017-08-03,0,2017,42.954445,-82.44767625,47750.158175000004,261476200002004,261476200002,26147,25.9,1113,762,20,257,228,35134,466,138,328,466,NA,43.2,159761,145941,3269,5162,42785,158541,53641,64387,49024,15363,64387,135000
MI001000011,MI,26,48215,92,2018-03-08,0,2018,42.38573,-82.969179,57158.61875,261635027004013,261635027004,26163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9,1761382,873218,681837,103202,414597,1749048,45321,676587,419567,257020,676587,102700
MI001000073,MI,26,48201,98,2017-08-29,0,2017,42.3453456,-83.070515,49627.471048,261635218001004,261635218001,26163,42.7,1565,49,1468,30,300,11639,917,65,852,917,177500,37.9,1763822,876195,686353,100977,416779,1751580,43702,673143,418914,254229,673143,92400
MI001000083,MI,26,48228,91,2017-09-18,0,2017,42.35676775,-83.209174,38267.3883475,261635472004001,261635472004,26163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9,1763822,876195,686353,100977,416779,1751580,43702,673143,418914,254229,673143,92400
MI001000080,MI,26,48228,93,2017-09-07,0,2017,42.35338925,-83.20677425,38546.27304,261635472004026,261635472004,26163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9,1763822,876195,686353,100977,416779,1751580,43702,673143,418914,254229,673143,92400
MI001000082,MI,26,48228,91,2017-08-25,0,2017,42.356367,-83.207586,38404.14731,261635472004017,261635472004,26163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9,1763822,876195,686353,100977,416779,1751580,43702,673143,418914,254229,673143,92400
MI001000081,MI,26,48228,94,2017-09-06,0,2017,42.354717,-83.20892,38340.402650000004,261635472004024,261635472004,26163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9,1763822,876195,686353,100977,416779,1751580,43702,673143,418914,254229,673143,92400
MI039000002,MI,26,48060,92,2017-08-04,0,2017,42.97399225,-82.42769849999999,49556.632835,261476240001009,261476240001,26147,36.4,585,480,29,2,141,16397,310,99,211,310,NA,43.2,159761,145941,3269,5162,42785,158541,53641,64387,49024,15363,64387,135000
MN158000001,MN,27,56540,87,2017-08-07,0,2017,47.948784,-96.40362133333333,35792.5325,271250102001019,271250102001,27125,42.4,628,608,0,12,186,63958,267,230,37,267,120700,42.2,4017,3720,12,140,1106,3995,52500,1718,1409,309,1718,107300
MI187000001,MI,26,49878,91,2017-09-08,0,2017,45.929038,-86.966784,47871.72668,260419702002038,260419702002,26041,42.5,1463,1282,0,49,389,49583,577,460,117,577,122700,46.9,36395,33924,96,435,10022,36001,44639,15920,12714,3206,15920,105900
MS090000001,MS,28,38668,73,2017-10-06,0,2017,34.61593766666667,-89.95981766666667,40731.67008,281379504004019,281379504004,28137,40.8,1112,233,879,0,333,21293,476,191,285,476,119500,37.7,28333,18353,8511,715,7158,27857,46233,10016,7632,2384,10016,107400
MN065000001,MN,27,56352,84,2017-08-01,0,2017,45.673808666666666,-94.81491233333333,318.32556893333333,271450106001019,271450106001,27145,44,748,624,0,124,217,57500,306,255,51,306,98800,34.1,155300,136413,7834,4951,37525,154153,59564,58657,40293,18364,58657,171300
MN113000001,MN,27,56623,89,2017-09-07,0,2017,48.6812285,-94.714797,39742.06995,270774603001066,270774603001,27077,44.1,1493,1348,1,66,335,39821,622,421,201,622,117300,51.1,3841,3590,1,67,976,3788,46943,1533,1251,282,1533,128400
NC015000400,NC,37,27530,95,2017-11-13,0,2017,35.388406,-78.005336,26404.181706666666,371910018001037,371910018001,37191,27,1339,213,903,22,408,15000,564,142,422,564,NA,37.3,124496,67352,37503,14009,31928,120019,41766,47587,28964,18623,47587,117000
MN128000001,MN,27,56073,91,2017-09-22,0,2017,44.31509333333333,-94.46233966666667,714.6579231666667,270159601011051,270159601011,27015,41.8,1354,1277,2,65,383,51406,631,400,231,631,112700,42.5,25243,23702,71,1030,6978,24904,55764,10668,8304,2364,10668,135300
NC098000001,NC,37,27320,93,2017-09-21,0,2017,36.350833333333334,-79.68114533333333,349.67928593333335,371570415021001,371570415021,37157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4,91566,66490,16920,5455,24476,90460,41700,37162,25427,11735,37162,109600
MS072000002,MS,28,38834,92,2017-09-08,0,2017,34.93331933333334,-88.56166866666666,825.0152972333333,280039503001048,280039503001,28003,33.5,1585,1318,172,6,308,33295,533,304,229,533,61800,40.1,37242,30972,4374,1124,9669,36753,38919,14675,10303,4372,14675,86100
MN005000001,MN,27,55719,82,2017-10-02,0,2017,47.4892465,-92.87689574999999,100163.8468025,271370126003026,271370126003,27137,61.5,770,749,21,0,163,NA,428,242,186,428,100400,41,200294,183032,3138,3124,48967,197117,50936,85662,60738,24924,85662,146700
NE021000001,NE,31,69033,90,2017-10-04,0,2017,40.521166,-101.646452,86959.11099,310299619002003,310299619002,31029,48.1,876,865,0,0,254,58103,386,296,90,386,147400,44.4,3803,3382,2,399,1098,3734,54568,1671,1345,326,1671,109900
NE076000001,NE,31,69154,90,2017-10-03,0,2017,41.405887666666665,-102.35284800000001,192533.8548,310699521002050,310699521002,31069,54.3,996,926,3,63,275,40700,474,416,58,474,81300,51.7,1913,1803,3,74,544,1861,48125,897,721,176,897,81800
MO092000001,MO,29,63801,95,2017-09-21,0,2017,36.824758,-89.656652,29341.775926666665,291439601002055,291439601002,29143,44.3,896,861,0,0,253,46310,412,356,56,412,109300,41.3,18030,14433,2884,317,4900,17674,33846,7309,4573,2736,7309,74500
NC063000001,NC,37,27317,90,2017-09-11,0,2017,35.80946933333333,-79.80543533333334,22176.55813,371510314012047,371510314012,37151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,142827,113899,8424,15796,38493,141584,43598,55679,39823,15856,55679,119500
MO081000001,MO,29,65705,97,2017-09-21,0,2017,36.997684,-93.64154933333333,6455.438536666667,291094705012030,291094705012,29109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7,38131,34205,222,2730,10226,37556,41673,14636,10351,4285,14636,98000
NE022000001,NE,31,68756,91,2017-08-31,0,2017,42.12967166666667,-98.03399133333333,49202.30119666667,310039797002012,310039797002,31003,46.1,950,915,9,9,229,34167,434,249,185,434,64100,45.9,6406,6108,16,204,1920,6310,46949,2748,2118,630,2748,78500
NC058000010,NC,37,28754,82,2017-11-09,0,2017,35.83020166666667,-82.54515233333333,369.6623265333333,371150106022028,371150106022,37115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.2,21347,20053,394,532,5500,21114,40563,8346,6229,2117,8346,172200
NC024000001,NC,37,28115,96,2017-09-07,0,2017,35.58343833333333,-80.796137,12277.522616666667,370970615021008,370970615021,37097,34.7,1760,1321,34,323,451,71935,602,437,165,602,175400,40.4,169798,129802,20811,12496,45639,168622,55957,63447,45690,17757,63447,173600
NC030000001,NC,37,28906,92,2017-09-20,0,2017,35.081674666666665,-84.04327333333333,8210.882642666667,370399305023002,370399305023,37039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.8,27463,25125,377,813,7549,27175,38115,11206,8965,2241,11206,145500
NC037000001,NC,37,28472,85,2017-09-21,0,2017,34.331401666666665,-78.71217,38868.969639999996,370479309004027,370479309004,37047,62.3,529,326,161,0,103,31422,350,172,178,350,91500,41.9,56589,33685,17208,2890,14705,53778,36261,22462,15921,6541,22462,85200
MN008000001,MN,27,56537,88,2017-09-12,0,2017,46.285271,-96.067353,17393.05783,271119610004012,271119610004,27111,45.5,1500,1285,0,215,262,23553,828,273,555,828,99500,46.6,57790,53750,781,1870,16417,57121,55181,24300,19152,5148,24300,170900
NC118000007,NC,37,27831,92,2017-09-19,0,2017,36.456862,-77.61425333333334,659.1240745333333,371319203012010,371319203012,37131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.6,20426,7876,11622,433,5756,19632,33508,8819,6106,2713,8819,81900
NC167000001,NC,37,28714,86,2017-09-14,0,2017,35.9681785,-82.00608525,172.273368145,370119304001020,370119304001,37011,44,3455,2665,561,83,515,41250,649,560,89,649,120900,44.5,17535,15605,728,895,4454,15412,37109,6725,5176,1549,6725,138800
NC055000001,NC,37,28690,91,2017-09-14,0,2017,35.745137666666665,-81.57017666666667,216.93201770000002,370230209011059,370230209011,37023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6,88898,73190,5265,5223,23058,86617,40854,34568,24733,9835,34568,115400
NE025000001,NE,31,68632,99,2017-08-01,0,2017,41.260394,-97.131766,13195.01335,310239677002019,310239677002,31023,44.2,1012,888,13,107,291,44120,491,334,157,491,97900,43.5,8105,7702,43,246,2268,7934,52448,3400,2718,682,3400,111500
NE050000001,NE,31,68873,99,2017-08-02,0,2017,41.215466666666664,-98.45520666666667,1090.0249700000002,310939706002024,310939706002,31093,40.1,898,760,0,78,221,35542,413,218,195,413,82500,43.3,6385,6107,3,161,1754,6378,53648,2656,2039,617,2656,119600
NJ004000003,NJ,34,07047,94,2017-11-02,0,2017,40.798476,-74.021309,342.92716024,340170145011000,340170145011,34017,40,1842,365,0,1439,427,NA,599,178,421,599,226200,34.9,679756,195557,73309,293465,156467,675541,62681,252352,79116,173236,252352,349500
NE030000001,NE,31,68352,93,2017-09-06,0,2017,40.136404,-97.185439,338.3938996,310959638001021,310959638001,31095,35.1,1374,1244,1,64,291,27500,662,340,322,662,36600,45.7,7276,6857,1,259,2005,7164,46576,3308,2430,878,3308,75500
NV001000102,NV,32,89512,99,2017-09-20,0,2017,39.5413665,-119.782665,7729.66418075,320310018021004,320310018021,32031,37.5,1533,489,17,936,247,20625,710,48,662,710,188900,38,445551,283988,9514,106453,106982,442940,58595,173519,100137,73382,173519,268100
NJ004000004,NJ,34,07047,95,2017-11-01,0,2017,40.7951526,-74.022896,340.0730833,340170145023001,340170145023,34017,69.2,1548,306,0,1216,305,12392,972,45,927,972,289300,34.9,679756,195557,73309,293465,156467,675541,62681,252352,79116,173236,252352,349500
NV001000103,NV,32,89512,98,2017-10-30,0,2017,39.54312133333333,-119.783626,7869.461805666667,320310018021002,320310018021,32031,37.5,1533,489,17,936,247,20625,710,48,662,710,188900,38,445551,283988,9514,106453,106982,442940,58595,173519,100137,73382,173519,268100
NV001000118,NV,32,89431,99,2017-10-31,0,2017,39.54927166666667,-119.779773,7820.741233666667,320310017031000,320310017031,32031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,445551,283988,9514,106453,106982,442940,58595,173519,100137,73382,173519,268100
NV001000110,NV,32,89502,99,2017-09-21,0,2017,39.49207,-119.78159333333333,7908.590709666667,320310022122000,320310022122,32031,18.9,2250,272,36,1932,477,26058,603,5,598,603,NA,38,445551,283988,9514,106453,106982,442940,58595,173519,100137,73382,173519,268100
NV001000107,NV,32,89512,99,2017-10-17,0,2017,39.5534256,-119.7937454,9097.092996399999,320310017011008,320310017011,32031,24.1,2487,639,240,1132,488,30278,878,115,763,878,82600,38,445551,283988,9514,106453,106982,442940,58595,173519,100137,73382,173519,268100
NV001000109,NV,32,89506,93,2017-10-18,0,2017,39.59260333333333,-119.84313233333333,14904.43997,320310026201028,320310026201,32031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,445551,283988,9514,106453,106982,442940,58595,173519,100137,73382,173519,268100
NV001000101,NV,32,89512,99,2017-10-19,0,2017,39.53901666666667,-119.791369,8368.380997333334,320310018011007,320310018011,32031,41.1,556,141,147,148,131,20417,237,39,198,237,NA,38,445551,283988,9514,106453,106982,442940,58595,173519,100137,73382,173519,268100
OH010000005,OH,39,45662,95,2017-08-30,0,2017,38.753239,-82.936244,731.4361548,391450032001003,391450032001,39145,43.7,1301,1288,0,0,295,19313,622,363,259,622,43400,39.8,76871,71838,2122,979,19022,74052,38978,30204,20470,9734,30204,93000
RI001000006,RI,44,02903,95,2017-08-22,0,2017,41.8230275,-71.4211335,60006.134735,440070009001044,440070009001,44007,29.6,1532,858,73,444,169,28507,725,90,635,725,283300,37.3,633704,394363,50835,137017,148061,624252,52530,238465,126847,111618,238465,214400
PA007000020,PA,42,19013,92,2017-10-27,0,2017,39.854418,-75.359495,2184.571053,420454050002022,420454050002,42045,54.7,674,64,590,5,120,34185,235,144,91,235,75300,39,563384,382859,116489,20099,137459,555828,69839,204870,142566,62304,204870,235200
RI001000007,RI,44,02908,94,2017-08-24,0,2017,41.833025,-71.41962,60756.22577,440070026001015,440070026001,44007,32.1,1915,138,329,920,407,20977,721,83,638,721,161700,37.3,633704,394363,50835,137017,148061,624252,52530,238465,126847,111618,238465,214400
PA007000017,PA,42,19013,99,2017-10-25,0,2017,39.84467925,-75.37967950000001,2798.63221575,420454052003000,420454052003,42045,35.9,1518,26,1430,54,420,22083,642,252,390,642,63000,39,563384,382859,116489,20099,137459,555828,69839,204870,142566,62304,204870,235200
PA007000014,PA,42,19013,91,2017-10-11,0,2017,39.8411828,-75.3822012,2466.5255942,420454052003010,420454052003,42045,35.9,1518,26,1430,54,420,22083,642,252,390,642,63000,39,563384,382859,116489,20099,137459,555828,69839,204870,142566,62304,204870,235200
TN013000001,TN,47,38012,76,2017-08-28,0,2017,35.590682,-89.26478766666668,102.35402486666668,470759304002041,470759304002,47075,37.7,1183,574,585,0,379,46667,418,229,189,418,186500,40,17944,7967,8966,768,4660,17708,36118,7104,4258,2846,7104,104300
TN041000001,TN,47,38019,74,2017-08-30,0,2017,35.561328333333336,-89.64945566666667,350.0793150666667,471670407004004,471670407004,47167,56,550,428,122,0,140,27306,339,265,74,339,79700,37.3,61434,46710,10999,1631,16481,60611,57212,21445,14831,6614,21445,142400
TX028000008,TX,48,78501,93,2017-09-18,0,2017,26.214655,-98.246231,70097.85893,482150207302000,482150207302,48215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.9,839539,55339,3522,770794,190585,831048,37097,232523,156949,75574,232523,82400
TN013000002,TN,47,38012,79,2017-08-21,0,2017,35.658,-89.28505,3596.2174805,470759303011011,470759303011,47075,34.2,1407,556,720,0,324,35682,466,278,188,466,122200,40,17944,7967,8966,768,4660,17708,36118,7104,4258,2846,7104,104300
TN075000001,TN,47,38059,77,2017-08-23,0,2017,36.11501275,-89.27024675,5659.813807500001,470459640012013,470459640012,47045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5,37751,30301,5065,1234,10679,37227,44386,15327,9428,5899,15327,98100
TX341000001,TX,48,75691,89,2017-12-07,0,2017,32.317207333333336,-94.52432133333333,3046.9691493333335,484019501012014,484019501012,48401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5,53026,34304,9029,8559,13096,48169,49270,17982,13677,4305,17982,111200
TX044000001,TX,48,75657,95,2017-12-08,0,2017,32.769872,-94.33760124999999,24246.294305,483159504002028,483159504002,48315,37.6,1400,754,452,161,278,42014,527,326,201,527,108500,49.8,10140,7187,2402,394,2761,9997,36938,4457,3528,929,4457,88600
TX028000007,TX,48,78501,93,2017-09-18,0,2017,26.214208,-98.24789566666666,70271.80504666666,482150207302006,482150207302,48215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.9,839539,55339,3522,770794,190585,831048,37097,232523,156949,75574,232523,82400
TX239000205,TX,48,78832,84,2017-11-30,0,2017,29.322979750000002,-100.41677625,42832.8453875,482719501002018,482719501002,48271,36.2,1176,151,4,1021,223,56625,335,280,55,335,33300,41.1,3631,1382,4,2245,680,3311,34926,1200,928,272,1200,64200
TX007010101,TX,48,78521,96,2018-02-20,0,2018,25.905164,-97.48716225000001,49889.907204999996,480610138022004,480610138022,48061,47.6,315,0,0,315,94,NA,119,58,61,119,47700,31.5,421750,38334,1673,377439,97344,419590,37132,123185,82110,41075,123185,83300
TX007010106,TX,48,78521,95,2017-10-10,0,2017,25.9182226,-97.48519780000001,48443.516226,480610134012004,480610134012,48061,35.3,437,19,0,418,115,18214,158,56,102,158,69000,31.4,420201,39240,1560,375256,96308,417802,36095,122188,82068,40120,122188,82500
TX007000024,TX,48,78520,86,2017-08-21,0,2017,25.934668,-97.514244,47016.899202500004,480610129003001,480610129003,48061,39.3,1337,213,48,1065,321,38125,419,250,169,419,83700,31.4,420201,39240,1560,375256,96308,417802,36095,122188,82068,40120,122188,82500
TX027000001,TX,48,75069,64,2017-08-03,0,2017,33.20785675,-96.6153,39486.50653,480850307021004,480850307021,48085,31.2,1125,416,0,685,247,45901,407,175,232,407,150200,36.5,914075,540387,84259,137871,240307,911167,90124,323905,212556,111349,323905,265300
TX070000001,TX,48,75119,94,2017-12-05,0,2017,32.347519,-96.6371178,40415.078522,481390616001046,481390616001,48139,28.7,2734,174,952,1608,493,32830,690,186,504,690,NA,36,164092,102697,14640,41791,43047,162784,67371,54725,39978,14747,54725,158200
MD002000204,MD,24,21202,91,2017-09-20,0,2017,39.290525333333335,-76.60259733333334,24779.426206666667,245100302001006,245100302001,24510,40.4,1327,540,673,38,188,42056,535,155,380,535,258900,35,619796,170916,385831,30729,123385,610390,46641,239791,113558,126233,239791,153200
AL152000010,AL,01,35476,97,2017-07-25,0,2017,33.227543999999995,-87.58381233333334,30061.623723333334,011250104042004,011250104042,01125,32.9,918,417,495,0,214,35625,336,168,168,336,128100,32.3,204424,127567,63839,7128,47165,202930,50513,71507,44920,26587,71507,161700
CA059000006,CA,06,95050,96,2017-08-22,0,2017,37.362190999999996,-121.9627515,311246.75989999995,060855053034001,060855053034,06085,43.9,2140,185,16,882,494,69355,679,90,589,679,583300,37,1911226,622266,45479,498253,453108,1902184,106761,630451,358864,271587,630451,829600
AL152000009,AL,01,35476,98,2017-07-25,0,2017,33.227789,-87.581658,30238.12173,011250104043004,011250104043,01125,25.9,618,440,156,0,153,45833,266,110,156,266,167900,32.3,204424,127567,63839,7128,47165,202930,50513,71507,44920,26587,71507,161700
TX128000001,TX,48,75023,95,2017-12-04,0,2017,33.05288075,-96.724409,46154.892555,480850316282008,480850316282,48085,46.5,1040,644,20,326,306,70441,414,379,35,414,197400,36.5,914075,540387,84259,137871,240307,911167,90124,323905,212556,111349,323905,265300
AL152000012,AL,01,35476,98,2017-07-26,0,2017,33.22953233333333,-87.590061,29441.87538,011250104032002,011250104032,01125,49.1,867,497,340,6,236,33633,453,306,147,453,139900,32.3,204424,127567,63839,7128,47165,202930,50513,71507,44920,26587,71507,161700
AL152000011,AL,01,35476,100,2017-07-26,0,2017,33.23791,-87.588778,29231.04743,011250104033019,011250104033,01125,43.7,1709,1200,479,0,328,64491,467,288,179,467,154100,32.3,204424,127567,63839,7128,47165,202930,50513,71507,44920,26587,71507,161700
IL001000007,IL,17,62201,23,2017-08-01,0,2017,38.62370266666667,-90.158034,1888.8876436666667,171635045021107,171635045021,17163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,264433,164262,78667,10293,66928,258591,51103,103125,67109,36016,103125,122600
AL157000013,AL,01,36744,91,2017-09-07,0,2017,32.704858333333334,-87.60185033333333,23442.7744,010650404021004,010650404021,01065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8,14995,5925,8795,196,3661,14762,34679,5664,4241,1423,5664,88800
IL002164000,IL,17,60610,92,2017-10-02,0,2017,41.903574,-87.640474,68826.37158,170318383001002,170318383001,17031,31.9,1016,285,546,32,241,54375,441,143,298,441,413900,36.4,5238541,2235598,1226134,1312304,1182951,5192360,59426,1956561,1112383,844178,1956561,227400
