DEVELOPMENT_ID,STATE_NAME.x,STATE_CODE,ZIPCODE,INSPECTION_SCORE,INSPECTION_DATE,in_floodplain,inspection_year,latitude,longitude,distance_to_floodzone,census_code,block_group,county,age,total_pop,total_white,total_black,total_hispanic,poverty,income,public_assistance,owner,renter,vehicles,prop_value,age_c,total_pop_c,total_white_c,total_black_c,total_hispanic_c,poverty_c,disability_c,income_c,public_assistance_c,owner_c,renter_c,vehicles_c,prop_value_c
IL053000003,IL,17,62966,83,2013-10-29,0,2013,37.7593655,-89.346266,16603.72155,170770106023018,170770106023,17077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4,60055,45333,8390,2457,11948,59260,33479,23567,12576,10991,23567,100600
IL053000006,IL,17,62966,90,2013-09-20,0,2013,37.735677,-89.24317875,22531.2671475,170770108001083,170770108001,17077,49.7,865,805,0,0,152,39286,368,258,110,368,90600,29.4,60055,45333,8390,2457,11948,59260,33479,23567,12576,10991,23567,100600
IL053000008,IL,17,62966,97,2013-11-15,0,2013,37.73667375,-89.25943550000001,21469.56029,170770110011057,170770110011,17077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4,60055,45333,8390,2457,11948,59260,33479,23567,12576,10991,23567,100600
KY001000013,KY,21,40203,89,2013-11-13,0,2013,38.23656716666667,-85.76027666666667,3599.779568,211110051003008,211110051003,21111,58.8,1255,933,314,8,60,15851,1029,44,985,1029,NA,38,746580,524573,152714,33326,187930,737591,46959,305832,191611,114221,305832,149100
KY001000043,KY,21,40211,82,2013-11-21,0,2013,38.2465565,-85.81889733333334,5186.277484333334,211110011001008,211110011001,21111,47.2,1536,45,1433,13,393,33399,664,401,263,664,84100,38,746580,524573,152714,33326,187930,737591,46959,305832,191611,114221,305832,149100
KY024000001,KY,21,41701,68,2013-11-12,1,2013,37.24461,-83.1828032,0,211939705012015,211939705012,21193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,28488,27371,337,218,7587,27959,33528,10801,7759,3042,10801,65600
LA001015301,LA,22,70113,37,2013-12-10,0,2013,29.9439435,-90.0814065,97.40845335499999,220710140001011,220710140001,22071,20.2,294,44,250,0,75,9875,79,0,79,79,NA,35,357013,109009,212208,18984,78318,351858,37146,148398,70175,78223,148398,183700
LA001062101,LA,22,70114,46,2013-12-11,0,2013,29.9363374,-90.042533,34.636187306000004,220710006011003,220710006011,22071,60.7,283,0,283,0,68,12684,179,25,154,179,NA,35,357013,109009,212208,18984,78318,351858,37146,148398,70175,78223,148398,183700
LA001072602,LA,22,70114,79,2013-12-16,0,2013,29.932851666666668,-90.04008,7.129711896333334,220710006012005,220710006012,22071,18.7,635,0,635,0,135,25515,152,9,143,152,NA,35,357013,109009,212208,18984,78318,351858,37146,148398,70175,78223,148398,183700
LA001099103,LA,22,70112,87,2013-12-09,0,2013,29.959331,-90.04750233333333,103.27060608333333,220710012001029,220710012001,22071,46.1,481,390,45,15,58,42969,326,143,183,326,260100,35,357013,109009,212208,18984,78318,351858,37146,148398,70175,78223,148398,183700
LA033801801,LA,22,71463,63,2013-10-24,0,2013,30.81794875,-92.65471825,497.568667625,220039502012031,220039502012,22003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9,25674,18130,4996,1239,5436,21523,38429,8099,5856,2243,8099,79600
LA036000002,LA,22,70380,65,2013-11-27,1,2013,29.714333500000002,-91.19711749999999,0,221010402003005,221010402003,22101,39.2,1309,708,428,156,300,52344,515,270,245,515,142800,37.6,54078,30903,16955,3000,14038,53440,41571,20092,13996,6096,20092,88800
LA080000001,LA,22,70394,88,2013-11-05,0,2013,29.477918250000002,-90.35265075000001,48884.223565,220570214003003,220570214003,22057,40.1,1166,1037,15,60,327,47375,397,338,59,397,163900,36.8,96755,75180,12842,3793,25284,95743,50572,35072,27266,7806,35072,126500
MD002000023,MD,24,21201,77,2013-10-22,0,2013,39.30068466666667,-76.62716633333334,22455.646983333332,245101702001004,245101702001,24510,26.3,1842,5,1772,9,327,8643,847,10,837,847,NA,34.5,621445,174590,389758,26772,125055,611056,41385,241455,116673,124782,241455,157900
MD002000033,MD,24,21217,78,2013-10-21,0,2013,39.31646,-76.631169,21745.98277,245101301002000,245101301002,24510,51.9,638,41,450,0,86,11127,401,20,381,401,NA,34.5,621445,174590,389758,26772,125055,611056,41385,241455,116673,124782,241455,157900
MD002000102,MD,24,21229,83,2013-12-04,0,2013,39.2852968,-76.68332,18458.555347999998,245102007014005,245102007014,24510,37.5,1063,41,900,28,224,34085,376,207,169,376,114900,34.5,621445,174590,389758,26772,125055,611056,41385,241455,116673,124782,241455,157900
MD002000113,MD,24,21229,86,2013-12-04,0,2013,39.292772,-76.7043862,16473.923712,245102804013002,245102804013,24510,30.6,609,88,447,1,131,48600,282,101,181,282,174700,34.5,621445,174590,389758,26772,125055,611056,41385,241455,116673,124782,241455,157900
MD004511402,MD,24,20910,54,2013-12-09,0,2013,38.9970018,-77.0334048,10208.762018,240317028003000,240317028003,24031,40.2,1132,931,105,19,321,127386,371,349,22,371,598400,38.4,989474,478667,166210,173135,248311,980031,98221,360563,242592,117971,360563,446300
MD004511414,MD,24,20876,66,2013-12-10,0,2013,39.17681,-77.234779,21569.79211,240317008332007,240317008332,24031,30.8,2594,641,544,610,662,74286,814,565,249,814,271600,38.4,989474,478667,166210,173135,248311,980031,98221,360563,242592,117971,360563,446300
MD015015002,MD,24,20745,78,2014-01-15,0,2014,38.822264,-76.989271,4379.35477,240338017043002,240338017043,24033,31.9,2092,0,1950,86,558,85729,753,462,291,753,232600,35.5,884764,128365,556318,140455,202436,877363,73856,305115,189940,115175,305115,258800
MD015015004,MD,24,20708,75,2014-01-14,0,2014,39.08572933333333,-76.848917,28054.465173333334,240338002091006,240338002091,24033,27.3,2091,168,1109,521,465,42072,667,85,582,667,218900,35.5,884764,128365,556318,140455,202436,877363,73856,305115,189940,115175,305115,258800
MD015015007,MD,24,20782,89,2014-01-14,0,2014,38.959426,-76.986373,9679.940703,240338050003006,240338050003,24033,30.5,3404,97,1880,1427,705,60925,1269,186,1083,1269,253700,35.5,884764,128365,556318,140455,202436,877363,73856,305115,189940,115175,305115,258800
MN074000001,MN,27,55364,91,2013-11-18,0,2013,44.941617,-93.665801,35728.0374,270530276011004,270530276011,27053,50.1,441,349,62,0,137,84688,206,206,0,206,225000,36,1170623,834728,135476,78843,279427,1160908,64403,481263,306704,174559,481263,230900
MN158000001,MN,27,56735,81,2013-10-31,0,2013,47.948784,-96.40362133333333,35792.5325,271250102001019,271250102001,27125,41,814,802,0,12,237,51477,347,299,48,347,91900,42.2,4087,3838,22,112,1118,4045,47569,1681,1360,321,1681,87800
MO129000001,MO,29,63401,83,2013-11-18,0,2013,39.7079925,-91.3732235,18935.553487499998,291279605002006,291279605002,29127,31.5,826,723,80,9,216,32036,297,172,125,297,71300,39.5,28804,26171,1582,414,7669,27977,42046,11203,7630,3573,11203,102200
MO133000001,MO,29,64772,94,2013-11-25,0,2013,37.8488945,-94.36275075,27212.2984075,292179503001002,292179503001,29217,58.9,681,613,0,0,149,19688,417,144,273,417,82800,40.8,20990,19927,152,366,5238,20472,38679,7999,5578,2421,7999,83700
MS060000010,MS,28,39601,55,2013-12-20,0,2013,31.585089,-90.44256366666666,451.61177253333335,280859505003040,280859505003,28085,34,1908,218,1641,49,593,19625,694,405,289,694,72900,37.8,34870,23566,10709,373,9817,34292,36498,13045,9659,3386,13045,84900
MS060000020,MS,28,39601,57,2013-12-19,0,2013,31.577124,-90.438593,321.79220573333333,280859506022019,280859506022,28085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8,34870,23566,10709,373,9817,34292,36498,13045,9659,3386,13045,84900
MS060000030,MS,28,39601,83,2013-12-18,0,2013,31.58604,-90.459514,570.3978212,280859505005014,280859505005,28085,50.1,1128,782,346,0,175,25938,349,180,169,349,182100,37.8,34870,23566,10709,373,9817,34292,36498,13045,9659,3386,13045,84900
MS086000001,MS,28,39183,78,2013-11-15,0,2013,32.355078,-90.853066,2591.529177,281499502004017,281499502004,28149,30.3,1464,428,917,0,310,25739,517,157,360,517,48200,37.7,48389,23833,22800,934,12237,47820,41025,18404,11939,6465,18404,103600
MS086000002,MS,28,39183,81,2013-11-22,0,2013,32.364379,-90.8722415,1413.68502655,281499502001006,281499502001,28149,41.4,708,99,566,0,134,23438,311,127,184,311,75800,37.7,48389,23833,22800,934,12237,47820,41025,18404,11939,6465,18404,103600
MS086000003,MS,28,39180,88,2013-11-08,0,2013,32.341392,-90.846923,3719.8298165,281499505002022,281499505002,28149,36.5,576,238,304,19,134,60500,192,128,64,192,117900,37.7,48389,23833,22800,934,12237,47820,41025,18404,11939,6465,18404,103600
MS105000001,MS,28,39120,81,2013-12-03,0,2013,31.561632333333332,-91.38081766666666,1067.94116122,280010004002001,280010004002,28001,38,1045,7,1031,4,218,22857,426,231,195,426,56600,40.3,32308,12411,18332,1238,7127,30796,27381,12087,8220,3867,12087,80900
MS105000002,MS,28,39120,89,2013-12-04,0,2013,31.556431500000002,-91.3926645,1508.8305315,280010006003003,280010006003,28001,48.5,414,324,90,0,75,41389,188,170,18,188,85200,40.3,32308,12411,18332,1238,7127,30796,27381,12087,8220,3867,12087,80900
ND013000100,ND,38,58301,70,2013-10-30,0,2013,48.105342,-98.86654825,5891.65486875,380719578002041,380719578002,38071,27.4,1113,762,28,18,218,35500,386,241,145,386,20600,42.2,11473,9931,78,183,2766,11065,48604,4826,3120,1706,4826,89600
ND019000001,ND,38,58045,62,2013-10-28,0,2013,47.58361725,-97.35343325,29305.800535,380979701002140,380979701002,38097,41.6,750,729,0,0,217,74250,279,236,43,279,135400,42.1,8125,7673,43,219,1964,7984,48767,3306,2445,861,3306,94400
ND058000001,ND,38,58344,85,2013-10-29,0,2013,48.00723733333333,-98.30381733333333,8670.836883333333,380639590004005,380639590004,38063,54.2,1139,1113,5,10,330,50945,549,458,91,549,45800,51.8,3101,2972,39,40,893,2998,49839,1474,1219,255,1474,54000
NE010000001,NE,31,68850,97,2013-11-12,0,2013,40.77605233333333,-99.73392633333333,48697.790453333335,310479685005107,310479685005,31047,28.1,1655,469,19,1146,280,29028,432,166,266,432,78000,36.7,24256,15227,833,7800,6220,23999,46078,8774,5996,2778,8774,88200
NE011000001,NE,31,68367,93,2013-11-13,0,2013,41.026084,-97.403326,15951.50525,311859696001062,311859696001,31185,48.7,1409,1361,0,42,416,53929,582,471,111,582,113700,40.7,13762,12772,105,579,3638,13307,49633,5501,3811,1690,5501,108500
NE071000001,NE,31,68714,100,2014-01-16,0,2014,42.58309,-99.540123,151493.9273,311499746002037,311499746002,31149,53.6,715,693,0,0,208,48611,380,318,62,380,61200,50.6,1436,1377,10,4,439,1404,48854,692,551,141,692,63500
NE125000002,NE,31,69101,95,2013-12-02,0,2013,41.137078333333335,-100.751735,103126.71343333334,311119602004005,311119602004,31111,34.2,1345,1138,55,93,305,27609,570,305,265,570,67600,39.1,36128,32411,271,2721,9503,35729,48158,15067,10338,4729,15067,112800
NE174000010,NE,31,68147,80,2013-12-02,0,2013,41.17713633333334,-95.98209933333334,5091.197977333333,311530105021004,311530105021,31153,54.1,949,821,10,103,264,64489,423,401,22,423,156700,33.2,162728,135667,6300,12331,44077,158369,69965,59606,42083,17523,59606,162400
NH003000003,NH,33,03820,88,2013-12-19,0,2013,43.19754225,-70.88241199999999,96865.57659,330170816003007,330170816003,33017,29.9,2965,2593,21,20,795,88571,960,629,331,960,267600,36.9,123836,114465,1004,2371,30512,122440,58825,46968,30797,16171,46968,220600
NJ008000007,NJ,34,07740,84,2013-11-21,0,2013,40.305762,-73.989427,39193.2215,340258056001001,340258056001,34025,37.3,661,77,134,433,153,28487,269,56,213,269,170800,41.7,629735,482074,42951,62174,162846,625127,84526,233909,175948,57961,233909,389900
NJ049000003,NJ,34,08302,74,2013-12-17,0,2013,39.440398,-75.228764,275.6243414,340110203011000,340110203011,34011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7,157342,78098,29800,43401,35417,146490,50750,50676,34026,16650,50676,168900
NM034000001,NM,35,88045,89,2013-12-02,0,2013,32.195572999999996,-108.752138,75113.08949,350239700001188,350239700001,35023,42.2,2176,1442,0,691,634,35795,844,565,279,844,78500,39.6,4834,2032,35,2724,1276,4723,34080,1837,1219,618,1837,76800
NM063000001,NM,35,88203,95,2013-11-18,0,2013,33.516192333333336,-105.32992366666667,9079.6255186,350279603001040,350279603001,35027,52.4,1314,961,0,342,350,47121,466,407,59,466,173500,49.6,20359,13237,112,6197,5270,20162,43014,8685,6842,1843,8685,156300
NM063000002,NM,35,88353,100,2013-11-22,0,2013,34.782266666666665,-104.7101,100081.67893333333,350199616001226,350199616001,35019,34.3,1295,359,52,791,125,33125,165,149,16,165,213700,41.6,4626,837,79,3557,825,3964,29071,1260,1011,249,1260,88400
OK002002007,OK,40,73108,66,2013-11-13,0,2013,35.446666,-97.5786404,14308.16455,401091056005002,401091056005,40109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2,732118,431326,108111,112705,176868,721176,45215,285320,171023,114297,285320,126500
OK002002013,OK,40,73111,59,2013-11-18,0,2013,35.50021233333333,-97.48605766666667,23642.128128333334,401091004001000,401091004001,40109,35,579,5,517,18,136,23438,233,128,105,233,62400,34.2,732118,431326,108111,112705,176868,721176,45215,285320,171023,114297,285320,126500
OK002002084,OK,40,73111,60,2013-11-25,0,2013,35.49430783333333,-97.48139166666667,23170.804168333332,401091004003023,401091004003,40109,36.2,666,24,563,1,206,22237,306,95,211,306,102300,34.2,732118,431326,108111,112705,176868,721176,45215,285320,171023,114297,285320,126500
OK002022329,OK,40,73109,74,2013-11-20,0,2013,35.4364215,-97.53134525,15625.0671625,401091045002018,401091045002,40109,28.7,1049,168,0,881,236,31905,270,151,119,270,46200,34.2,732118,431326,108111,112705,176868,721176,45215,285320,171023,114297,285320,126500
OK022000001,OK,40,74052,93,2013-10-23,0,2013,36.0942,-96.5765,36268.451515,400370207041020,400370207041,40037,36.2,1013,791,0,69,233,34886,367,263,104,367,54400,40.2,70246,54717,1646,2370,18902,69515,43026,26296,19670,6626,26296,105800
OK024000001,OK,40,74820,91,2013-11-22,0,2013,34.7869182,-96.681313,782.63479784,401230891002019,401230891002,40123,35.1,1290,788,55,64,271,21488,703,213,490,703,69100,35.3,37700,25926,949,1586,9695,37250,41881,14793,9857,4936,14793,99100
OK060000001,OK,40,74058,90,2013-11-08,0,2013,36.340617,-96.798891,35884.61223,401179575001032,401179575001,40117,36.4,657,338,23,55,133,23083,306,175,131,306,61200,41.7,16592,13109,159,388,4443,16440,44375,6341,4854,1487,6341,83500
OK069000001,OK,40,74536,78,2013-10-25,0,2013,34.55948,-95.15424,47665.05546,401270976003105,401270976003,40127,44.8,1467,963,6,44,398,29667,598,505,93,598,67600,44.5,11406,8381,115,316,2993,11256,29897,4900,3629,1271,4900,71000
OK072000001,OK,40,74547,70,2014-01-29,1,2014,34.839453,-95.56607175,6.7287403792500005,401214867004085,401214867004,40121,39.5,1026,632,26,23,254,37813,450,298,152,450,73800,41.1,45220,32069,1535,1948,12186,43147,41339,18477,13258,5219,18477,89400
OK088000001,OK,40,74571,76,2013-10-18,0,2013,34.7314432,-94.9641128,34593.245276,400790407002004,400790407002,40079,46.1,1075,715,26,20,311,39650,411,293,118,411,69600,39.3,50062,36489,1091,3409,12664,48883,36542,18412,13650,4762,18412,80100
PA006000820,PA,42,15108,77,2013-11-06,0,2013,40.5090172,-80.2098402,27582.528414,420034511023013,420034511023,42003,24.6,2518,2157,128,97,368,60917,759,558,201,759,152600,41.1,1226933,985235,158178,20358,304369,1211855,51366,526004,344618,181386,526004,122400
PA020000002,PA,42,16146,95,2013-11-15,0,2013,41.2499025,-80.4859565,902.45532985,420850317001018,420850317001,42085,47.6,708,655,0,39,228,58958,296,290,6,296,103900,43.1,116059,105429,6679,1328,30551,112415,44301,46187,34399,11788,46187,104600
PA035000001,PA,42,17113,88,2013-11-13,0,2013,40.233015,-76.834388,46786.3078675,420430233001015,420430233001,42043,35.5,786,470,67,201,155,34712,306,165,141,306,105900,39.3,269035,186941,45905,19750,67882,265202,54066,108831,70079,38752,108831,158800
PA035000003,PA,42,17113,83,2013-11-12,0,2013,40.226458,-76.82474433333333,46465.45903666667,420430234001027,420430234001,42043,35,816,263,342,106,175,27875,294,160,134,294,65100,39.3,269035,186941,45905,19750,67882,265202,54066,108831,70079,38752,108831,158800
PA035000004,PA,42,17113,91,2013-11-15,0,2013,40.231621,-76.8308472,46607.669671999996,420430229024028,420430229024,42043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3,269035,186941,45905,19750,67882,265202,54066,108831,70079,38752,108831,158800
PA035000005,PA,42,17111,92,2013-11-14,0,2013,40.252424,-76.839531,46113.33901,420430229011039,420430229011,42043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3,269035,186941,45905,19750,67882,265202,54066,108831,70079,38752,108831,158800
PA035000008,PA,42,17057,89,2013-11-15,0,2013,40.192799,-76.738045,42780.66006,420430237001017,420430237001,42043,32.7,1687,1058,377,195,345,24253,763,314,449,763,112500,39.3,269035,186941,45905,19750,67882,265202,54066,108831,70079,38752,108831,158800
PA052000002,PA,42,17046,90,2013-12-04,0,2013,40.35257633333333,-76.43017499999999,11922.767006666667,420750004011036,420750004011,42075,31.7,1553,1052,14,389,312,28214,534,237,297,534,96600,41,134411,115626,2078,13296,36337,132480,54818,52023,37439,14584,52023,164300
RI006000004,RI,44,02920,75,2013-11-27,0,2013,41.7835515,-71.4662905,59387.62211,440070147005006,440070147005,44007,52.3,658,378,46,234,132,26354,338,110,228,338,204300,37.1,627469,410712,48154,121381,146971,617404,49297,237800,129163,108637,237800,224100
SC057000007,SC,45,29405,76,2013-11-25,0,2013,32.863245,-79.97746,38010.13212,450190037002004,450190037002,45019,20.2,1653,75,1444,90,328,16454,561,0,561,561,NA,36,358736,224274,104408,18755,83901,351999,50792,143717,87119,56598,143717,236100
SC057000009,SC,45,29405,86,2013-12-02,0,2013,32.863335500000005,-79.982585,37533.935495,450190037003028,450190037003,45019,34.3,430,78,319,0,81,38625,164,41,123,164,159400,36,358736,224274,104408,18755,83901,351999,50792,143717,87119,56598,143717,236100
TX006000027,TX,48,78240,71,2013-11-04,0,2013,29.522483333333334,-98.568425,77983.99843333333,480291810031007,480291810031,48029,26.7,2321,753,247,1057,508,24648,901,242,659,901,90800,32.9,1753238,524906,121081,1031881,410792,1715308,50112,604698,360802,243896,604698,123700
TX006000031,TX,48,78203,73,2013-11-07,0,2013,29.4166928,-98.4489336,61523.366526,480291305003027,480291305003,48029,28.8,2601,160,761,1674,492,21429,812,445,367,812,64000,32.9,1753238,524906,121081,1031881,410792,1715308,50112,604698,360802,243896,604698,123700
TX006000149,TX,48,78109,77,2013-11-06,0,2013,29.51229575,-98.32859149999999,63681.262665,480291316091001,480291316091,48029,33.7,2289,443,743,931,501,70661,659,538,121,659,141600,32.9,1753238,524906,121081,1031881,410792,1715308,50112,604698,360802,243896,604698,123700
TX023000009,TX,48,77708,68,2013-11-20,0,2013,30.11128725,-94.1550765,5999.495983,482450003141002,482450003141,48245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.9,252157,110878,84003,44342,59438,237756,42568,92634,59354,33280,92634,96200
TX023000011,TX,48,77708,58,2013-11-13,0,2013,30.110215,-94.15893325,5880.796820500001,482450003141009,482450003141,48245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.9,252157,110878,84003,44342,59438,237756,42568,92634,59354,33280,92634,96200
TX037000002,TX,48,77630,78,2013-12-13,0,2013,30.0800945,-93.73760100000001,3827.1141365000003,483610203002070,483610203002,48361,45.5,408,348,40,16,110,34196,161,63,98,161,43800,38.7,82372,68014,6848,5087,22027,81646,49507,31162,23681,7481,31162,91900
TX037000003,TX,48,77630,74,2013-12-27,0,2013,30.10855525,-93.73332725,6383.25640325,483610202004016,483610202004,48361,36.2,1210,94,908,38,292,19063,577,212,365,577,56600,38.7,82372,68014,6848,5087,22027,81646,49507,31162,23681,7481,31162,91900
TX052000001,TX,48,76380,92,2013-11-06,0,2013,33.590376,-99.25766933333333,114904.2457,480239503011045,480239503011,48023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.8,3678,3209,39,328,1013,3608,33445,1798,1313,485,1798,72800
TX053000001,TX,48,79521,87,2013-11-18,0,2013,33.1502075,-99.73808975,59840.4862825,482079503004048,482079503004,48207,39.4,703,410,119,156,228,24421,337,131,206,337,9999,43.7,5885,4108,256,1434,1670,5267,36857,2425,1795,630,2425,45200
TX075000001,TX,48,79252,90,2013-11-05,0,2013,34.299620000000004,-99.74850133333334,55052.07793666667,481979501002071,481979501002,48197,35.3,853,650,31,132,188,51172,306,224,82,306,29700,44.2,4087,2776,359,893,1093,4052,36377,1745,1214,531,1745,46800
TX093000001,TX,48,75446,84,2013-11-25,0,2013,33.583568,-95.9084355,22677.0691025,481479501002070,481479501002,48147,40.4,1178,877,164,106,266,28750,396,265,131,396,70800,40.7,33819,27124,2374,3335,8420,31236,44355,11814,8813,3001,11814,92600
TX099000001,TX,48,76427,70,2013-11-04,0,2013,33.165036,-98.386725,53691.91573,482379505002047,482379505002,48237,35.9,1625,1490,2,125,368,34155,566,428,138,566,61100,40.3,9012,7188,354,1340,2033,7782,49038,2972,2300,672,2972,76700
TX549000001,TX,48,79351,92,2013-11-20,0,2013,33.06324,-101.8168,39645.97524,483059506001189,483059506001,48305,34.3,1363,639,14,705,377,36912,496,363,133,496,54300,38.6,5841,2934,70,2716,1625,5782,44375,2179,1556,623,2179,70200
VT009000005,VT,50,05201,92,2014-01-21,0,2014,42.88841666666667,-73.19436566666667,10298.67271,500039712003005,500039712003,50003,34.6,1101,900,84,30,254,19712,398,55,343,398,126000,45.8,36739,34952,206,589,10059,36234,49303,15477,10861,4616,15477,210600
MA003000358,MA,25,02140,90,2013-09-23,0,2013,42.387841,-71.129083,103108.1726,250173546021003,250173546021,25017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.6,1522533,1161079,66499,104081,371061,1506992,82090,581120,364548,216572,581120,398200
RI015000001,RI,44,02893,72,2013-11-20,0,2013,41.7012742,-71.5253158,57418.222546,440030203005010,440030203005,44003,38.4,1129,1057,26,12,271,35104,509,232,277,509,119700,43,165628,150759,2310,5809,43043,164182,62279,68880,49157,19723,68880,220200
RI015000002,RI,44,02893,57,2013-11-21,0,2013,41.713767,-71.524094,58122.89511,440030203002002,440030203002,44003,40.6,1460,1080,19,202,281,40305,706,264,442,706,205900,43,165628,150759,2310,5809,43043,164182,62279,68880,49157,19723,68880,220200
MA002000251,MA,25,02124,70,2014-02-28,0,2014,42.2845045,-71.0713115,90636.44239499999,250251004001001,250251004001,25025,36.9,1065,98,761,37,225,40294,460,114,346,460,294900,31.9,747928,352091,149442,156323,143588,740590,54169,290631,103236,187395,290631,365200
NJ058000001,NJ,34,08079,66,2013-12-10,0,2013,39.5680758,-75.4638432,56.279083056,340330220001002,340330220001,34033,25.4,1974,267,1402,280,429,15181,688,118,570,688,86400,41.1,65825,50241,9064,4707,17095,64886,59718,25003,17925,7078,25003,190200
MD001000002,MD,24,21403,60,2013-12-03,0,2013,38.965447,-76.4927342,48022.158434,240037064022001,240037064022,24003,42.7,1882,813,881,126,425,36686,920,383,537,920,321500,38.5,544426,390885,82308,34854,138458,524052,87430,199904,148360,51544,199904,340000
MD001000004,MD,24,21403,57,2013-12-17,0,2013,38.955146285714285,-76.50678657142858,46568.14770285714,240037026014003,240037026014,24003,50.5,1143,1009,0,89,350,108983,447,382,65,447,400000,38.5,544426,390885,82308,34854,138458,524052,87430,199904,148360,51544,199904,340000
MD001000005,MD,24,21401,40,2013-12-19,0,2013,38.96417685714285,-76.52214,45547.93244142857,240037025004006,240037025004,24003,37.5,991,813,144,34,221,75938,258,163,95,258,1000001,38.5,544426,390885,82308,34854,138458,524052,87430,199904,148360,51544,199904,340000
MD001000006,MD,24,21401,46,2013-12-17,0,2013,38.98085357142857,-76.502995,47648.78240428571,240037066004036,240037066004,24003,32.5,1234,1067,0,63,300,114886,475,339,136,475,412300,38.5,544426,390885,82308,34854,138458,524052,87430,199904,148360,51544,199904,340000
MD004422426,MD,24,20895,75,2014-01-07,0,2014,39.027114,-77.078603,10989.64665,240317042002006,240317042002,24031,45.1,1138,939,71,62,296,173750,418,269,149,418,748800,38.5,1005087,476726,170308,180397,250726,996324,98704,362608,241626,120982,362608,448700
NJ013000002,NJ,34,07055,71,2014-04-07,0,2014,40.86437566666667,-74.128349,8880.317693666666,340311754011003,340311754011,34031,25.6,1162,102,240,820,168,32411,293,53,240,293,235000,36.4,505403,221995,56112,194313,118219,501690,59513,162097,87790,74307,162097,343100
MO062000001,MO,29,64850,97,2014-04-24,0,2014,36.866697,-94.364672,224.5648196,291450201005004,291450201005,29145,40.1,754,585,73,58,106,22768,325,142,183,325,66000,39.6,58683,51148,570,2775,15853,57992,42939,22197,16419,5778,22197,107000
TX005000002,TX,48,77019,63,2014-03-13,0,2014,29.760844,-95.38091333333334,67914.2022,482014101021011,482014101021,48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.6,4269608,1369752,789802,1766483,996530,4248603,53822,1462002,813637,648365,1462002,133400
AL063000001,AL,01,35121,89,2014-05-08,0,2014,33.94572266666667,-86.46700866666667,25127.805763333334,010090501051025,010090501051,01009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2,57645,50820,847,4880,15682,57163,44409,20934,16416,4518,20934,117700
OH041000002,OH,39,45701,91,2014-05-21,0,2014,39.355231,-82.09983666666666,16710.974926666666,390099730002001,390099730002,39009,22.5,1203,1145,0,19,75,20508,359,118,241,359,97700,27,64840,58479,1455,1126,12141,64197,33773,22208,12549,9659,22208,113900
LA001058701,LA,22,70130,81,2014-04-07,0,2014,29.92838933333333,-90.07395166666667,614.7364985333334,220710141011007,220710141011,22071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.1,368471,113105,217983,19911,77261,363569,36964,150409,70478,79931,150409,184100
CA001000990,CA,06,94133,88,2014-03-25,0,2014,37.805371799999996,-122.4142566,302997.63838,060750101021001,060750101021,06075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.6,829072,343368,45653,126524,159647,824515,78378,348832,127689,221143,348832,765700
NJ092000201,NJ,34,07869,96,2014-04-30,0,2014,40.827555,-74.593104,8345.883189,340270457012002,340270457012,34027,40.6,3477,3096,67,87,947,136985,1073,940,133,1073,555300,41.8,497103,365232,15095,60488,128869,493122,99142,179776,135820,43956,179776,426700
NC092000001,NC,37,28320,95,2014-04-17,0,2014,34.510898499999996,-78.714823,47742.85845,370179506014020,370179506014,37017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,34915,18963,12124,2582,9430,34433,29532,14407,9824,4583,14407,86100
KS009000001,KS,20,66012,82,2014-05-27,0,2014,39.061101,-94.889194,17103.05862,202090449004002,202090449004,20209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,159466,68412,39007,42801,37576,158279,39326,58057,34483,23574,58057,91400
OH059000001,OH,39,43113,73,2014-04-28,0,2014,39.60515,-82.932789,96.66963248,391290203103011,391290203103,39129,42.3,1710,1534,43,107,484,38802,849,511,338,849,157600,38.8,56279,52575,1790,684,14115,52122,55678,19435,14272,5163,19435,147500
