GEOID,age_c,total_pop_c,total_white_c,total_black_c,total_hispanic_c,poverty_c,income_c,public_assistance_c,owner_c,renter_c,vehicles_c,prop_value_c,year
13017,38,17612,10102,6238,1034,4163,29162,6383,3944,2439,6383,75100,2012
13019,37.9,19131,15800,2126,894,5020,31506,7175,5121,2054,7175,77000,2012
13021,35.5,155560,65642,79626,4469,36777,37920,57108,31708,25400,57108,123300,2012
13023,38.7,13009,8924,3658,60,2814,37853,4125,3007,1118,4125,84500,2012
13025,37.9,18279,17035,743,361,4969,37374,6551,5505,1046,6551,65600,2012
13027,40.6,16066,9359,5669,836,4316,35284,6445,4365,2080,6445,100600,2012
13029,36.1,30616,23589,4193,1462,8471,63818,10952,7914,3038,10952,189100,2012
13031,25.8,70360,45910,19262,2448,14756,34403,25194,13222,11972,25194,137700,2012
13033,35.5,23242,10831,11493,621,5161,31597,7743,5552,2191,7743,78100,2012
13035,38.2,23671,16107,6749,620,5683,50722,7796,5932,1864,7796,132300,2012
13037,38.8,6581,2193,3924,348,1067,30042,1797,1320,477,1797,57900,2012
13039,31.6,50435,35958,9642,2622,13478,54155,18152,11979,6173,18152,162200,2012
13043,37.6,11007,6908,2665,1230,2677,35833,3784,2487,1297,3784,79400,2012
13045,33.6,110750,80843,20020,6832,28268,46704,39404,26750,12654,39404,126000,2012
13047,38.7,64226,59264,1534,1515,17305,46143,23808,18035,5773,23808,130300,2012
13049,38,12954,8281,3121,1484,2577,39511,3755,2930,825,3755,76500,2012
13051,34,266344,134167,106489,14426,62323,45653,101727,59052,42675,101727,175900,2012
13053,23.8,11917,7306,2324,1556,2051,48684,2559,763,1796,2559,84400,2012
13055,39.5,25905,21477,2875,1073,6597,32825,9344,6589,2755,9344,74800,2012
13057,36.4,215014,174655,11712,20670,58211,67928,75937,60644,15293,75937,194400,2012
13059,25.9,117762,67434,30677,12213,20795,33846,40919,18511,22408,40919,161100,2012
13061,42.7,3174,1101,1999,6,735,22582,1285,873,412,1285,74600,2012
13063,31.7,262066,38282,168882,34960,56269,42569,85972,49139,36833,85972,111200,2012
13065,37.1,6800,4557,1910,227,1729,33967,2592,1774,818,2592,70700,2012
13067,35.4,691820,389770,169946,84703,176572,65180,259715,175469,84246,259715,203000,2012
13069,34.8,42566,25576,11621,4379,10516,35583,14764,10085,4679,14764,79000,2012
13071,34.9,45531,26591,10379,7769,11423,33186,15766,10316,5450,15766,84500,2012
13073,36.9,124665,91724,18819,6293,34261,67295,43785,34555,9230,43785,171400,2012
13075,36.5,17073,11052,4762,1014,4637,35983,6430,4543,1887,6430,91200,2012
13077,36.7,127212,92386,22246,8443,34044,60675,46316,34117,12199,46316,175000,2012
13079,40.8,12701,9266,2985,91,3569,39403,4692,3790,902,4692,89700,2012
13081,37.7,23460,12123,10224,750,6059,32320,8874,5287,3587,8874,98500,2012
13083,39.2,16598,15731,211,302,4873,41677,6463,5067,1396,6463,118700,2012
13085,40.5,22246,20718,42,869,6352,53289,8310,6346,1964,8310,191200,2012
13087,37,27815,14437,11539,1428,6905,30061,10498,6522,3976,10498,105900,2012
13089,34.3,694671,205863,373339,66469,156413,51252,264276,152514,111762,264276,178000,2012
13091,39.5,21509,14083,6452,733,5465,36042,8198,5727,2471,8198,67900,2012
13093,40.7,14528,6289,7279,879,3256,30789,4994,3431,1563,4994,66600,2012
13095,33.4,94591,27323,63207,2187,22860,31789,35918,17399,18519,35918,101900,2012
13097,35,132124,65022,51089,10990,34323,54526,45905,32464,13441,45905,146900,2012
13099,39,10928,5182,5545,73,2780,29772,4099,2708,1391,4099,81600,2012
13101,32.4,4024,2814,85,1100,1058,27933,1333,931,402,1333,92000,2012
13103,35.4,52203,42247,7086,1515,13980,62953,17979,13556,4423,17979,156900,2012
13105,41.2,20103,12893,6040,999,5522,35053,7726,5409,2317,7726,85100,2012
13107,36.9,22600,13683,7600,981,5700,31675,8106,5304,2802,8106,72700,2012
13109,35.9,10935,6224,3158,1363,2662,36602,4122,2607,1515,4122,89600,2012
13111,48.4,23554,22596,65,435,7100,35446,10040,8026,2014,10040,163900,2012
13113,42.3,106525,72369,20754,6668,30028,81242,37780,31692,6088,37780,239500,2012
13115,37.7,96204,70593,13727,8999,23897,41442,34950,22850,12100,34950,115000,2012
13117,37,177103,141915,4593,16583,45506,87585,56694,48849,7845,56694,265900,2012
13119,40,22070,18871,1922,850,5960,32179,8731,6196,2535,8731,129700,2012
13121,34.2,929535,381418,406752,72356,204595,57664,366140,200083,166057,366140,246200,2012
13123,42.9,28232,24947,106,2763,7874,37257,11270,8177,3093,11270,148500,2012
13125,39.4,3082,2746,243,14,863,32346,1182,822,360,1182,70200,2012
13127,40,79628,51676,20277,5032,21342,49986,31137,19865,11272,31137,171300,2012
13129,36,55192,43995,2170,7789,13431,40661,19194,13005,6189,19194,118500,2012
13131,38.2,25068,14879,7253,2554,6701,32206,9568,5996,3572,9568,104900,2012
13133,46.4,15988,8810,6018,906,4714,40728,6509,4926,1583,6509,136700,2012
13135,33.8,810624,357549,184809,162252,201225,61944,264592,183930,80662,264592,180700,2012
13137,38.6,43038,34544,1726,5356,10926,41894,14890,11345,3545,14890,143200,2012
13139,34.5,180831,114963,12971,47315,45843,52174,60994,41850,19144,60994,169400,2012
13141,42.1,9422,2225,7038,112,1600,22716,2860,2146,714,2860,71400,2012
13143,39.2,28627,26156,1380,339,7736,39227,10711,7661,3050,10711,109400,2012
13145,42.3,31870,24612,5529,886,8968,68816,11308,9777,1531,11308,214200,2012
13147,42.8,25277,19233,4994,799,6695,35647,9949,7639,2310,9949,115000,2012
13149,39.4,11756,10069,1372,106,2944,39947,4342,3267,1075,4342,88900,2012
13151,35.5,203185,107064,72900,11797,52584,62377,68726,52228,16498,68726,158900,2012
13153,34.4,140699,85051,39909,8553,36111,56265,51728,34977,16751,51728,135800,2012
13155,37.2,9646,6716,2794,99,2375,38770,3185,2364,821,3185,77600,2012
13157,36.8,60268,50330,4272,3761,16541,53393,21250,16315,4935,21250,162900,2012
13159,37.7,13786,9965,2930,525,3749,43768,5101,3928,1173,5101,123000,2012
13161,35.7,14972,11009,2279,1539,4163,35203,5709,3975,1734,5709,78700,2012
13163,38.1,16817,6970,9638,101,4207,27612,6180,4173,2007,6180,69700,2012
13165,38.6,8477,4636,3028,602,2171,27039,3154,2319,835,3154,66400,2012
13167,40.2,9981,6183,3519,51,2326,34521,3340,2555,785,3340,67000,2012
13169,39.1,28638,20699,7187,333,8019,53085,10531,8396,2135,10531,137000,2012
13171,38.2,18151,11818,5655,360,4477,39224,6458,4491,1967,6458,119800,2012
13173,32.7,10066,6861,2392,468,2713,41867,3627,2329,1298,3627,127700,2012
13175,38,48264,28885,17292,1101,12250,35912,17533,11656,5877,17533,88100,2012
13177,35.9,28449,21463,5382,589,7270,58400,9625,7237,2388,9625,150700,2012
13179,27.6,64663,27845,26334,6612,17228,44295,22991,11795,11196,22991,126800,2012
13181,45.2,7962,5174,2595,18,2326,34347,3412,2761,651,3412,103700,2012
13183,30.2,14488,8587,3656,1722,3503,40044,4855,2973,1882,4855,102700,2012
13185,29.8,109730,61240,39166,5311,25153,38348,39369,22024,17345,39369,134000,2012
13187,36.1,30040,27546,426,1367,7197,44595,10782,7560,3222,10782,169100,2012
13189,38.5,21762,12216,8808,486,6054,38855,8217,5458,2759,8217,105000,2012
13191,43.5,14119,8551,4978,189,3460,39506,5086,4132,954,5086,116500,2012
13193,38.9,14552,4747,8839,535,3342,30906,4775,3162,1613,4775,72400,2012
13195,38.8,27988,24015,2232,1119,6993,41404,9391,7088,2303,9391,127600,2012
13197,41.2,8615,5004,2854,567,1874,33875,3025,2164,861,3025,75300,2012
13199,41.6,21966,12536,8815,357,5649,37660,8081,5806,2275,8081,93900,2012
13201,41.2,6094,4183,1822,33,1691,32432,2494,1776,718,2494,83600,2012
13205,37.2,23510,10895,11305,1023,5558,32838,8150,5265,2885,8150,79300,2012
13207,40.7,26376,18946,6292,560,6943,47323,9577,7474,2103,9577,150700,2012
13209,36.8,9054,6084,2416,501,2261,33569,3271,2305,966,3271,76100,2012
13211,41.3,17919,12791,4440,486,4994,44908,6538,4890,1648,6538,175700,2012
13213,36.5,39635,33494,259,5269,10740,36928,14302,10063,4239,14302,98400,2012
13215,33.4,191278,83577,85175,12423,46524,41443,72182,39225,32957,72182,132900,2012
13217,34.6,100047,52297,39473,4598,25204,51336,33646,24871,8775,33646,137100,2012
13219,39.1,32814,28271,1600,1440,9077,77571,11239,8971,2268,11239,241400,2012
13221,41.4,14745,11320,2443,547,3677,42428,4981,4027,954,4981,131300,2012
13223,34,141846,106510,24061,7246,38476,63190,47858,39227,8631,47858,142700,2012
13225,33.9,27531,12321,12611,1879,6740,41488,9394,6273,3121,9394,120000,2012
13227,41.7,29445,27794,368,832,8464,50829,11314,8820,2494,11314,168400,2012
13229,38.6,18631,15768,1687,872,5137,39326,7068,5321,1747,7068,82400,2012
13231,38.3,17765,15356,1899,199,5008,56658,6129,5147,982,6129,156400,2012
13233,36.9,41350,30307,5267,4941,10546,38861,14633,10312,4321,14633,104400,2012
13235,43.3,11801,7438,3700,587,2948,34659,4297,2907,1390,4297,81300,2012
13237,44.8,21184,13965,5697,1319,6602,40115,8715,6687,2028,8715,161000,2012
13239,40.4,2542,1176,1344,0,736,32750,979,701,278,979,66800,2012
13241,45.4,16297,14502,181,1275,4231,32995,6858,5031,1827,6858,174600,2012
13243,39.2,7596,2820,4424,36,1834,32688,2833,2075,758,2833,66200,2012
13245,33.1,200337,75900,107168,8322,45884,38952,73274,41128,32146,73274,102500,2012
13247,37.2,85008,35114,38459,8121,21410,54704,29140,20613,8527,29140,156200,2012
13249,37.7,4963,3084,1420,311,1171,40612,1752,1182,570,1752,96700,2012
13251,39.7,14574,7875,6416,100,3237,34634,4861,3617,1244,4861,77200,2012
13253,43.7,8815,5549,2944,228,2344,28909,3258,2536,722,3258,71500,2012
13255,37.1,63979,38923,21018,2480,16211,40655,23073,14420,8653,23073,119200,2012
13257,40.5,26003,21809,3013,645,6439,37535,9346,6966,2380,9346,104600,2012
13259,41.6,5991,1664,3722,576,1189,28222,1941,1250,691,1941,45900,2012
13261,34.2,32425,13209,16640,1709,7448,33528,11550,6868,4682,11550,88500,2012
13263,45.3,6772,2602,4069,24,1840,26750,2680,2075,605,2680,74500,2012
13265,43.4,1674,692,930,29,411,24390,670,481,189,670,72600,2012
13267,36.2,25023,14896,7127,2554,5512,36520,8028,5699,2329,8028,84200,2012
13269,40.3,8700,5027,3474,165,2532,28402,3527,2360,1167,3527,64200,2012
13271,39.2,16312,8318,5846,2049,3894,24469,5787,3618,2169,5787,62200,2012
13273,40.4,9365,3366,5698,165,2359,32855,3371,2092,1279,3371,76900,2012
13275,39.1,44715,26016,16582,1327,11133,31471,17462,9686,7776,17462,122900,2012
13277,34.4,40430,23296,11978,4117,9377,37033,13759,8770,4989,13759,115300,2012
13279,35.7,27270,16707,6762,3076,7113,31757,10359,6311,4048,10359,89900,2012
13281,51.3,10491,10094,128,208,2938,35843,4483,3813,670,4483,166500,2012
13283,37.8,6851,4574,1958,36,1495,35960,2349,1591,758,2349,61600,2012
13285,36.1,67146,40432,22555,2195,17457,40246,24554,15175,9379,24554,124500,2012
13287,39.5,8834,4819,3632,310,1990,27056,3081,1939,1142,3081,81500,2012
13289,43.9,8984,4969,3823,76,2099,30533,3044,2436,608,3044,67600,2012
13291,51,21344,20262,205,525,6647,42125,9336,7195,2141,9336,188500,2012
13293,41,27061,18470,7559,606,7089,34905,10213,6827,3386,10213,89900,2012
13295,39.6,68463,62963,2886,1125,18544,38504,26251,19177,7074,26251,107400,2012
13297,37.4,83771,65582,12733,2826,23121,52062,29712,22419,7293,29712,160000,2012
13299,37.5,36099,23488,10715,1218,8693,34700,13248,8930,4318,13248,84300,2012
13301,43.2,5788,2141,3509,2,1463,32155,2282,1567,715,2282,65800,2012
13303,39.2,21092,9304,11170,407,4917,31441,7107,5203,1904,7107,80700,2012
13305,37.6,30157,21747,6214,1747,7296,36496,10120,7192,2928,10120,82600,2012
13307,45.6,2773,1547,1073,39,747,29926,1223,1052,171,1223,50500,2012
13309,36.6,7572,4400,3079,68,1339,27601,2028,1395,633,2028,57600,2012
13311,43.2,27141,25425,616,660,8722,40720,12154,9040,3114,12154,173400,2012
13313,34,102152,63308,3659,32577,25479,41832,34473,22919,11554,34473,123300,2012
13315,39.7,9142,5470,3316,188,1794,31509,2657,2126,531,2657,71800,2012
13317,44.2,10398,5418,4382,360,2425,28224,4090,2860,1230,4090,102300,2012
13319,40.5,9577,5528,3746,213,2338,40331,3326,2674,652,3326,72000,2012
13321,39.4,21746,14913,6114,378,5676,39205,8039,5937,2102,8039,80600,2012
15001,40.6,185399,57553,1032,21529,42762,52098,64556,42042,22514,64556,326900,2012
15003,37.7,955215,182951,18948,79173,216181,72292,308490,173960,134530,308490,557800,2012
15005,58.4,66,38,0,1,7,66250,48,0,48,48,NA,2012
15007,41.5,67113,20507,319,6415,15438,64752,22092,13901,8191,22092,513600,2012
15009,39.5,154937,49318,527,15764,35912,64058,52267,30365,21902,52267,563500,2012
16001,34.9,394961,340935,3965,28186,101648,55499,149884,102040,47844,149884,193300,2012
16003,50.3,3976,3765,0,43,1243,35756,1732,1393,339,1732,142900,2012
16005,31.5,82584,71284,547,5658,20202,45860,30206,21203,9003,30206,143200,2012
16007,39.6,5977,5653,22,218,1839,40242,2474,2002,472,2474,131600,2012
16009,44.6,9247,7848,139,243,2603,38536,3762,2847,915,3762,124000,2012
16011,32,45312,34061,113,7772,11228,46817,14638,11201,3437,14638,135900,2012
16013,40.6,21323,16666,8,4241,5813,60160,9210,6272,2938,9210,404900,2012
16015,48.8,7014,6536,31,250,1906,45403,2978,2366,612,2978,195800,2012
16017,45.7,40806,38560,90,932,11801,41379,17886,12961,4925,17886,227900,2012
16019,31.8,104177,88847,475,11864,26691,51254,35919,26529,9390,35919,157500,2012
16021,42.6,10857,9972,0,425,2904,36300,4093,3096,997,4093,174200,2012
16023,45.9,2828,2639,3,108,775,40150,1101,894,207,1101,112300,2012
16025,38,1276,1071,6,145,349,40515,449,296,153,449,165400,2012
16027,31.6,189396,137163,544,45038,46956,42691,63012,44490,18522,63012,134400,2012
16029,38.1,6872,6387,7,332,1959,52134,2634,2145,489,2634,114100,2012
16031,32.1,22813,16588,102,5703,5505,43039,7652,5311,2341,7652,124700,2012
16033,37.3,780,387,0,393,245,35833,296,197,99,296,84200,2012
16035,49.5,8679,7988,25,269,2465,41914,3621,2906,715,3621,141000,2012
16037,47.9,4338,4150,0,112,1124,41698,1878,1528,350,1878,154500,2012
16039,30.3,26655,19921,626,4090,6936,43886,9554,6226,3328,9554,142000,2012
16041,32,12739,11692,23,839,3242,47598,4098,3348,750,4098,163000,2012
16043,33.8,13123,11200,5,1654,3477,43053,4583,3853,730,4583,142500,2012
16045,42.2,16768,14888,2,1333,4497,41976,6456,4811,1645,6456,155500,2012
16047,35,15327,10730,2,4244,3951,37910,5536,3920,1616,5536,127400,2012
16049,48.3,16215,14980,19,434,4545,37067,6647,5167,1480,6647,148400,2012
16051,30.2,25940,22732,32,2650,6725,52980,8091,6691,1400,8091,159500,2012
16053,31.4,22140,14794,31,6861,5523,40309,7552,4857,2695,7552,136500,2012
16055,39.1,139083,127952,277,5331,38483,49151,55351,38866,16485,55351,201400,2012
16057,28.1,37365,33877,247,1321,8608,39466,15013,8282,6731,15013,189800,2012
16059,50,7892,7473,35,189,2275,36372,3716,2810,906,3716,182800,2012
16061,47.7,3818,3398,0,133,1059,37340,1670,1249,421,1670,118200,2012
16063,33.1,5167,3593,30,1443,1243,43926,1659,1231,428,1659,126500,2012
16065,22.7,37311,33806,209,2216,7920,33776,10089,5072,5017,10089,171600,2012
16067,35.4,19909,13037,12,6415,5139,43301,6807,5016,1791,6807,107600,2012
16069,41,39226,34756,112,1133,10210,45587,16110,10803,5307,16110,168500,2012
16071,39.7,4236,4023,0,78,1169,44298,1574,1306,268,1574,121000,2012
16073,35.8,11479,7878,0,2931,2822,33626,3881,2496,1385,3881,129600,2012
16075,38,22614,18361,15,3372,5844,42747,8204,6230,1974,8204,134000,2012
16077,34,7717,5275,0,2288,2084,41950,2553,1882,671,2553,147800,2012
16079,46.5,12797,11944,17,395,3639,38273,5791,3973,1818,5791,138800,2012
16081,33.9,10007,8176,0,1646,2587,56532,3677,2569,1108,3677,226600,2012
16083,34.6,77122,63886,350,10509,19546,42639,27980,18714,9266,27980,150300,2012
16085,46.7,9793,9164,0,381,2529,51953,3637,2852,785,3637,244200,2012
16087,44,10144,8130,0,1694,2782,36311,3994,2962,1032,3994,134400,2012
17001,40.4,67098,62414,2411,822,17483,45691,26700,19837,6863,26700,102500,2012
17003,41,8147,4918,2833,157,2028,27248,3084,2031,1053,3084,58000,2012
17005,40.4,17762,15766,514,544,4256,47705,6312,4894,1418,6312,101900,2012
17007,36.6,54141,40754,1141,10922,14138,63670,17864,15021,2843,17864,164700,2012
17009,37.2,6913,5166,994,420,1385,43915,2105,1533,572,2105,85400,2012
17011,42.6,34798,31294,221,2703,9502,48102,14289,10773,3516,14289,103700,2012
17013,44.6,5065,4977,3,13,1418,47399,2071,1647,424,2071,115600,2012
17015,46.5,15338,14533,59,447,4553,48456,6739,5131,1608,6739,99600,2012
17017,37.9,13570,10797,423,2260,3513,43180,5070,3587,1483,5070,76400,2012
17019,28.9,200931,142369,24924,10566,43084,45088,79267,43122,36145,79267,149000,2012
17021,41.6,34805,33278,501,491,9206,44211,14196,10501,3695,14196,82000,2012
17023,42.8,16353,15926,64,181,4622,47176,6593,5001,1592,6593,86300,2012
17025,42.5,13828,13404,86,61,3697,39966,5591,4347,1244,5591,75500,2012
17027,39.4,37793,34797,1286,1049,9803,60661,14058,11575,2483,14058,128700,2012
17029,32.3,53683,49208,1963,1163,11669,38088,21156,13192,7964,21156,91100,2012
17031,35.3,5197677,2277287,1267825,1245329,1189321,54648,1933670,1140135,793535,1933670,244900,2012
17033,42,19777,18175,569,371,5173,44617,7741,6274,1467,7741,74700,2012
17035,40.6,11044,10808,56,62,2922,44430,4136,3421,715,4136,82400,2012
17037,29.4,104820,83423,6395,10655,23183,53575,37959,23395,14564,37959,179300,2012
17039,42,16562,15878,217,344,4524,49626,6770,5246,1524,6770,105100,2012
17041,38.3,19908,18328,82,1240,5380,50589,7613,5972,1641,7613,98800,2012
17043,38.2,918608,645537,40620,122069,238685,78538,335532,251585,83947,335532,298500,2012
17045,43,18513,18057,64,196,5225,42730,7879,5918,1961,7879,72500,2012
17047,43.1,6691,6523,63,0,1743,39238,2742,2186,556,2742,62100,2012
17049,39.5,34258,33115,87,587,9090,51009,13643,10762,2881,13643,112800,2012
17051,39.7,22082,20522,397,313,5643,43724,8191,6637,1554,8191,79600,2012
17053,42.5,14045,13453,75,319,3595,50203,5632,4408,1224,5632,91500,2012
17055,41.8,39518,38260,69,496,10424,37158,16082,12434,3648,16082,63900,2012
17057,42.3,36989,34272,1260,885,9710,43363,14665,10917,3748,14665,81800,2012
17059,45,5592,5422,23,21,1561,38934,2364,1870,494,2364,59700,2012
17061,41.3,13828,13139,177,119,3833,42556,5816,4438,1378,5816,73300,2012
17063,36.4,49870,44302,535,4112,12853,63840,17987,13691,4296,17987,186500,2012
17065,43.3,8430,8269,21,106,2364,37904,3501,2790,711,3501,75100,2012
17067,44.7,19063,18566,60,198,5352,42494,8053,6308,1745,8053,80100,2012
17069,45.9,4315,4117,32,22,1253,35632,1903,1512,391,1903,72400,2012
17071,47.6,7275,6993,21,80,2241,49612,3219,2594,625,3219,84400,2012
17073,41.9,50378,46030,785,2444,13859,52284,20510,16111,4399,20510,108800,2012
17075,43.2,29689,27339,320,1645,8251,47908,11935,9041,2894,11935,99400,2012
17077,29.1,59992,45440,8486,2398,12071,32819,23496,12588,10908,23496,96900,2012
17079,42.7,9707,9508,6,88,2763,48703,3955,3309,646,3955,82800,2012
17081,40.5,38908,33900,3094,827,9928,42272,15178,11103,4075,15178,86000,2012
17083,41.3,22939,22230,153,227,6403,53692,8736,6906,1830,8736,118900,2012
17085,47.2,22663,21636,114,628,6630,52164,9731,7679,2052,9731,141200,2012
17087,42,12653,11057,1187,264,2956,42027,4279,3546,733,4279,92500,2012
17089,34.7,514891,304876,27215,157032,128159,68674,170069,129009,41060,170069,233800,2012
17091,36.7,113170,83125,16730,10056,27840,49994,41068,28406,12662,41068,149200,2012
17093,33,114226,84645,5977,18090,29924,83835,37817,32214,5603,37817,229400,2012
17095,41.8,52698,44811,4119,2580,13004,40419,21736,14565,7171,21736,80400,2012
17097,36.7,701282,457261,45982,139349,179208,79085,240744,184999,55745,240744,267700,2012
17099,41.1,113688,100253,1879,9145,30296,52356,44709,34195,10514,44709,126900,2012
17101,40.8,16778,12063,3635,835,4143,39324,6047,4441,1606,6047,65200,2012
17103,41.6,35778,31605,1583,1796,9109,50342,13686,10195,3491,13686,113000,2012
17105,40.2,38903,34380,2332,1555,9532,54339,14374,10681,3693,14374,108300,2012
17107,39.4,30278,25078,3552,898,7018,46647,10940,7683,3257,10940,97000,2012
17109,29.4,32568,28905,1606,858,7040,35812,12798,7809,4989,12798,86500,2012
17111,38,308163,257757,3352,35265,82182,77325,108950,90267,18683,108950,233400,2012
17113,32.2,169689,138890,11960,7441,39137,61049,63709,42843,20866,63709,156600,2012
17115,40.4,110558,86694,17540,2070,27899,46165,45074,31336,13738,45074,92500,2012
17117,41.9,47712,46238,291,427,13323,48788,19379,14933,4446,19379,93600,2012
17119,38.4,268586,232714,20946,7361,71126,52756,106933,78791,28142,106933,124900,2012
17121,41.4,39319,36317,1275,567,10596,41723,15958,11905,4053,15958,71800,2012
17123,44.9,12567,12034,52,322,3293,52565,5092,4161,931,5092,103500,2012
17125,44.3,14636,14257,135,120,4174,42394,6400,5100,1300,6400,81600,2012
17127,42.3,15370,13803,817,169,4065,42190,6157,4825,1332,6157,82700,2012
17129,43,12728,12328,93,124,3478,59428,5062,4090,972,5062,116800,2012
17131,43.7,16421,15891,87,303,4954,52700,6768,5435,1333,6768,95100,2012
17133,40.5,33003,32041,73,456,9355,71033,12457,10215,2242,12457,198300,2012
17135,41.8,29977,26983,2208,455,7765,42261,11547,8623,2924,11547,81100,2012
17137,40.9,35544,31962,2207,722,9219,46763,13919,9874,4045,13919,91600,2012
17139,41,14844,14510,58,139,4015,50005,5615,4498,1117,5615,94100,2012
17141,40.9,53378,47339,457,4732,14120,55590,20728,15496,5232,20728,151400,2012
17143,36.7,186399,135536,32903,7150,46812,50925,75847,50745,25102,75847,124000,2012
17145,39.7,22287,19346,1926,610,5221,42013,8136,6395,1741,8136,77200,2012
17147,42.8,16679,16223,73,169,4602,62125,6428,5366,1062,6428,120800,2012
17149,42,16436,15803,225,175,4387,40445,6610,5144,1466,6610,76500,2012
17151,47.9,4399,4017,199,106,1231,39854,1793,1436,357,1793,93000,2012
17153,43.5,6107,3882,2037,99,1519,31795,2414,1905,509,2414,52700,2012
17155,44.6,5968,5603,40,262,1692,54467,2453,1933,520,2453,128600,2012
17157,41.2,33353,28833,3228,862,8100,48383,11820,9000,2820,11820,89300,2012
17159,43.6,16181,15588,59,131,4405,43240,6658,5150,1508,6658,79400,2012
17161,40.1,147504,111511,12932,17087,37488,48205,60670,43026,17644,60670,114000,2012
17163,37.1,268873,169352,80973,8842,68854,50490,102936,68824,34112,102936,125700,2012
17165,41.8,24975,23047,954,351,6705,37139,10347,7577,2770,10347,71700,2012
17167,39.3,197474,162849,23438,3551,51738,55355,82402,58753,23649,82402,124100,2012
17169,43.2,7499,7112,72,105,2149,46934,3086,2502,584,3086,75500,2012
17171,43.1,5322,5212,0,27,1464,49746,2118,1550,568,2118,80800,2012
17173,44,22316,21852,72,191,6219,46546,8995,7319,1676,8995,87000,2012
17175,44,5983,5815,20,60,1657,51392,2438,1959,479,2438,86600,2012
17177,43.7,47532,40536,4111,1368,12788,44572,19633,14143,5490,19633,103400,2012
17179,39.9,135201,128394,1152,2560,37387,55580,54308,41920,12388,54308,130600,2012
17181,43.3,17799,16436,344,862,4704,41869,6858,5056,1802,6858,89700,2012
17183,39.6,81463,65363,10549,3471,20113,40961,31863,22566,9297,31863,77200,2012
17185,42.8,11935,11490,7,154,3352,45011,4759,3752,1007,4759,80000,2012
17187,40,17723,15591,338,1454,4422,41138,6882,4925,1957,6882,83000,2012
17189,42.4,14692,14214,125,201,4246,54407,6024,4862,1162,6024,104800,2012
17191,42.6,16727,16293,69,182,4890,41446,7126,5533,1593,7126,72500,2012
17193,44.5,14686,14294,96,162,4222,43151,6257,4946,1311,6257,67700,2012
17195,42,58400,50184,717,6468,15848,46193,23390,17710,5680,23390,99400,2012
17197,35.5,677669,455445,72989,105899,171998,76352,222092,185671,36421,222092,228900,2012
17199,40.4,66335,60710,2602,1314,17644,41596,26813,19131,7682,26813,90300,2012
17201,38.4,294433,213664,35652,32254,74378,47573,113119,76421,36698,113119,127500,2012
17203,40.1,38736,37337,226,546,10845,68552,14251,11744,2507,14251,156600,2012
18001,34.3,34343,32447,123,1413,8793,45339,12317,9872,2445,12317,113500,2012
18003,35.4,355940,271962,41703,23172,90363,50030,137197,96361,40836,137197,113400,2012
18005,38.1,77297,67084,1410,4737,20925,54481,30075,21728,8347,30075,137000,2012
18007,39.8,8816,8260,40,425,2294,47828,3462,2598,864,3462,85300,2012
18009,42,12742,12356,48,131,3661,39619,5293,3974,1319,5293,73000,2012
18011,38.5,56823,53171,610,1305,16016,68774,21631,16779,4852,21631,182300,2012
18013,47.3,15181,14683,24,186,4255,48652,6094,5037,1057,6094,158300,2012
18015,41.3,20105,19100,88,740,5551,49935,8060,6304,1756,8060,106100,2012
18017,38.6,38875,32345,549,4888,10091,41135,14721,11305,3416,14721,80900,2012
18019,38.1,110100,93974,7530,5195,28338,50559,42848,30654,12194,42848,127400,2012
18021,40.7,26908,26159,56,303,7419,46817,10128,7935,2193,10128,87800,2012
18023,37.8,33179,28293,186,4426,8203,48321,11689,8411,3278,11689,97000,2012
18025,41.3,10702,10357,52,130,2954,40027,4259,3521,738,4259,86500,2012
18027,35.7,31604,29651,187,1314,7896,45927,11088,8531,2557,11088,102700,2012
18029,40.2,49904,48306,338,505,13002,58098,18455,14238,4217,18455,161700,2012
18031,38.8,25772,24830,88,421,7019,48298,9881,6975,2906,9881,117500,2012
18033,37.9,42218,40390,61,1046,11451,46065,16350,12925,3425,16350,109200,2012
18035,34.6,117459,103379,5475,2145,27856,38215,46068,29855,16213,46068,90800,2012
18037,40.6,41995,38855,181,2532,11325,54168,15945,12369,3576,15945,132200,2012
18039,34.8,198214,152855,11140,28064,50519,46712,70161,50597,19564,70161,125900,2012
18041,40.7,24220,23314,293,230,6527,36602,9623,6917,2706,9623,81500,2012
18043,39.2,74601,66624,3334,1992,20054,53208,29188,21096,8092,29188,150600,2012
18045,42,17212,16570,54,375,4662,45919,6881,5408,1473,6881,89900,2012
18047,39.9,23108,22620,17,207,6415,50271,8553,6829,1724,8553,151900,2012
18049,40.3,20762,19328,205,903,6066,40910,8437,6197,2240,8437,93200,2012
18051,40.2,33437,31673,722,451,8924,48524,13048,10125,2923,13048,103100,2012
18053,39.8,69886,60522,4647,2526,17792,39751,26968,18775,8193,26968,81300,2012
18055,41.5,33032,32193,135,332,9093,43850,12912,9995,2917,12912,88100,2012
18057,35.7,276098,238359,9152,9539,75978,84821,101203,80584,20619,101203,214400,2012
18059,39,69778,65619,1443,1210,19632,62702,25943,21156,4787,25943,157700,2012
18061,40.7,39102,37746,196,592,10205,52184,14368,11948,2420,14368,125400,2012
18063,36.8,145880,128737,7030,4399,39599,68283,52122,43109,9013,52122,161500,2012
18065,41.8,49381,46794,710,707,12834,40197,18741,14085,4656,18741,93600,2012
