GEOID,age_c,total_pop_c,total_white_c,total_black_c,total_hispanic_c,poverty_c,income_c,public_assistance_c,owner_c,renter_c,vehicles_c,prop_value_c,year
26061,33,36070,33211,265,589,7398,43183,13386,8954,4432,13386,108700,2019
26063,49.2,31349,29842,150,754,8672,48289,13847,11199,2648,13847,103900,2019
26065,32,290587,202303,32279,22675,60830,52872,112840,65979,46861,112840,135600,2019
26067,38.7,64300,56769,2919,3067,15986,57043,22964,17592,5372,22964,131800,2019
26069,52.9,25197,23634,184,570,7074,43678,11669,9329,2340,11669,92600,2019
26071,54.3,11152,10526,61,234,2988,41599,5225,4220,1005,5225,77700,2019
26073,28.1,70688,60355,1868,2799,14014,45116,24739,15372,9367,24739,134900,2019
26075,41.2,158636,134275,12204,5605,40251,53658,61805,45409,16396,61805,131600,2019
26077,34.4,262745,203326,27827,12975,61274,56511,103445,66214,37231,103445,159300,2019
26079,44.4,17585,16553,146,354,4837,46898,7145,5901,1244,7145,115900,2019
26081,35.3,648121,477967,59796,68519,160156,63053,241746,168688,73058,241746,173700,2019
26083,57.5,2111,2043,19,17,750,50292,1081,951,130,1081,121100,2019
26085,53.2,11852,10072,940,309,2724,37320,4631,3897,734,4631,88000,2019
26087,44.1,88038,80793,1108,4114,24286,62641,33700,28290,5410,33700,168800,2019
26089,54.1,21652,19488,94,945,6267,65249,9139,8071,1068,9139,268400,2019
26091,41.9,98381,85263,2236,7842,25209,55450,38345,29728,8617,38345,139400,2019
26093,43.5,189754,179018,1108,4630,52153,84221,72000,61489,10511,72000,247100,2019
26095,44.7,6338,4923,413,221,1427,45469,2231,1773,458,2231,87200,2019
26097,52.8,10780,7883,349,191,3172,47938,5269,3786,1483,5269,136600,2019
26099,40.9,870325,687817,101209,22781,227248,62855,346402,254008,92394,346402,166800,2019
26101,49.3,24457,21763,687,772,5956,50055,9426,7865,1561,9426,125400,2019
26103,39.1,66686,61408,1105,1016,15882,53970,26552,18791,7761,26552,153400,2019
26105,46.2,28954,26481,261,1322,7752,51725,12186,9366,2820,12186,141400,2019
26107,36.9,43251,39451,1275,992,9594,45018,15808,11594,4214,15808,121400,2019
26109,48.8,23074,21434,73,419,6341,46828,10627,8259,2368,10627,101600,2019
26111,41.8,83355,76250,1110,2289,23102,62625,34199,26197,8002,34199,141700,2019
26113,43.5,15028,14121,89,437,4163,47194,6055,4851,1204,6055,118700,2019
26115,42.6,149727,136707,3514,5359,40964,62203,59929,47778,12151,59929,161700,2019
26117,40.7,63413,58184,1321,2222,16534,49448,23913,18675,5238,23913,113900,2019
26119,56.1,9265,8881,22,122,2790,41772,4452,3742,710,4452,102700,2019
26121,39.3,173297,132344,23397,9809,43962,50854,65939,49270,16669,65939,117900,2019
26123,42.4,48366,43792,543,2803,13082,50326,19161,16074,3087,19161,121300,2019
26125,40.9,1253185,902331,169294,51653,323558,79698,504585,358384,146201,504585,242700,2019
26127,43.2,26416,21583,280,3934,7251,50104,10156,8386,1770,10156,118800,2019
26129,50.4,20898,19779,68,449,5867,40373,9184,7476,1708,9184,98200,2019
26131,58.6,5877,5578,29,89,1619,41546,2793,2464,329,2793,70000,2019
26133,43.8,23290,22013,257,454,6143,44032,9181,7406,1775,9181,98500,2019
26135,51.8,8248,7878,41,135,2331,42335,3806,3245,561,3806,90500,2019
26137,44.9,24490,23149,124,423,6837,54332,9944,7846,2098,9944,139500,2019
26139,35.2,286558,240269,4089,28112,73323,69314,102610,79724,22886,102610,191800,2019
26141,55,12714,12147,74,177,3862,47948,5797,5147,650,5797,105400,2019
26143,56.2,23851,22632,38,449,6804,42054,11139,9137,2002,11139,108200,2019
26145,40.9,191821,133043,35005,16218,49749,48000,78933,56249,22684,78933,101300,2019
26147,43.8,159247,145070,3478,5373,42869,56951,64850,50144,14706,64850,154300,2019
26149,39.6,60836,52623,1347,4822,16406,52086,24150,18018,6132,24150,122300,2019
26151,45.2,41295,38807,222,1522,11518,47672,17499,13775,3724,17499,111200,2019
26153,52.1,8048,6895,36,89,2164,45500,3468,2903,565,3468,109900,2019
26155,42.4,68340,64313,467,2011,18809,56032,27593,20858,6735,27593,122300,2019
26157,44.6,52939,49413,495,1808,14964,49988,21777,17950,3827,21777,104000,2019
26159,41.6,75358,61194,2394,8685,20380,54485,29411,22638,6773,29411,139400,2019
26161,33.6,367000,257368,43225,17329,81456,72586,141245,86332,54913,141245,263600,2019
26163,37.9,1757299,870241,677346,104419,413330,47301,682282,423147,259135,682282,113000,2019
26165,41.6,33256,31432,173,653,8818,47193,12963,9958,3005,12963,108300,2019
27001,55.5,15834,14873,71,221,4929,49351,7681,6310,1371,7681,183200,2019
27003,38.5,350253,284641,21506,15996,91202,82175,128198,102689,25509,128198,232400,2019
27005,41.9,34011,29332,167,716,9321,60284,13617,10691,2926,13617,198400,2019
27007,34,46403,33360,472,1130,10905,49160,17372,11650,5722,17372,162600,2019
27009,36,40129,36074,1601,981,10364,57715,16452,11085,5367,16452,174900,2019
27011,49,4996,4799,3,91,1406,53900,2298,1676,622,2298,97900,2019
27013,31,66795,58714,2578,2438,15024,57429,26091,16179,9912,26091,184800,2019
27015,42.3,25163,23499,171,1107,7004,61120,10764,8522,2242,10764,141900,2019
27017,41,35633,31399,667,634,9238,63098,13613,10865,2748,13613,171400,2019
27019,37.9,101949,90564,1780,4272,27566,101496,36754,30105,6649,36754,313200,2019
27021,48.9,29268,24264,122,658,8761,52204,13164,10728,2436,13164,194200,2019
27023,41.6,11953,10413,99,872,3247,55269,5209,3475,1734,5209,119700,2019
27025,41.3,55315,51660,723,1205,14878,83464,20242,17480,2762,20242,231500,2019
27027,32.6,63446,55305,2306,2872,15412,65269,24364,16444,7920,24364,197100,2019
27029,42.3,8821,7469,16,191,2238,50386,3405,2769,636,3405,137200,2019
27031,52.6,5376,4597,4,124,1725,57432,2691,2069,622,2691,240100,2019
27033,42.9,11299,9722,99,870,3127,52087,4846,3784,1062,4846,94200,2019
27035,44.5,64217,60939,512,958,17584,56549,26820,20528,6292,26820,198300,2019
27037,37.9,421453,330303,25657,30100,111831,86036,161488,119521,41967,161488,266000,2019
27039,38.4,20669,19048,69,1028,5678,74575,7756,6510,1246,7756,183900,2019
27041,44.2,37513,35982,143,620,10858,63819,16663,12380,4283,16663,214800,2019
27043,45.8,13801,12530,35,954,3802,53156,6137,4756,1381,6137,89500,2019
27045,42.3,20949,20169,107,344,5879,61207,8616,6963,1653,8616,153800,2019
27047,44,30463,25909,303,2967,8479,53631,13009,9975,3034,13009,113800,2019
27049,42.2,46246,42567,604,1547,12807,66800,19452,14644,4808,19452,204100,2019
27051,44.9,5935,5646,17,137,1734,55466,2612,2022,590,2612,118700,2019
27053,36.5,1245837,857475,162381,86179,291710,78167,508030,316847,191183,508030,276900,2019
27055,45.3,18648,17901,242,211,5403,60382,8253,6613,1640,8253,173700,2019
27057,48.7,21019,19509,118,448,5985,56709,8688,7054,1634,8688,193600,2019
27059,40,39430,36959,178,801,10179,74616,14903,12299,2604,14903,196800,2019
27061,46.3,45141,41415,220,674,12743,55139,19506,15853,3653,19506,164100,2019
27063,44.8,9954,9196,39,362,2862,58727,4419,3581,838,4419,124900,2019
27065,45,16089,15256,35,256,4358,57163,6439,5461,978,6439,163900,2019
27067,39.3,42841,34274,2285,5190,11396,60294,16889,12500,4389,16889,168900,2019
27069,48.1,4311,4110,64,40,1173,59643,1860,1498,362,1860,84200,2019
27071,49.5,12515,11665,73,168,3444,50870,5538,4363,1175,5538,108400,2019
27073,50.4,6719,6380,53,152,1941,53071,3090,2501,589,3090,88600,2019
27075,50.8,10560,10084,68,151,3302,61452,5192,4259,933,5192,174700,2019
27077,50.9,3771,3506,2,3,914,49967,1470,1189,281,1470,161900,2019
27079,41,28242,25716,238,1755,7744,71080,10939,8925,2014,10939,207400,2019
27081,45.4,5677,5453,25,118,1503,53077,2468,1945,523,2468,103100,2019
27083,35.8,25758,21581,862,1770,6581,57730,10018,6851,3167,10018,148900,2019
27085,40.7,35832,32575,209,2222,9483,62121,14714,11426,3288,14714,164700,2019
27087,35.7,5501,2495,29,239,1263,44688,1946,1324,622,1946,104800,2019
27089,43.7,9372,8736,33,424,2662,60118,3971,3279,692,3971,117000,2019
27091,45.3,19852,18446,92,888,5513,52798,8759,6466,2293,8759,118300,2019
27093,42.2,23105,21701,98,924,6204,63452,9209,7403,1806,9209,170200,2019
27095,40.5,25865,22977,120,640,6615,56135,10249,7696,2553,10249,163300,2019
27097,41.7,33064,31634,185,577,9021,57815,13371,10326,3045,13371,170100,2019
27099,38.8,39807,31277,1566,4611,9996,54295,15565,11359,4206,15565,123900,2019
27101,48.1,8296,7719,31,335,2359,60231,3645,2958,687,3645,120100,2019
27103,36.3,33954,30099,937,1548,8601,67399,12885,9519,3366,12885,191900,2019
27105,35.7,21734,12922,866,6047,5562,55304,8033,5677,2356,8033,127100,2019
27107,43.8,6520,5832,59,332,1709,55085,2746,2250,496,2746,100700,2019
27109,37.2,154809,123957,9280,7626,40461,76951,62108,45178,16930,62108,214600,2019
27111,46.8,58195,53870,806,2017,16436,58682,24687,19324,5363,24687,189100,2019
27113,39.6,14183,12859,143,537,3566,60122,5995,4366,1629,5995,155100,2019
27115,45,29223,26054,609,853,6804,53422,10760,8707,2053,10760,164500,2019
27117,42.1,9191,8088,43,636,2447,52917,3973,2976,997,3973,97500,2019
27119,38.7,31521,27394,665,2046,7797,59343,12584,9179,3405,12584,165000,2019
27121,45.8,11048,10601,46,173,3226,61275,4981,3862,1119,4981,174300,2019
27123,35,544442,337039,64535,40748,122262,64660,209043,124254,84789,209043,229600,2019
27125,42.7,4015,3696,18,155,1112,58576,1669,1395,274,1669,116000,2019
27127,42.6,15261,13278,119,534,4084,55404,6261,4914,1347,6261,106300,2019
27129,43.8,14652,12875,51,1253,3904,59028,6085,4744,1341,6085,106300,2019
27131,36.5,66185,54429,3756,5380,15420,68584,23005,17018,5987,23005,208600,2019
27133,40.8,9402,8793,87,299,2708,63005,3914,2954,960,3914,153000,2019
27135,41.6,15361,14121,136,202,4004,62202,5980,4877,1103,5980,132800,2019
27137,41.1,199759,182012,3107,3394,48518,55646,85807,61177,24630,85807,157900,2019
27139,36.5,145275,117891,6180,7466,37997,102152,49479,40993,8486,49479,299700,2019
27141,36,94463,86124,2327,2451,24187,89250,32206,26938,5268,32206,230500,2019
27143,41.7,14892,13160,157,1335,4096,63439,6031,4771,1260,6031,159200,2019
27145,34.4,158452,136299,10167,5342,38163,62789,59479,40493,18986,59479,184900,2019
27147,39,36683,31753,1153,2860,9799,64903,14692,11043,3649,14692,169300,2019
27149,33.1,9789,8541,132,631,2142,60559,3624,2481,1143,3624,160100,2019
27151,43.9,9359,8534,194,467,2676,51620,4263,2995,1268,4263,104100,2019
27153,43.9,24494,22323,170,1478,6686,53585,9819,8108,1711,9819,153400,2019
27155,47.5,3311,2937,17,103,1016,51957,1608,1280,328,1608,81400,2019
27157,45.2,21537,20387,119,630,6065,65226,9020,7092,1928,9020,183900,2019
27159,41.5,13654,12857,82,267,3541,46605,5666,4335,1331,5666,132000,2019
27161,40.5,18740,16720,444,1124,4905,56762,7425,5755,1670,7425,158900,2019
27163,39.5,255938,211647,11593,10716,68009,96671,94431,76614,17817,94431,289400,2019
27165,39.9,10972,7876,89,2797,2866,54065,4310,3314,996,4310,96900,2019
27167,43.3,6291,6176,25,22,1833,60595,2818,2201,617,2818,140000,2019
27169,35.2,50725,46224,651,1502,11330,59329,19442,13693,5749,19442,167300,2019
27171,37,134438,124159,1899,3953,35681,84974,48242,39350,8892,48242,238500,2019
27173,42.4,9814,8781,68,461,2788,59210,4087,3247,840,4087,110000,2019
28001,41.4,31266,11321,17561,1829,6650,29936,11237,7014,4223,11237,92100,2019
28003,39.7,37090,30735,4426,1179,9590,42086,14649,10064,4585,14649,102700,2019
28005,47.1,12412,7119,5202,0,3401,33981,5218,4430,788,5218,83600,2019
28007,39.8,18437,9883,7784,377,4735,33767,6941,5031,1910,6941,80700,2019
28009,41.5,8232,4977,2804,214,2082,36258,3149,2538,611,3149,78000,2019
28011,35.6,31848,10340,20383,687,7719,29854,12111,6491,5620,12111,96100,2019
28013,41.4,14499,9350,3968,873,3752,37263,5846,4358,1488,5846,70500,2019
28015,47.6,10070,6481,3493,24,2685,46052,3827,3106,721,3827,99000,2019
28017,37.8,17193,8525,7616,841,4278,36548,6476,4513,1963,6476,66500,2019
28019,44,8277,5577,2564,49,2010,36777,3228,2536,692,3228,81400,2019
28021,33.9,9089,1025,7928,8,1897,29338,2908,2020,888,2908,67500,2019
28023,42.2,15770,9974,5592,102,4397,43207,6237,5195,1042,6237,84900,2019
28025,39.5,19640,7622,11770,14,4841,31833,7618,5436,2182,7618,89900,2019
28027,34.8,23255,4834,18030,86,5637,29121,8782,4442,4340,8782,68300,2019
28029,38.5,28501,12509,14698,902,6609,42151,9414,7271,2143,9414,95200,2019
28031,37.3,18978,11470,6946,452,4965,38178,6759,5286,1473,6759,77100,2019
28033,36.8,178975,115053,48654,8836,45789,67038,62890,46531,16359,62890,168500,2019
28035,32.5,75224,42808,27945,2203,16991,39840,28086,15308,12778,28086,122700,2019
28037,42.5,7733,4884,2782,21,2096,40219,2928,2252,676,2928,76600,2019
28039,36.4,23917,20835,1920,683,5309,47292,7592,6210,1382,7592,110800,2019
28041,40.4,13645,9861,3538,163,2624,49677,3925,3249,676,3925,77700,2019
28043,39.2,21088,11528,9139,127,5362,40122,8391,5367,3024,8391,105000,2019
28045,44.4,46961,39769,3765,1794,13081,48119,20036,15131,4905,20036,147500,2019
28047,36.2,204502,130615,50506,11193,51580,47894,78104,44241,33863,78104,150500,2019
28049,34.8,238797,58497,172749,3676,55237,44625,88611,51408,37203,88611,118600,2019
28051,34.7,17737,2736,14897,30,3722,21504,6188,3791,2397,6188,60400,2019
28053,38.3,8389,1730,6346,278,2078,28962,3186,1971,1215,3186,69100,2019
28055,42.2,1361,504,839,18,274,24208,483,211,272,483,79200,2019
28057,39.9,23462,21120,1678,376,6207,44567,8653,6606,2047,8653,87600,2019
28059,38.8,142376,96260,29882,9242,34681,51657,52423,36586,15837,52423,135900,2019
28061,41,16505,7379,8889,75,4746,35872,6629,5637,992,6629,79000,2019
28063,40.5,7225,938,5705,522,1488,25019,2448,1649,799,2448,63400,2019
28065,44,11339,4275,6950,40,3003,32116,4713,3563,1150,4713,94600,2019
28067,37.5,68352,44132,20041,3073,16987,41775,24858,18059,6799,24858,98600,2019
28069,41.4,9943,3375,6134,58,2201,31103,3611,2659,952,3611,73600,2019
28071,30.5,53590,37539,12591,1407,11111,50272,18721,11616,7105,18721,199700,2019
28073,35.9,61969,45921,12446,1682,15584,60328,22116,14920,7196,22116,177700,2019
28075,37.8,76279,40059,33271,1723,19307,42534,29736,19169,10567,29736,96300,2019
28077,39.9,12633,8196,4109,116,3385,41914,4849,3646,1203,4849,94800,2019
28079,36.9,22792,10716,9504,1059,5591,37096,8105,5738,2367,8105,83300,2019
28081,37.5,85072,55681,24991,2249,21639,50559,32099,21784,10315,32099,133700,2019
28083,34,29222,6484,21683,773,6050,26735,9962,5042,4920,9962,81200,2019
28085,38.9,34320,23053,10945,152,9054,42606,12699,9568,3131,12699,99500,2019
28087,37.1,59150,30605,25868,1204,14654,50441,22436,14253,8183,22436,134200,2019
28089,37.2,104562,57866,39677,3133,28197,71824,39635,28411,11224,39635,219700,2019
28091,40.8,24990,16194,8140,402,5863,32090,9483,7800,1683,9483,89000,2019
28093,40.4,35599,16990,16992,1315,8832,42233,12772,9644,3128,12772,107900,2019
28095,41.1,35673,23903,11098,450,9122,42354,13966,10377,3589,13966,91700,2019
28097,41.6,10068,5250,4435,140,3064,39840,4539,3143,1396,4539,84800,2019
28099,37.3,29332,17093,6145,626,7184,37987,10657,7625,3032,10657,83000,2019
28101,37,21360,12869,6498,408,5697,35958,8037,6201,1836,8037,85600,2019
28103,37,10700,2766,7721,150,2592,33784,3986,2907,1079,3986,59700,2019
28105,26.1,49512,27946,18277,837,9263,40453,17798,9201,8597,17798,162900,2019
28107,38.3,34190,16042,16530,699,8512,38304,12488,8696,3792,12488,83300,2019
28109,40.9,55219,45177,7046,1709,15078,46901,21020,16354,4666,21020,138200,2019
28111,41.9,12006,9312,2379,181,3347,42469,4623,3802,821,4623,86700,2019
28113,37.2,39532,17150,21357,628,8528,31784,14404,9940,4464,14404,95500,2019
28115,36.6,31618,24171,4893,2171,7943,44759,10783,7685,3098,10783,106500,2019
28117,39.2,25255,20830,2533,380,6092,39256,9145,6651,2494,9145,92700,2019
28119,38.7,7187,1871,5176,88,1833,25283,3027,1776,1251,3027,50900,2019
28121,37.8,152677,112876,31635,4201,39770,65996,55909,42778,13131,55909,162500,2019
28123,36.4,28332,13977,10745,3197,7015,34943,10180,7545,2635,10180,71300,2019
28125,41.2,4404,1104,3284,5,1046,29394,1751,1122,629,1751,64400,2019
28127,39.5,26888,16560,9851,68,6617,43850,9486,7564,1922,9486,87900,2019
28129,41.5,16009,11852,3675,280,4109,43105,5820,4832,988,5820,102600,2019
28131,38.7,18276,13981,3323,369,4560,45483,6334,4720,1614,6334,112800,2019
28133,35.6,26168,6220,19332,474,5292,30838,8322,4458,3864,8322,78400,2019
28135,36.8,14158,4943,7587,1341,2775,29864,4369,3144,1225,4369,66400,2019
28137,38.2,28404,18349,8483,747,7580,51030,10324,7725,2599,10324,119200,2019
28139,38.8,22018,16953,3644,1051,5394,39246,7834,5664,2170,7834,86900,2019
28141,42.5,19441,18117,509,616,5035,37681,7635,5766,1869,7635,88100,2019
28143,33.6,9988,1897,7830,96,2347,39370,3930,1581,2349,3930,107100,2019
28145,37.9,28507,22292,4405,1248,6922,45754,9808,7174,2634,9808,100600,2019
28147,39.8,14477,7623,6706,119,3371,30961,5601,4922,679,5601,95800,2019
28149,39.1,46519,21897,22969,981,11480,45113,18235,12053,6182,18235,128400,2019
28151,37.2,46057,11577,33160,745,11232,29705,17988,9514,8474,17988,75600,2019
28153,40.2,20373,11695,8359,132,5390,37706,7683,6413,1270,7683,85800,2019
28155,40.5,9768,7639,1995,68,2687,45730,3782,2886,896,3782,84000,2019
28157,37.8,8875,2469,6294,19,1843,27313,3170,2534,636,3170,70300,2019
28159,42.3,18229,9103,8489,234,4737,34724,7269,5313,1956,7269,84900,2019
28161,42.5,12367,7175,4904,172,3350,41464,5181,3629,1552,5181,79700,2019
28163,36.1,28565,9903,16908,1312,5203,33279,8542,5395,3147,8542,88900,2019
29001,27.6,25369,22788,680,622,5004,41929,9258,5561,3697,9258,126800,2019
29003,42.4,17503,16536,240,438,4743,58772,6763,5406,1357,6763,147900,2019
29005,48.5,5229,5049,24,69,1428,50236,2562,1786,776,2562,84900,2019
29007,39.7,25644,22223,1464,797,6041,44261,9286,6360,2926,9286,97900,2019
29009,43.7,35530,30426,80,3321,9779,44403,13645,10062,3583,13645,120600,2019
29011,41.3,11797,10905,35,187,3191,44125,4895,3430,1465,4895,97500,2019
29013,41.6,16296,15341,246,360,4617,47625,6547,4761,1786,6547,114600,2019
29015,53.6,19107,18115,48,391,5014,40249,7872,6426,1446,7872,117500,2019
29017,44,12225,11735,50,137,3127,44158,4593,3712,881,4593,110800,2019
29019,31.2,177651,140135,15935,6086,40427,55328,70619,39269,31350,70619,185700,2019
29021,37.8,88460,73664,4522,5776,20522,51916,33501,20888,12613,33501,122200,2019
29023,41.3,42656,37775,2367,914,10997,39915,16390,10439,5951,16390,113500,2019
29025,42.3,9039,8540,52,147,2348,49839,3639,2770,869,3639,109300,2019
29027,38.6,44889,40487,1941,940,10825,56938,15973,11582,4391,15973,157400,2019
29029,51.5,45466,42853,335,1242,11274,53478,16031,12938,3093,16031,200800,2019
29031,36.5,78491,67460,5777,1827,18879,53732,29594,19229,10365,29594,160500,2019
29033,43.4,8781,8317,124,140,2444,50830,3503,2601,902,3503,88200,2019
29035,41.7,6147,5913,4,158,1562,39530,2333,1806,527,2333,101500,2019
29037,39.8,103597,91136,4122,4541,29273,69433,39770,30425,9345,39770,181000,2019
29039,44.7,14043,13278,7,317,3845,39365,5842,4131,1711,5842,98900,2019
29041,45.7,7483,7106,191,40,1819,46738,2686,2102,584,2686,87900,2019
29043,37.9,85658,79950,593,2525,22797,60645,31645,23496,8149,31645,169000,2019
29045,44,6779,6570,21,41,1750,48909,2657,1989,668,2657,90000,2019
29047,37.1,242516,196732,14447,16479,60781,70510,91238,62636,28602,91238,174900,2019
29049,41,20500,19213,310,439,5702,62701,8177,6249,1928,8177,159700,2019
29051,38.6,76723,62605,8943,2176,18869,60066,30154,19990,10164,30154,162300,2019
29053,38.7,17660,15502,1006,352,4178,52735,6397,4642,1755,6397,132900,2019
29055,41.9,24154,22986,90,485,6192,44438,9578,6842,2736,9578,124700,2019
29057,46.2,7578,7101,27,162,2113,40399,3068,2356,712,3068,83500,2019
29059,44,16617,15713,5,348,4188,43542,6209,4723,1486,6209,115000,2019
29061,41.1,8295,7957,50,130,2137,51679,3035,2407,628,3035,110400,2019
29063,40.4,12526,10498,1120,324,2419,55918,3807,2631,1176,3807,120100,2019
29065,44.7,15545,14661,64,274,4119,42100,6371,4683,1688,6371,102600,2019
29067,47.3,13306,13040,30,115,3692,37425,5137,4097,1040,5137,123100,2019
29069,40,30027,24134,3068,1991,7683,36380,12342,7657,4685,12342,76500,2019
29071,40.7,103191,98056,743,1799,28054,57214,40943,30507,10436,40943,165700,2019
29073,46.2,14711,14109,60,210,4187,54885,6076,4761,1315,6076,134200,2019
29075,40.4,6616,6348,39,107,1707,47790,2555,1880,675,2555,88200,2019
29077,36,289756,253625,9377,10786,72743,46086,125201,70172,55029,125201,146000,2019
29079,40.8,9992,9399,28,244,2390,45594,3936,2686,1250,3936,98400,2019
29081,43.3,8491,8078,44,195,2238,42917,3429,2493,936,3429,76000,2019
29083,44.1,21735,20327,273,535,5912,45795,9328,6738,2590,9328,110500,2019
29085,55,9404,8913,3,164,2360,34182,3976,3269,707,3976,83400,2019
29087,48.5,4432,4247,47,47,1250,49524,2022,1541,481,2022,88600,2019
29089,39.1,10058,9108,586,158,2383,52700,3471,2716,755,3471,130100,2019
29091,40.9,40104,37809,90,855,10668,38357,15878,10861,5017,15878,112200,2019
29093,45.7,10164,9591,113,181,2710,37435,4074,2885,1189,4074,83600,2019
29095,36.8,696216,433000,161124,62514,166893,55134,286601,166927,119674,286601,147400,2019
29097,36.2,119920,100935,2189,9644,30154,48357,45759,29096,16663,45759,118400,2019
29099,39.2,223951,211428,2105,4398,61615,65454,84444,67019,17425,84444,161800,2019
29101,30.5,53682,46037,2300,2356,13041,55273,19864,12114,7750,19864,156500,2019
29103,44.1,3947,3797,18,43,934,40000,1490,1231,259,1490,75500,2019
29105,40.3,35531,33083,205,872,10276,47257,14112,9807,4305,14112,113900,2019
29107,42.3,32597,29981,717,942,8940,58766,13050,9238,3812,13050,143500,2019
29109,39.4,38204,34040,184,2847,10328,44742,14787,10616,4171,14787,109600,2019
29111,40.6,9955,9220,419,47,2503,45988,3752,2856,896,3752,87900,2019
29113,37.1,56477,52543,1079,1401,14454,64196,19286,15137,4149,19286,163300,2019
29115,41.8,12113,11485,57,293,3437,45930,5106,3721,1385,5106,87200,2019
29117,40,15126,13971,382,278,3843,46992,5915,3940,1975,5915,111500,2019
29119,37.8,22782,17604,415,2639,6264,41643,8259,5666,2593,8259,110500,2019
29121,43.3,15199,14226,297,228,3616,42746,5845,4362,1483,5845,97200,2019
29123,42.2,12179,11526,92,288,3468,43636,5044,3622,1422,5044,106100,2019
29125,46,8803,8403,26,113,2450,47569,3762,2817,945,3762,133200,2019
29127,38.9,28608,25759,1070,509,7429,48784,11565,7563,4002,11565,123400,2019
29129,42.9,3644,3489,20,84,782,47298,1271,999,272,1271,88900,2019
29131,40.7,25201,23898,63,489,7035,47171,10111,7506,2605,10111,136800,2019
29133,41.4,13574,9701,3314,296,3637,35357,5026,3001,2025,5026,80200,2019
29135,38,16046,14701,438,782,3833,58010,5436,4187,1249,5436,124500,2019
29137,46.5,8629,8017,293,145,2411,43966,3702,2759,943,3702,105300,2019
29139,44.5,11487,10804,164,225,3204,46757,5014,3510,1504,5014,108100,2019
29141,46,20271,19081,178,458,4929,39003,7588,6126,1462,7588,125000,2019
29143,42,17560,14024,2689,330,4793,38679,7371,4677,2694,7371,74500,2019
29145,39.9,58180,50100,508,3093,15527,50813,22202,15877,6325,22202,131300,2019
29147,29.7,22359,20702,617,386,4842,44232,8395,4854,3541,8395,126400,2019
29149,46.4,10647,10012,16,195,2813,33601,4249,3137,1112,4249,93600,2019
29151,40.8,13615,13411,24,112,3733,61687,5120,4329,791,5120,151900,2019
29153,51.6,9207,8773,6,166,2390,31947,3958,3071,887,3958,97600,2019
29155,37.9,16663,11418,4527,435,4286,33859,6730,3644,3086,6730,82100,2019
29157,40.7,19191,18261,108,439,5327,55863,7576,5682,1894,7576,147700,2019
29159,37.8,42355,35969,1483,3670,10566,46157,16033,11029,5004,16033,119100,2019
29161,35.3,44630,39598,993,1137,11063,44154,17981,10725,7256,17981,135000,2019
29163,38.9,18455,16251,1338,415,4198,46385,6589,4723,1866,6589,97800,2019
29165,38.2,100682,81559,6732,6082,25985,80393,39305,25905,13400,39305,226500,2019
29167,37.6,31748,29759,294,775,8187,45660,11712,8081,3631,11712,132300,2019
29169,27.6,52425,36370,5586,5879,10338,53492,15154,7472,7682,15154,159200,2019
29171,45.8,4781,4588,5,23,1061,42849,1744,1346,398,1744,96600,2019
29173,45,10234,9769,128,128,2946,55377,4036,3360,676,4036,136200,2019
29175,39.4,24878,22013,1436,523,5667,47740,8626,6168,2458,8626,105000,2019
29177,42.2,22875,21425,302,564,6272,61957,8868,6965,1903,8868,133700,2019
29179,46.5,6290,5896,128,50,1804,40324,2596,2043,553,2596,96000,2019
29181,42.3,13567,12895,94,197,3379,34971,5059,3996,1063,5059,83800,2019
29183,38.6,394290,343580,17307,12981,105132,84978,146631,118222,28409,146631,219100,2019
29185,50.3,9370,8854,68,120,2542,38870,4139,3240,899,4139,91900,2019
29186,43.3,17848,17073,350,211,5163,60129,7121,5703,1418,7121,166200,2019
29187,39.4,66643,61158,2923,1049,16451,46466,24898,17043,7855,24898,121000,2019
29189,40.3,996919,658354,240128,28834,259104,67420,405984,278342,127642,405984,198800,2019
29195,37.9,22976,18442,1100,2341,5182,44720,8272,5754,2518,8272,106600,2019
29197,40.1,4555,4414,21,76,922,42694,1475,1022,453,1475,71200,2019
29199,37.3,4902,4866,0,0,1187,50085,1768,1371,397,1768,113000,2019
29201,40,38633,32159,4494,893,10359,44139,15230,10152,5078,15230,109200,2019
29203,45.8,8217,7713,14,154,2094,34265,3064,2248,816,3064,124900,2019
29205,42.3,6013,5725,97,103,1593,44083,2432,1796,636,2432,72200,2019
29207,41.4,29377,28022,437,514,7580,41062,11530,7845,3685,11530,104200,2019
29209,53.6,31615,29972,64,729,9097,49656,12783,10449,2334,12783,172600,2019
29211,42.1,6247,4797,142,1143,1334,46481,2128,1585,543,2128,77000,2019
29213,42.2,55114,48934,758,3260,15236,46031,22272,13740,8532,22272,139800,2019
29215,43.2,25604,23302,559,544,6517,35067,9728,7039,2689,9728,111700,2019
29217,40.8,20595,19342,111,445,5340,43276,8207,5884,2323,8207,98300,2019
29219,41,34453,31582,689,1173,9396,60125,12654,9980,2674,12654,180000,2019
29221,40.8,24860,23427,529,346,6593,41483,9231,7334,1897,9231,94400,2019
29223,47.5,13195,12514,73,238,3265,34316,5426,3988,1438,5426,85100,2019
29225,36.7,38655,36357,352,801,9889,50560,13575,10182,3393,13575,136200,2019
29227,48.1,2027,1954,11,31,593,53580,859,656,203,859,63800,2019
29229,41.7,18203,17293,97,344,4749,34776,7063,4941,2122,7063,103600,2019
