DEVELOPMENT_ID,STATE_NAME.x,STATE_CODE,ZIPCODE,INSPECTION_SCORE,INSPECTION_DATE,in_floodplain,inspection_year,latitude,longitude,distance_to_floodzone,census_code,block_group,county
MT002000001,MT,30,59405,68,2018-06-27,0,2018,47.499337,-111.2787586,168473.72202,300130009003002,300130009003,30013
NC014000003,NC,37,28358,67,2018-08-16,0,2018,34.615018500000005,-79.01617025,29226.0465675,371559608021006,371559608021,37155
MS002000002,MS,28,39440,94,2018-06-15,0,2018,31.688297666666667,-89.13062599999999,34676.668750000004,280679507003040,280679507003,28067
NC001000005,NC,37,28401,27,2018-07-26,0,2018,34.2237334,-77.9313326,109266.4857,371290111002026,371290111002,37129
NC002000019,NC,37,27604,76,2018-09-05,0,2018,35.84677033333333,-78.59907733333333,30840.813353333335,371830527041000,371830527041,37183
NJ007000001,NJ,34,07712,72,2018-08-20,0,2018,40.252534,-74.093419,42372.62935,340258048012019,340258048012,34025
MT002000002,MT,30,59405,67,2018-06-25,0,2018,47.4992128,-111.2814902,168294.00251999998,300130009003002,300130009003,30013
MS004000001,MS,28,39301,69,2018-07-20,0,2018,32.372935999999996,-88.6837345,296.589415475,280750004011000,280750004011,28075
MS004000052,MS,28,39301,80,2018-08-29,0,2018,32.3638014,-88.6742234,459.2045892,280750106011025,280750106011,28075
NC001000015,NC,37,28401,62,2018-08-16,0,2018,34.223268250000004,-77.93669600000001,108777.15977500001,371290111002049,371290111002,37129
NJ007000002,NJ,34,07712,68,2018-08-06,0,2018,40.220239400000004,-74.021786,48270.462094,340258073002008,340258073002,34025
MT002000005,MT,30,59401,48,2018-06-26,0,2018,47.508329,-111.279485,168986.5831,300130003003011,300130003003,30013
NC001000080,NC,37,28405,72,2018-08-17,0,2018,34.24567125,-77.9072775,111418.73027500001,371290103004024,371290103004,37129
NJ007000005,NJ,34,07712,60,2018-07-17,0,2018,40.22196,-74.014759,48183.53995,340258071002016,340258071002,34025
NJ009000005,NJ,34,07310,77,2018-07-30,1,2018,40.733026200000005,-74.0421692,0,340170078001009,340170078001,34017
