DEVELOPMENT_ID,STATE_NAME.x,STATE_CODE,ZIPCODE,INSPECTION_SCORE,INSPECTION_DATE,in_floodplain,inspection_year,latitude,longitude,distance_to_floodzone,census_code,block_group,county
TX387000001,TX,48,75143,96,2015-03-04,0,2015,32.444411,-96.2325,10233.20116,482570513013015,482570513013,48257
TX003000015,TX,48,79907,89,2015-02-25,0,2015,31.702764333333334,-106.31915966666666,129505.37086666666,481410040041001,481410040041,48141
KS001000055,KS,20,66101,94,2015-03-25,0,2015,39.1183,-94.633645,3989.81168,202090429004002,202090429004,20209
KS001000056,KS,20,66102,96,2015-03-26,0,2015,39.1019135,-94.6389795,5775.932998,202090423002003,202090423002,20209
KS001000051,KS,20,66101,91,2015-03-23,0,2015,39.129306,-94.6150025,3119.690033,202090414002003,202090414002,20209
KS001000053,KS,20,66106,98,2015-04-21,0,2015,39.06908633333333,-94.67001866666666,9655.401162666667,202090427002004,202090427002,20209
IN012000004,IN,18,47150,97,2015-05-11,0,2015,38.2861815,-85.82657950000001,3066.0182415,180430705002020,180430705002,18043
KS001000054,KS,20,66112,96,2015-04-22,0,2015,39.119451,-94.7608255,5908.9767245,202090441033006,202090441033,20209
MA002002121,MA,25,02128,99,2015-04-28,0,2015,42.37159166666667,-71.04256766666666,99190.49701666668,250250503002004,250250503002,25025
TX011000001,TX,48,78040,94,2015-06-04,0,2015,27.517221,-99.498932,126607.6471,484790012022028,484790012022,48479
TX011000004,TX,48,78040,99,2015-06-08,0,2015,27.506065,-99.509611,127914.411,484790019003043,484790019003,48479
TX011000005,TX,48,78043,91,2015-07-01,0,2015,27.525323666666665,-99.47884833333333,124467.87883333334,484790011012016,484790011012,48479
AL001000043,AL,01,35211,99,2015-07-14,0,2015,33.468794,-86.851364,31711.85365,010730130021027,010730130021,01073
CA008000124,CA,06,93307,95,2015-06-30,0,2015,35.301498,-119.006587,357701.5996,060290031281009,060290031281,06029
CA010000002,CA,06,94801,49,2015-07-13,0,2015,37.939789,-122.357109,289595.2135,060133760003000,060133760003,06013
MN183000001,MN,27,56113,99,2015-08-13,0,2015,44.42515025,-96.189083,42342.607865,270812010011093,270812010011,27081
MT029000001,MT,30,59330,92,2015-07-15,0,2015,47.125998333333335,-104.693624,110463.22686666666,300210003001002,300210003001,30021
NE003000003,NE,31,68803,100,2015-05-06,0,2015,40.926336,-98.363349,25530.17858,310790007001022,310790007001,31079
NM050000001,NM,35,87507,77,2015-06-23,0,2015,35.644472666666665,-106.01965533333333,32946.96048666666,350490012022018,350490012022,35049
OH005000004,OH,39,45420,84,2015-06-08,0,2015,39.73409525,-84.14931325,18606.377235,391130030002019,391130030002,39113
OH005000005,OH,39,45410,80,2015-05-19,0,2015,39.75406,-84.18266100000001,19502.77721,391130015011029,391130015011,39113
OH004000217,OH,39,45225,49,2015-07-07,0,2015,39.14724925,-84.55217525,5320.5487965,390610077001000,390610077001,39061
OH005000002,OH,39,45406,85,2015-06-09,0,2015,39.78189833333334,-84.21217933333334,20643.26055,391130008022006,391130008022,39113
OH010000008,OH,39,45662,83,2015-07-29,0,2015,38.738343666666665,-82.99190966666667,1130.5557996333334,391450036003003,391450036003,39145
SC002000007,SC,45,29203,100,2015-06-19,0,2015,34.106802,-81.027264,51344.18223,450790102002065,450790102002,45079
TN003000012,TN,47,37918,82,2015-05-12,0,2015,36.008929333333334,-83.93667366666666,12920.574543333332,470930029002001,470930029002,47093
TX007010109,TX,48,78520,97,2015-06-04,0,2015,25.973175,-97.591565,44803.96121,480610125081016,480610125081,48061
TX021000001,TX,48,76801,93,2015-07-22,0,2015,31.729439,-98.99467999999999,110547.0675,480499506002024,480499506002,48049
HI001000043,HI,15,96740,93,2015-07-16,0,2015,19.578968,-155.964452,3672262.336,150010215104007,150010215104,15001
KS023000001,KS,20,67547,99,2015-05-14,1,2015,37.919975,-99.414042,0,200479697002021,200479697002,20047
KY104000001,KY,21,42164,89,2015-06-11,0,2015,36.755296666666666,-86.189136,8308.132949333332,210039203003033,210039203003,21003
MI077000001,MI,26,49837,80,2015-06-09,0,2015,45.845719,-87.00815,38243.72113,260419706001022,260419706001,26041
MT007000001,MT,30,59230,87,2015-05-05,0,2015,48.198491000000004,-106.6349465,220948.22745,301051005003030,301051005003,30105
