"","year","tract","INSPECTION_SCORE","in_floodplain","age_t","total_pop_t","total_white_t","total_black_t","total_hispanic_t","poverty_t","income_t","public_assistance_t","owner_t","renter_t","vehicles_t","prop_value_t","area_t","pop_density_t","cf_riskscore_t","rf_riskscore_t","cf_riskscore_t2","rf_riskscore_t2","per_capita_income_t","yrPolicyCount_t","yrPaidOnBuildingClaim_t","yrPaidOnContentClaim_t","yrClaim_t","totPolicyCount_t","totPaidOnBuildingClaim_t","totPaidOnContentClaim_t","totClaim_t","unit_t","county","urbanrural"
"4741",2014,48077030200,99,0,38.6,3304,3145,24,42,845,49231,1144,896,248,1144,78000,39.348287,83.96807719,0,76.12495838,0,75.6171991,21131,0,0,0,0,7,398205.24,84130.33,7,1321,48077,1
"4742",2014,48083950300,91,0,42.4,4574,3487,111,928,1315,32680,1776,1167,609,1776,52400,59.040402,77.47237222,0,93.38753509,0,93.40188046,17690,0,0,0,0,1,6763.76,0,1,2407,48083,2
"4743",2014,48085031004,98,0,35.5,5829,3791,427,1445,1520,50938,2098,1536,562,2098,108600,46.116566,126.3970956,0,66.6374937,0,66.16126904,24414,0,0,0,0,1,13129.26,0,1,2253,48085,1
"4744",2014,48085031634,96,0,40.8,3277,2035,98,758,785,57339,1190,829,361,1190,132500,1.378924,2376.490655,0,0,0,0,27738,0,0,0,0,1,35766.91,0,1,1280,48085,1
"4745",2014,48085031709,96,0,35.8,4578,2717,427,529,1058,74357,2053,886,1167,2053,293000,3.808151,1202.158213,0,82.26823003,0,81.90190796,46175,0,0,0,0,2,36994.53,2330.16,2,2306,48085,1
"4746",2014,48085031900,96,0,29.7,4557,1059,735,2658,869,46603,1453,329,1124,1453,108400,10.929026,416.9630487,0,16.26987568,0,25.9677242,18360,0,0,0,0,0,0,0,0,1622,48085,1
"4747",2014,48093950300,88,0,36.9,4283,2410,16,1829,863,30781,1412,930,482,1412,54600,16.104073,265.9575624,0,98.36882153,0,98.43432122,15093,0,0,0,0,1,1505.46,0,1,1738,48093,2
"4748",2014,48099010101,88,0,48.2,3330,2838,39,423,956,44120,1292,1066,226,1292,80600,750.372723,4.437794576,0,94.47927793,0,94.39984604,23791,0,0,0,0,3,127236.48,0,3,1635,48099,2
"4749",2014,48099010202,79,0,36.7,5842,4142,403,1159,1346,42604,1839,1149,690,1839,95900,129.273445,45.19102899,0,93.27765836,0,93.17919393,18529,0,0,0,0,0,0,0,0,2147,48099,2
"4750",2014,48107950100,97,0,43,2183,945,144,1094,598,36848,880,563,317,880,49600,1056.088757,2.067061112,0,76.49241307,0,75.98559411,20607,0,0,0,0,0,0,0,0,1187,48107,2
"4751",2014,48109950300,90,0,39,2325,427,16,1847,565,35302,868,614,254,868,46200,9875.068436,0.235441406,0,87.58376008,0,87.32611206,16120,0,0,0,0,0,0,0,0,1125,48109,2
"4752",2014,48113000405,87,0,32,2222,350,497,911,397,24879,1080,95,985,1080,162500,0.438324,5069.309461,0,0,0,0,20841,0,0,0,0,0,0,0,0,1388,48113,1
"4753",2014,48113001600,97,0,32.1,4198,1706,1218,859,774,52596,2226,753,1473,2226,230000,1.253576,3348.819697,0,0,0,0,37941,0,0,0,0,1,5648.72,0,1,2390,48113,1
"4754",2014,48113002701,86,0,29.7,2672,10,2172,487,592,13135,1028,289,739,1028,71300,1.867998,1430.408384,0,62.13076155,0,61.22917469,7524,0,0,0,0,0,0,0,0,1269,48113,1
"4755",2014,48113006900,88,0,28.7,3598,474,403,2711,670,26597,1274,325,949,1274,156300,1.590536,2262.130502,0,0.206543488,0,24.6164843,16634,0,0,0,0,0,0,0,0,1394,48113,1
"4756",2014,48113020500,83,0,20.3,5314,325,3335,1324,1062,15947,1666,429,1237,1666,98900,5.439907,976.8549352,0,46.68146784,0,45.57651069,9786,0,0,0,0,0,0,0,0,1684,48113,1
"4757",2014,48121021635,96,0,28.5,4062,1422,1228,724,900,42164,1992,183,1809,1992,225700,0.985434,4122.041659,0,0,0,0,23558,0,0,0,0,0,0,0,0,2408,48121,1
"4758",2014,48123970200,89,0,39.8,5562,1703,1345,2466,1025,30898,1433,912,521,1433,60400,430.539135,12.91868624,0,98.12399921,0,99.55050311,15503,0,0,0,0,2,14313.03,0,2,1795,48123,2
"4759",2014,48127950400,79,0,44.2,2274,442,1,1831,538,26332,795,594,201,795,40300,2318.647031,0.980744361,0,98.73352994,0,98.77934789,13407,0,0,0,0,0,0,0,0,1124,48127,2
"4760",2014,48131950100,92,0,38.7,4940,543,45,4350,1026,24415,1756,1114,642,1756,60900,881.04424,5.606982914,0,96.47291062,0,96.4782537,19530,0,0,0,0,0,0,0,0,2190,48131,2
"4761",2014,48133950100,94,0,30.5,3445,2231,156,1030,737,32219,1160,753,407,1160,55100,426.531058,8.076785818,0,89.34381392,0,89.12959806,14781,0,0,0,0,0,0,0,0,1702,48133,2
"4762",2014,48133950300,95,0,38.9,4933,3970,190,654,1068,37650,1760,1258,502,1760,56400,543.669565,9.073526122,0,70.9844127,0,70.50915489,18079,0,0,0,0,4,112847.33,30000,4,2567,48133,2
"4763",2014,48133950400,99,0,44.6,1893,1650,0,238,465,32167,702,561,141,702,48000,489.292459,3.868851778,0,71.75831232,0,71.13460164,17066,0,0,0,0,2,33998.88,0,2,1237,48133,2
"4764",2014,48139060101,63,0,37.5,7340,3810,882,2343,1839,54063,2385,1831,554,2385,106400,70.198675,104.5603781,0,57.31928986,0,57.13284214,21571,0,0,0,0,1,11792.63,0,1,2506,48139,1
"4765",2014,48141001114,99,0,26.5,4991,849,45,3913,1091,34000,1944,516,1428,1944,125400,3.195648,1561.811564,0,62.64987267,0,62.85533623,20544,0,0,0,0,0,0,0,0,2323,48141,1
"4766",2014,48141001700,99,0,37.6,1224,67,49,1097,78,17903,230,21,209,230,115600,1.128972,1084.17215,0,0,0,0,10506,0,0,0,0,0,0,0,0,273,48141,1
"4767",2014,48141002100,99,0,41.7,2521,160,46,2315,380,12762,1025,76,949,1025,102300,1.646595,1531.038294,0,0,0,0,8641,0,0,0,0,0,0,0,0,1193,48141,1
"4768",2014,48145000300,82,0,38.7,3439,1150,1088,1193,646,27225,1279,782,497,1279,38800,6.298569,545.9970352,0,92.67231128,0,92.52900423,13533,0,0,0,0,1,46686.73,0,1,1784,48145,2
"4769",2014,48145000500,68,0,33.3,2685,1937,236,421,592,43487,813,608,205,813,76300,298.489841,8.995281015,0,38.00956096,0,37.00170451,19056,0,0,0,0,0,0,0,0,1005,48145,1
"4770",2014,48147950300,96,0,41.7,2967,2603,27,138,744,46696,1065,804,261,1065,90000,232.116514,12.7823736,0,79.17637825,0,78.6550833,21430,0,0,0,0,0,0,0,0,1290,48147,1
"4771",2014,48147950401,92.5,0,35.6,4553,2567,886,1006,550,32566,1019,531,488,1019,61900,11.726093,388.2793698,0,83.8605337,0,83.5280695,11253,0,0,0,0,0,0,0,0,1195,48147,2
"4772",2014,48147950500,87,0,46.6,2463,1995,291,53,707,47931,988,766,222,988,81400,420.421004,5.858413297,0,79.44869904,0,78.95612251,25574,0,0,0,0,0,0,0,0,1290,48147,1
"4773",2014,48149970300,84,0,40.9,5673,3627,369,1661,1507,46012,2136,1432,704,2136,127000,37.908327,149.6504976,0,80.7598102,0,92.90564689,24862,0,0,0,0,46,4178298.54,499647.84,46,2540,48149,2
"4774",2014,48151950400,93,0,44.5,2186,1309,78,754,611,39441,921,619,302,921,50800,1019.323273,2.14456008,0,71.48480236,0,70.85967999,26940,0,0,0,0,0,0,0,0,1193,48151,2
"4775",2014,48153950600,88,0,38.2,3757,1503,115,2119,1062,40986,1445,969,476,1445,59000,1168.442305,3.215391966,0,83.03524711,0,82.68680926,22184,0,0,0,0,0,0,0,0,1785,48153,2
"4776",2014,48155950100,80,0,47.3,1159,969,12,169,265,34375,519,372,147,519,45400,1824.378195,0.635284944,0,44.59401608,0,43.51734756,21105,0,0,0,0,0,0,0,0,789,48155,2
"4777",2014,48161000700,87,0,34.8,3106,2228,440,398,889,45541,1277,946,331,1277,64100,14.958747,207.6377119,0,40.49612329,0,39.44163413,24355,0,0,0,0,5,355152.22,98940.13,5,1555,48161,2
"4778",2014,48163950200,86,0,29.6,6644,755,40,5778,1298,33415,1642,1030,612,1642,58600,966.507012,6.874238798,0,95.75112462,0,96.16759224,14778,0,0,0,0,0,0,0,0,1961,48163,2
"4779",2014,48167724400,92,0,45.7,3257,1471,706,982,665,27784,1507,698,809,1507,118000,1.185357,2747.69542,84.44820619,99.97502735,83.79723216,99.97250784,20714,0,0,0,0,58,549579.67,79100.73,58,2278,48167,2
"4780",2014,48175960100,90,0,45.3,4227,2671,224,1247,1292,50972,1704,1539,165,1704,110800,643.339061,6.570407824,0,90.38671931,0,90.17567493,31520,0,0,0,0,0,0,0,0,2113,48175,1
"4781",2014,48177000600,98,0,42.5,2311,1282,37,915,568,49632,830,649,181,830,102300,942.870882,2.45102489,0,99.51243876,0,99.5326332,28053,0,0,0,0,1,5238.25,0,1,1218,48177,2
"4782",2014,48181001900,96,0,38.6,10469,8655,86,1504,2900,64084,3665,2856,809,3665,132300,608.586766,17.20214863,0,91.96588028,0,91.84582394,28104,0,0,0,0,10,167875.07,27354.6,10,4174,48181,1
"4783",2014,48183010200,95,0,40.2,7362,5550,1099,547,1986,43278,2762,1710,1052,2762,102700,111.33759,66.12322038,0,86.73872981,0,87.07043493,21430,0,0,0,0,1,0,0,1,3224,48183,1
"4784",2014,48185180101,71,0,37.5,5751,1774,1711,2236,1060,40029,1533,1020,513,1533,77200,189.69052,30.31780397,0,95.39610543,0,95.36482103,14815,1,0,0,1,35,389435.3,39074.35,35,1734,48185,1
"4785",2014,48185180200,71,0,43.2,5832,2710,1016,1890,1552,41431,2435,1533,902,2435,103300,309.654168,18.8339141,0,77.75582334,0,79.70116017,24703,0,0,0,0,16,208946.28,17465.68,16,2625,48185,1
"4786",2014,48191950500,95,0,44.5,3270,1895,232,1112,797,33205,1176,810,366,1176,42000,2288.233522,1.42904995,0,87.99172335,0,87.73986914,18314,0,0,0,0,1,1760.66,0,1,1936,48191,2
"4787",2014,48193950100,96,0,40.2,2971,2590,24,340,714,44741,1010,664,346,1010,127200,584.335211,5.084410359,0,95.61313799,0,95.58750756,21229,0,0,0,0,1,0,0,1,1397,48193,2
"4788",2014,48193950300,93,0,50.8,3328,2829,33,426,824,33713,1229,885,344,1229,75000,26.2564,126.7500495,0,95.55813538,0,95.9119151,22615,0,0,0,0,0,0,0,0,1571,48193,2
"4789",2014,48195950300,89,0,37.5,3876,2002,6,1824,1034,48452,1390,1096,294,1390,72300,834.712442,4.643515305,0,0,0,0,21984,0,0,0,0,0,0,0,0,1589,48195,2
"4790",2014,48201210400,61,0,29.5,5329,233,944,4119,1127,25337,1599,625,974,1599,111300,1.81431,2937.204778,78.91414925,92.7464294,78.27087545,92.63484907,12311,0,0,0,0,11,217543.3,40369.53,11,1858,48201,1
"4791",2014,48201210500,95,0,31.3,5452,265,1021,4153,1175,30267,1687,616,1071,1687,102500,2.151965,2533.498454,74.91672582,80.24187794,74.24972788,79.79600814,13723,0,0,0,0,11,878046.8,165256.53,11,1842,48201,1
"4792",2014,48201231200,89,0,28.9,7151,199,5330,1600,1574,27636,2100,1094,1006,2100,69700,13.885313,515.0045951,84.95058155,98.1282405,84.30415176,98.18414252,11841,0,0,0,0,167,7465813.08,1439296.76,167,2356,48201,1
"4793",2014,48201310100,61,0,29,5940,1444,1454,2792,1139,35481,2402,769,1633,2402,189700,3.330411,1783.56365,79.21012759,57.51684596,81.53630851,76.76637158,32336,0,0,0,0,2,0,0,2,2552,48201,1
"4794",2014,48201410100,63,0,30.5,3828,1413,1362,594,703,64638,2127,656,1471,2127,204500,1.204665,3177.646898,47.920093,45.89550589,73.29808739,64.27393193,42955,0,0,0,0,2,93880.2,40063.63,2,2183,48201,1
"4795",2014,48203020502,64,0,40.7,4421,2682,1234,473,1278,54257,1742,1351,391,1742,103800,52.855075,83.64381282,0,78.13941873,0,77.62412712,25942,0,0,0,0,0,0,0,0,1975,48203,2
"4796",2014,48213950902,99,0,43.4,2082,1731,236,67,600,38152,834,587,247,834,94700,171.357459,12.15004011,0,87.87326892,0,87.62852587,25379,0,0,0,0,0,0,0,0,1279,48213,2
"4797",2014,48213951000,97,0,35.7,2372,1373,583,396,555,27770,802,451,351,802,64800,24.011913,98.78429928,0,75.68377491,0,75.15533073,12926,0,0,0,0,4,284718.24,543691.97,4,950,48213,2
"4798",2014,48215020403,80.25,0,33.8,4804,294,0,4510,1049,17480,1528,695,833,1528,47300,2.43668,1971.535039,0,79.87085573,0,79.39462253,10060,0,0,0,0,2,82652.69,8000,2,1805,48215,1
"4799",2014,48215020404,91,0,52.4,5016,1773,0,3243,1460,34625,2021,1609,412,2021,74000,5.245188,956.3050934,0,12.04447781,0,35.23808215,18479,0,0,0,0,5,86626.87,26564.61,5,3607,48215,1
"4800",2014,48215020723,96.8,0,29,5612,45,21,5451,1284,16225,1697,556,1141,1697,55300,2.063513,2719.633945,0,0,0,0,7659,1,9895.56,6931.72,1,7,130842.48,35787.62,7,1841,48215,1
"4801",2014,48215020725,96,0,31.9,4805,401,104,4285,1112,38333,1332,879,453,1332,86000,1.598024,3006.838445,0,0,0,0,14680,3,33783.34,9539.2,3,9,54849.81,9539.2,9,1358,48215,1
"4802",2014,48215021903,93,0,34.8,3949,163,2,3784,914,30274,1288,883,405,1288,56700,4.622189,854.3571022,0,0,0,0,16035,1,4093.16,0,1,7,139080.63,49144,7,1542,48215,1
"4803",2014,48215021904,84,0,42.2,4896,742,20,4134,1142,36725,1487,1223,264,1487,85800,6.481482,755.3827967,0,86.00937069,0,85.72744268,17474,0,0,0,0,4,24179.69,0,4,1814,48215,1
"4804",2014,48215022300,90.5,0,37.4,10090,2224,0,7703,2448,42756,3268,2071,1197,3268,105500,11.539823,874.3634976,0,48.36373077,0,73.55666135,19164,1,20000,0,1,124,6994324.48,2330057.64,124,3840,48215,1
"4805",2014,48215022401,99,0,31.1,4462,284,45,4119,1063,32297,1359,948,411,1359,57300,5.035456,886.1163716,0,90.35903475,0,90.18254797,15822,2,0,0,2,88,4127874.17,701736.81,88,1656,48215,1
"4806",2014,48215022502,95,0,29.1,5706,182,72,5449,1396,25353,1683,935,748,1683,77600,8.882461,642.389536,0,69.4750987,0,68.71804036,12074,1,0,0,1,35,2992623.06,813772.76,35,1847,48215,1
"4807",2014,48215023103,90.3333333333333,0,19.4,6475,205,9,6261,1359,28345,1518,1058,460,1518,62700,12.762123,507.3607267,0,87.93821053,0,87.69175785,8429,0,0,0,0,44,1059368.44,438539.45,44,1812,48215,1
"4808",2014,48215023600,99,0,28.1,8781,359,34,8368,1968,31565,2498,1837,661,2498,70700,17.416964,504.1636418,0,62.92219877,0,71.5112443,12373,0,0,0,0,14,218144.95,24763.82,14,2838,48215,1
"4809",2014,48215023700,88,0,27.6,4863,138,16,4709,1079,16951,1467,522,945,1467,63000,3.48566,1395.144678,0,0,0,0,9725,0,0,0,0,4,25342.03,2025.34,4,1626,48215,1
"4810",2014,48215024000,71,0,24.5,16916,1285,267,15232,3418,32917,5153,1440,3713,5153,95300,12.921201,1309.16623,0,31.2394145,0,55.13003794,13350,0,0,0,0,1,0,0,1,5553,48215,1
"4811",2014,48217960600,96,0,38.3,1290,1132,21,127,260,36023,433,229,204,433,59800,2.034451,634.0776947,0,88.58393188,0,88.36531588,17186,1,8728.04,0,1,1,8728.04,0,1,493,48217,2
"4812",2014,48217961400,92,0,41.4,4296,3262,611,379,1149,42885,1600,1231,369,1600,68800,512.414492,8.383837825,0,89.56752297,0,89.36740529,19738,0,0,0,0,0,0,0,0,1969,48217,1
"4813",2014,48219950400,63,0,29.2,5182,1039,292,3669,1277,32032,1754,992,762,1754,43600,12.691646,408.3000739,0,94.06840127,0,93.96684445,16701,0,0,0,0,0,0,0,0,2067,48219,2
"4814",2014,48221160100,96,0,44.4,4309,3437,158,569,998,41422,1698,778,920,1698,120200,24.32712,177.1274199,0,95.10720849,0,95.0761533,23552,0,0,0,0,16,660650.02,9068.63,16,2089,48221,2
"4815",2014,48223950700,99,0,43.9,4387,3212,127,909,1233,41123,1728,1338,390,1728,86000,444.868073,9.861350513,0,82.91276221,0,82.5603453,19999,0,0,0,0,0,0,0,0,2009,48223,2
"4816",2014,48231960200,89,0,39.4,2741,1973,322,383,708,34531,977,727,250,977,78000,127.30209,21.53146111,0,84.39566189,0,84.07103975,18352,0,0,0,0,3,137103.58,0,3,1136,48231,2
"4817",2014,48231960500,92,0,34.6,3707,2316,701,503,888,24741,1472,696,776,1472,70600,27.126979,136.6536244,0,86.32688008,0,86.04497718,16324,0,0,0,0,0,0,0,0,1904,48231,2
"4818",2014,48241950300,92,0,27.8,3774,1003,2082,587,687,19454,1087,482,605,1087,48300,16.752106,225.2851074,0,96.27425859,0,96.2789355,11798,0,0,0,0,0,0,0,0,1308,48241,2
"4819",2014,48241950600,100,0,39.8,2149,1424,422,258,456,24245,861,426,435,861,60400,15.387769,139.6563725,0,98.01645816,0,98.05080552,14775,0,0,0,0,24,825886.05,263702.55,24,1099,48241,2
"4820",2014,48245006600,74,0,27.8,3884,919,1105,1322,920,25855,1412,677,735,1412,74500,22.630041,171.6302679,84.27494457,99.90440451,83.85321101,99.91065046,13329,6,72912.54,31209,6,266,26543625.16,6774919.12,266,1768,48245,1
"4821",2014,48245010100,96,0,29.3,2757,293,379,1845,573,27130,876,646,230,876,61700,1.28496,2145.592081,73.09561514,29.9219902,72.28424817,28.78979491,12292,12,120154.75,24389.41,12,187,12575940.72,6237898.27,187,1135,48245,1
"4822",2014,48253020200,85,0,35.8,2195,1241,75,853,519,42096,811,564,247,811,58700,34.23906,64.10806839,0,80.74965514,0,80.32660692,17991,0,0,0,0,0,0,0,0,1121,48253,2
"4823",2014,48253020400,95,0,46.7,3289,2077,354,858,889,35930,1460,1014,446,1460,47200,352.853196,9.321156893,0,85.91661514,0,85.63534393,20250,0,0,0,0,0,0,0,0,2101,48253,2
"4824",2014,48255970100,83,0,44,2266,2010,0,243,621,58800,880,791,89,880,124300,795.902107,2.847083806,0,98.54801884,0,98.60477264,38310,0,0,0,0,0,0,0,0,1217,48255,1
"4825",2014,48255970400,44,0,42.4,1431,507,9,915,317,41750,564,385,179,564,53100,293.451047,4.876452187,0,97.18284736,0,97.18342772,26014,0,0,0,0,0,0,0,0,814,48255,2
"4826",2014,48257051300,90,0,40.3,9321,8067,374,664,2404,45389,3334,2391,943,3334,85000,214.005864,43.55488128,0,89.14742691,0,92.24858415,20943,0,0,0,0,1,0,0,1,3806,48257,1
"4827",2014,48267950200,98,0,41.2,2219,1590,1,608,599,29414,983,694,289,983,69300,5.096063,435.4341773,0,97.46425545,0,98.08379612,22397,0,0,0,0,0,0,0,0,1148,48267,2
"4828",2014,48271950100,92,0,43.6,3598,1336,35,2215,798,32473,1157,958,199,1157,68400,3522.534691,1.021423581,0,79.02892071,0,78.5217463,15689,3,74847.53,18979.9,3,5,91087.9,22292.85,5,1834,48271,2
"4829",2014,48273020300,98.5,0,23.7,7422,1511,522,5082,1275,24718,2300,925,1375,2300,72600,6.146914,1207.435146,1.271068758,83.2260929,71.7120199,95.85967999,12657,2,28419.22,9490.26,2,4,46122.81,9490.26,4,2692,48273,2
"4830",2014,48275950200,96,0,40.5,1952,1026,194,731,491,33200,788,572,216,788,44200,448.615507,4.351164794,0,25.28421253,0,22.48446693,18650,0,0,0,0,0,0,0,0,984,48275,2
"4831",2014,48277000300,91,0,41.8,5725,4525,266,561,1544,41437,2178,1616,562,2178,66600,594.0853,9.636663287,0,83.84160721,0,84.03117611,21034,0,0,0,0,0,0,0,0,2569,48277,2
"4832",2014,48281950100,69,0,46.9,2675,2004,26,622,771,39273,1042,841,201,1042,120300,1238.572813,2.159743837,0,84.51695762,0,84.19750371,21777,0,0,0,0,2,92839.91,40000,2,1561,48281,2
"4833",2014,48289950100,67,0,35.2,7528,5175,622,1640,1739,44107,2396,1867,529,2396,79600,834.389993,9.022159977,0,86.62183358,0,87.70825315,20163,0,0,0,0,0,0,0,0,3348,48289,2
"4834",2014,48289950300,87,0,50.1,5074,4097,519,332,1464,49455,2003,1756,247,2003,100100,1014.676293,5.000609589,0,81.58005706,0,83.18304283,25777,0,0,0,0,0,0,0,0,2995,48289,2
"4835",2014,48291700300,93,0,35.2,10291,6840,133,3185,2548,42493,3219,2523,696,3219,76900,200.429251,51.34480096,0,94.78874515,0,96.66932424,17749,0,0,0,0,86,4595446.51,995613.35,86,3797,48291,1
"4836",2014,48293970100,73,0,39.1,2088,1214,303,552,541,36316,740,549,191,740,63700,622.426259,3.354614253,0,76.61965466,0,76.10793424,17367,0,0,0,0,0,0,0,0,964,48293,1
"4837",2014,48293970600,86,0,33.9,5998,4006,672,1206,1222,40602,1880,1398,482,1880,86400,431.766258,13.89177567,0,96.01388955,0,95.99989003,19726,0,0,0,0,37,508564.49,148195.7,37,2180,48293,2
"4838",2014,48299970200,96,0,52.5,3581,3089,5,474,835,33773,1570,1089,481,1570,91100,31.437096,113.9100126,0,98.82421578,0,98.86869742,23505,0,0,0,0,7,337553.95,32577.11,7,1961,48299,2
"4839",2014,48303001000,77,0,28.9,3258,295,1298,1633,729,27030,1022,716,306,1022,40300,9.244362,352.4310277,0,90.6364458,0,90.43135206,10124,0,0,0,0,0,0,0,0,1283,48303,1
"4840",2014,48303001200,85,0,29.7,2654,60,2004,559,661,23875,925,405,520,925,65700,10.759266,246.6711019,0,97.63592256,0,97.66866443,12847,0,0,0,0,0,0,0,0,1058,48303,1
"4841",2014,48303001702,81,0,29.9,5175,3497,532,1035,1168,34073,2357,1044,1313,2357,93800,4.259234,1215.007206,0,75.39512466,0,76.77049541,22139,0,0,0,0,0,0,0,0,2694,48303,1
"4842",2014,48303010600,93,0,41,6081,2474,749,2767,1660,37620,2504,1919,585,2504,52000,9.638958,630.877321,0,81.92424464,0,87.12129543,18555,0,0,0,0,0,0,0,0,2651,48303,1
"4843",2014,48305950500,97,0,41.9,2532,1180,67,1210,703,44130,1010,711,299,1010,60400,31.787918,79.6529046,0,41.68864738,0,40.57843515,23773,0,0,0,0,0,0,0,0,1255,48305,1
"4844",2014,48307950300,93,0,40,5461,3353,104,1902,1211,35838,1899,1417,482,1899,60200,29.069269,187.8616212,0,77.60942699,0,77.07840765,17653,0,0,0,0,0,0,0,0,2509,48307,2
"4845",2014,48309000400,67,0,22.7,5866,2599,1034,1686,716,14464,2318,353,1965,2318,63500,2.179586,2691.336795,0,76.96349356,0,77.18012866,9253,0,0,0,0,0,0,0,0,2854,48309,1
"4846",2014,48309001400,62.5,0,28.1,7934,1437,5239,913,1964,21656,3047,1039,2008,3047,53000,13.498675,587.7613914,0,61.83739298,0,61.36938473,12382,0,0,0,0,1,6286.57,0,1,3290,48309,1
"4847",2014,48309001900,59.3333333333333,0,21.7,4302,1862,1272,861,615,13721,1553,247,1306,1553,57000,11.318676,380.0797903,0,80.01236741,0,79.53483257,7099,0,0,0,0,0,0,0,0,1872,48309,1
"4848",2014,48309003802,96,0,39.6,5913,4310,261,1260,1553,43901,2116,1735,381,2116,81900,212.595116,27.81343293,0,61.13899063,0,60.20646616,20718,0,0,0,0,0,0,0,0,2413,48309,1
"4849",2014,48315950400,93,0,45.8,2287,1250,958,52,561,33047,945,632,313,945,107900,38.11435,60.00364692,0,79.57664711,0,79.10320559,23731,0,0,0,0,1,0,0,1,1179,48315,2
"4850",2014,48319950100,98,0,50,2006,1150,0,723,494,35142,883,692,191,883,102200,11.619038,172.6476839,0,97.66854595,0,97.70715346,21794,0,0,0,0,0,0,0,0,1083,48319,2
"4851",2014,48319950200,98,0,50.6,2055,1792,0,258,660,65038,795,686,109,795,285400,2393.970715,0.858406491,0,55.58792751,0,54.61318524,33094,0,0,0,0,2,70000,20000,2,1604,48319,2
"4852",2014,48323950205,99,0,26.6,9357,95,0,9262,1977,32163,2376,1971,405,2376,65200,13.755118,680.2558873,0,85.74638036,0,87.1831528,11680,0,0,0,0,6,141435.51,940.5,6,2570,48323,2
"4853",2014,48323950300,99,0,34.8,7574,499,28,6958,2028,56133,2378,1763,615,2378,130700,3.893688,1945.199513,0,72.918798,0,83.32187826,21262,1,6966.35,0,1,12,221971.59,4606.31,12,2502,48323,2
"4854",2014,48323950400,95.5,0,35.9,3540,94,7,3427,930,23682,1317,614,703,1317,93700,1.555546,2275.728265,0,91.29049137,0,91.10903393,14622,0,0,0,0,19,445953.66,47383.68,19,1482,48323,2
"4855",2014,48323950500,95.8,0,29,6290,189,0,6033,1553,21636,1894,821,1073,1894,106200,7.18282,875.7006301,0,91.06811587,0,90.89047122,14791,0,0,0,0,1,0,0,1,2136,48323,2
"4856",2014,48325000800,97,0,37.8,6881,2996,21,3709,1812,46738,2385,1726,659,2385,100600,226.075381,30.43675065,0,95.20929309,0,95.5778853,20741,0,0,0,0,1,9941.76,0,1,2674,48325,1
"4857",2014,48329000600,97,0,32.9,4125,2181,309,1511,1069,66488,1552,1190,362,1552,153400,2.999187,1375.372726,0,66.65556771,0,65.77775334,42070,0,0,0,0,1,6926.34,790.02,1,1941,48329,1
"4858",2014,48329010113,82,0,33.4,10252,7216,38,2794,2936,80916,3533,3187,346,3533,152800,1122.700012,9.131557754,0,74.4863303,0,75.73266619,35053,0,0,0,0,1,1180,0,1,3791,48329,1
"4859",2014,48331950800,87,0,42.4,2919,2242,80,532,803,49500,1180,891,289,1180,100400,317.646785,9.189452366,0,54.15911056,0,53.21520867,26009,0,0,0,0,0,0,0,0,1390,48331,1
"4860",2014,48333950200,94,0,42.9,3129,2579,2,544,804,43528,1141,905,236,1141,88400,601.854477,5.19893117,0,0,0,0,22054,0,0,0,0,0,0,0,0,1647,48333,2
"4861",2014,48343950200,99,0,44.3,5738,3685,1250,577,1762,42426,2193,1559,634,2193,69000,292.275847,19.63213881,0,69.35380298,0,68.58882718,19705,0,0,0,0,1,11153.94,0,1,2619,48343,2
"4862",2014,48343950300,99,0,36,2491,1456,724,302,671,37849,908,602,306,908,61300,8.95143,278.2795598,0,60.69423964,0,59.73222632,19124,0,0,0,0,0,0,0,0,1048,48343,2
"4863",2014,48347950100,90,0,38.3,2418,1899,208,209,610,47904,1007,629,378,1007,100700,228.494769,10.58229915,0,67.2501548,0,66.36746027,25632,0,0,0,0,0,0,0,0,1220,48347,2
"4864",2014,48347951000,68,0,23.9,5174,2661,1272,965,893,23993,2141,409,1732,2141,102800,20.699526,249.9574145,0,80.24499324,0,80.45582009,15850,0,0,0,0,0,0,0,0,2452,48347,2
"4865",2014,48349970400,76,0,45.9,4249,3465,105,607,1163,42250,1639,1352,287,1639,89500,409.681847,10.37146271,0,95.531085,0,95.49540881,21727,0,0,0,0,0,0,0,0,1944,48349,1
"4866",2014,48349970500,70,0,36.6,4304,2538,530,1106,1080,39814,1725,984,741,1725,114100,3.446885,1248.663648,0,99.00109404,0,99.04602188,21751,0,0,0,0,24,1281394.07,89332.77,24,1821,48349,2
"4867",2014,48349970600,87,0,44.5,3382,2267,845,160,1016,36679,1381,987,394,1381,61300,430.967382,7.847461644,0,99.75856172,0,99.75806895,24104,0,0,0,0,1,18032.1,0,1,1789,48349,2
"4868",2014,48349971000,94,0,44,3492,2495,141,810,891,38542,1368,963,405,1368,68100,603.094459,5.79013776,0,96.30999382,0,96.31604993,19729,0,0,0,0,0,0,0,0,1749,48349,2
"4869",2014,48351950200,96,0,38,5152,3467,1437,188,1043,30660,1865,1315,550,1865,72900,857.482988,6.008282464,0,92.38208673,0,93.86649805,18036,0,0,0,0,46,1624471.63,414495.46,46,2730,48351,2
