DEVELOPMENT_ID,block_group,county,tract,age_c,total_pop_c,total_white_c,total_black_c,total_hispanic_c,poverty_c,income_c,public_assistance_c,owner_c,renter_c,vehicles_c,prop_value_c,year
LA130000001,220550019073,22055,22055001907,31.6,3472,3044,294,101,901,81652,1088,996,92,1088,150400,2020
GA006000772,131210021002,13121,13121002100,35.1,4100,879,2523,193,418,26438,1027,237,790,1027,227700,2010
GA006000772,131210021002,13121,13121002100,22.4,3807,1579,1724,80,430,30662,1024,319,705,1024,227800,2011
GA006000772,131210021002,13121,13121002100,26.3,3308,1327,1669,38,345,27447,958,266,692,958,226000,2012
GA006000772,131210021002,13121,13121002100,30.9,2931,1084,1595,29,344,35250,870,307,563,870,201500,2013
GA006000772,131210021002,13121,13121002100,32.5,2851,1026,1579,30,358,32279,907,319,588,907,195700,2014
GA006000772,131210021002,13121,13121002100,33.4,2785,764,1852,23,375,37627,960,344,616,960,212500,2015
GA006000772,131210021002,13121,13121002100,33.4,2587,666,1708,41,341,38068,904,322,582,904,223900,2016
GA006000772,131210021002,13121,13121002100,35.5,2640,740,1575,93,391,51250,871,360,511,871,243700,2017
GA006000772,131210021002,13121,13121002100,36.7,2463,680,1500,79,324,47917,878,314,564,878,238200,2018
GA006000772,131210021002,13121,13121002100,40.9,2409,775,1278,121,299,68618,885,378,507,885,245500,2019
GA006000772,131210021002,13121,13121002100,45.6,2245,662,1189,127,289,83151,1039,495,544,1039,241500,2020
GA006000770,131210019011,13121,13121001901,20.5,3427,1364,905,196,76,25378,173,0,173,173,NA,2020
DC001001830,110010048013,11001,11001004801,39.3,1760,535,876,193,239,76618,900,510,390,900,551600,2010
DC001001830,110010048013,11001,11001004801,39.4,1784,599,900,142,217,82866,947,528,419,947,569900,2011
DC001001830,110010048013,11001,11001004801,39.5,2018,667,1087,134,292,84875,1039,570,469,1039,573500,2012
DC001001830,110010048013,11001,11001004801,38.7,2148,663,1109,74,275,86629,1015,496,519,1015,568700,2013
DC001001830,110010048013,11001,11001004801,36.6,2138,715,1025,107,290,99808,958,405,553,958,557400,2014
DC001001830,110010048013,11001,11001004801,37.3,2223,782,1055,147,331,103273,1062,450,612,1062,580800,2015
DC001001830,110010048013,11001,11001004801,33.1,2560,1023,1063,183,377,106806,1123,434,689,1123,601600,2016
DC001001830,110010048013,11001,11001004801,32,2725,1128,988,216,377,109601,1135,429,706,1135,633500,2017
DC001001830,110010048013,11001,11001004801,31.1,2900,1418,999,240,414,115625,1191,448,743,1191,682500,2018
DC001001830,110010048013,11001,11001004801,32.6,2999,1647,882,292,432,118571,1236,533,703,1236,769900,2019
DC001001830,110010048013,11001,11001004801,32.1,3138,1567,1116,288,490,109453,1227,456,771,1227,782300,2020
CA019000180,060710121011,06071,06071012101,42.3,5254,3168,740,962,1304,64781,1931,1345,586,1931,352100,2010
CA019000180,060710121011,06071,06071012101,43.7,5248,3126,557,1190,1305,68083,1909,1314,595,1909,341700,2011
CA019000180,060710121011,06071,06071012101,41.3,5087,2877,516,1352,1261,64647,1909,1183,726,1909,297400,2012
CA019000180,060710121011,06071,06071012101,36.6,5724,2769,630,1837,1425,60494,2057,1290,767,2057,257700,2013
CA019000180,060710121011,06071,06071012101,40.4,5445,2793,638,1526,1443,55491,1975,1327,648,1975,223700,2014
CA019000180,060710121011,06071,06071012101,42.5,5238,2584,565,1657,1437,50350,1959,1288,671,1959,240700,2015
CA019000180,060710121011,06071,06071012101,42.4,5374,2925,640,1488,1498,48373,2009,1245,764,2009,234400,2016
CA019000180,060710121011,06071,06071012101,42.7,5511,3038,702,1260,1580,59091,2030,1307,723,2030,284900,2017
CA019000180,060710121011,06071,06071012101,42.1,5564,3083,658,1193,1501,64107,1980,1232,748,1980,307900,2018
CA019000180,060710121011,06071,06071012101,38.6,5860,3181,621,1309,1454,64250,1973,1161,812,1973,316000,2019
CA019000180,060710121011,06071,06071012101,36.5,6658,3287,818,1722,1632,82018,2074,1340,734,2074,333900,2020
LA101000001,220630406014,22063,22063040601,38.2,4015,3045,734,236,1137,54976,1602,1055,547,1602,146900,2020
LA047000001,221139510022,22113,22113951002,39.6,3352,2889,303,156,931,45225,1213,1025,188,1213,95100,2010
LA047000001,221139510022,22113,22113951002,40.1,3626,3073,362,184,1050,46875,1310,1129,181,1310,97900,2011
LA047000001,221139510022,22113,22113951002,37.5,3749,3344,184,193,1069,54554,1366,1101,265,1366,117700,2012
LA047000001,221139510022,22113,22113951002,40.5,3558,3063,278,184,992,48015,1376,1107,269,1376,100200,2013
LA047000001,221139510022,22113,22113951002,39.3,3773,3286,350,111,1030,49804,1386,1068,318,1386,104300,2014
LA047000001,221139510022,22113,22113951002,40.1,3745,3206,322,150,1084,49283,1461,1068,393,1461,102600,2015
LA047000001,221139510022,22113,22113951002,40.3,3507,3068,248,128,986,50161,1370,1026,344,1370,96900,2016
LA047000001,221139510022,22113,22113951002,41.6,3385,2932,291,115,941,49452,1302,1013,289,1302,90300,2017
LA047000001,221139510022,22113,22113951002,39.8,3408,3022,253,110,907,49550,1261,983,278,1261,100800,2018
LA047000001,221139510022,22113,22113951002,41.6,3347,2953,275,76,912,51186,1269,1015,254,1269,103000,2019
LA047000001,221139510022,22113,22113951002,41.3,3673,3179,294,31,899,53086,1265,1065,200,1265,98400,2020
LA001007303,220710069001,22071,22071006900,38.9,773,0,773,0,183,9583,328,11,317,328,9999,2010
LA001007303,220710069001,22071,22071006900,34.6,852,0,852,0,216,12865,361,10,351,361,9999,2011
LA001007303,220710069001,22071,22071006900,38.2,720,0,720,0,164,10337,313,4,309,313,NA,2012
LA001007303,220710069001,22071,22071006900,38,780,0,772,8,149,11635,305,2,303,305,NA,2013
LA001007303,220710069001,22071,22071006900,34.1,797,0,790,7,162,13233,275,6,269,275,NA,2014
LA001007303,220710069001,22071,22071006900,28.1,891,0,876,10,179,14483,290,7,283,290,NA,2015
LA001007303,220710069001,22071,22071006900,25.9,775,0,761,9,165,13846,272,7,265,272,NA,2016
LA001007303,220710069001,22071,22071006900,23,874,0,841,15,194,15441,302,8,294,302,NA,2017
LA001007303,220710069001,22071,22071006900,22.5,1025,0,998,8,209,18831,315,9,306,315,NA,2018
LA001007303,220710069001,22071,22071006900,22.5,1265,0,1235,8,240,18594,403,16,387,403,NA,2019
LA001007303,220710069001,22071,22071006900,22.5,1254,0,1211,12,180,27656,391,18,373,391,181800,2020
NC013000013,370630010014,37063,37063001001,32.9,3195,160,1886,1081,720,25025,1175,390,785,1175,76700,2010
NC013000013,370630010014,37063,37063001001,33.9,3392,149,2324,836,768,24000,1258,411,847,1258,76800,2011
NC013000013,370630010014,37063,37063001001,30.8,4266,183,2458,1329,864,22585,1288,329,959,1288,74600,2012
NC013000013,370630010014,37063,37063001001,29.6,4621,257,2445,1551,830,25053,1266,319,947,1266,75400,2013
NC013000013,370630010014,37063,37063001001,33,4231,248,2909,606,791,29018,1303,363,940,1303,87100,2014
NC013000013,370630010014,37063,37063001001,31.5,4330,368,2733,744,821,30179,1275,373,902,1275,82800,2015
NC013000013,370630010014,37063,37063001001,33,4377,405,2437,1128,829,30938,1262,300,962,1262,69800,2016
NC013000013,370630010014,37063,37063001001,37.3,3801,371,2577,736,782,30800,1308,330,978,1308,87100,2017
NC013000013,370630010014,37063,37063001001,36.1,4136,384,2622,1042,805,29048,1402,348,1054,1402,95000,2018
NC013000013,370630010014,37063,37063001001,32.7,3706,466,2167,972,836,30595,1360,355,1005,1360,99600,2019
NC013000013,370630010014,37063,37063001001,33.2,3825,529,1874,1279,960,27404,1511,524,987,1511,NA,2020
PA002000129,421010141001,42101,42101014100,35.4,2279,268,1466,326,382,14583,851,156,695,851,111800,2010
PA002000129,421010141001,42101,42101014100,34.9,1806,311,1248,119,288,14491,845,151,694,845,101300,2011
PA002000129,421010141001,42101,42101014100,34.4,1947,299,1416,107,347,19808,870,175,695,870,112500,2012
PA002000129,421010141001,42101,42101014100,30.9,2098,232,1427,134,354,18068,830,175,655,830,121900,2013
PA002000129,421010141001,42101,42101014100,31.9,2181,315,1350,164,349,18086,925,174,751,925,112500,2014
PA002000129,421010141001,42101,42101014100,36.7,2153,310,1232,183,360,14951,931,185,746,931,214200,2015
PA002000129,421010141001,42101,42101014100,34.2,2510,283,1464,234,449,19167,1000,245,755,1000,203800,2016
PA002000129,421010141001,42101,42101014100,36.1,2695,336,1462,272,412,21750,1043,297,746,1043,206200,2017
PA002000129,421010141001,42101,42101014100,38,2797,448,1786,234,341,22917,1109,329,780,1109,229400,2018
PA002000129,421010141001,42101,42101014100,40.6,2659,472,1769,144,328,27621,1131,365,766,1131,222700,2019
PA002000129,421010141001,42101,42101014100,39.4,2674,433,1832,109,308,21917,1180,290,890,1180,226000,2020
MA003000301,250173524001,25017,25017352400,29.8,2160,825,719,481,518,29315,844,132,712,844,385700,2010
MA003000301,250173524001,25017,25017352400,29.1,2088,775,738,366,556,30689,789,115,674,789,357400,2011
MA003000301,250173524001,25017,25017352400,29.5,1931,810,571,301,453,34696,753,118,635,753,448000,2012
MA003000301,250173524001,25017,25017352400,29.4,2018,797,649,275,467,35764,738,115,623,738,441700,2013
MA003000301,250173524001,25017,25017352400,30,1998,749,601,269,464,36842,728,127,601,728,498300,2014
MA003000301,250173524001,25017,25017352400,30.3,2041,782,663,298,512,43750,757,148,609,757,504000,2015
MA003000301,250173524001,25017,25017352400,30.5,2087,688,670,383,488,39698,779,161,618,779,486500,2016
MA003000301,250173524001,25017,25017352400,31,2075,665,742,354,511,46250,748,170,578,748,558300,2017
MA003000301,250173524001,25017,25017352400,30.2,2132,723,739,332,517,65862,754,189,565,754,594300,2018
MA003000301,250173524001,25017,25017352400,29.6,2086,767,732,288,495,68875,750,193,557,750,584600,2019
MA003000301,250173524001,25017,25017352400,27.7,1713,394,762,274,336,65446,598,109,489,598,633900,2020
PA002000132,421010278003,42101,42101027800,41.4,4357,0,4224,42,938,30625,2076,1005,1071,2076,92300,2010
PA002000132,421010278003,42101,42101027800,36.5,5163,70,5020,33,1188,30647,1977,913,1064,1977,91000,2011
PA002000132,421010278003,42101,42101027800,41.8,4726,119,4430,141,1127,31492,1977,1017,960,1977,92200,2012
PA002000132,421010278003,42101,42101027800,42,4560,163,4261,136,1081,30789,1991,956,1035,1991,91600,2013
PA002000132,421010278003,42101,42101027800,42.1,4435,126,4061,248,1038,29970,1974,901,1073,1974,97300,2014
PA002000132,421010278003,42101,42101027800,41.3,4836,105,4408,317,1068,29573,2011,917,1094,2011,95400,2015
PA002000132,421010278003,42101,42101027800,37.1,4507,129,4079,296,924,29063,1919,923,996,1919,103900,2016
PA002000132,421010278003,42101,42101027800,37.2,4591,117,4158,278,904,32440,1912,971,941,1912,118000,2017
PA002000132,421010278003,42101,42101027800,35.8,4582,64,4191,271,927,33858,1827,1009,818,1827,118600,2018
PA002000132,421010278003,42101,42101027800,34.4,4564,92,4300,94,962,31273,1791,956,835,1791,122600,2019
PA002000132,421010278003,42101,42101027800,34.1,4473,89,4258,51,981,43352,1752,870,882,1752,130100,2020
PA002000100,421019800011,42101,42101980001,NA,0,0,0,0,0,NA,0,0,0,0,NA,2020
OH005000001,391131652002,39113,39113165200,46.6,1900,650,1089,95,307,20985,1326,171,1155,1326,152800,2010
OH005000001,391131652002,39113,39113165200,47.1,1882,623,1116,93,332,22203,1280,178,1102,1280,159400,2011
OH005000001,391131652002,39113,39113165200,47.5,1814,690,1013,78,303,20761,1198,185,1013,1198,153100,2012
OH005000001,391131652002,39113,39113165200,48.6,1764,733,941,25,263,20952,1240,229,1011,1240,154900,2013
OH005000001,391131652002,39113,39113165200,49.9,1667,721,861,25,252,19006,1159,212,947,1159,131300,2014
OH005000001,391131652002,39113,39113165200,55.9,1680,791,736,25,280,20303,1130,236,894,1130,135900,2015
OH005000001,391131652002,39113,39113165200,54.5,1693,802,730,23,269,20816,1164,233,931,1164,129700,2016
OH005000001,391131652002,39113,39113165200,54.4,1550,742,641,21,254,21049,1101,252,849,1101,159900,2017
OH005000001,391131652002,39113,39113165200,51.9,1548,751,643,41,231,21386,1085,217,868,1085,163900,2018
OH005000001,391131652002,39113,39113165200,50.8,1523,661,671,54,209,21979,1143,207,936,1143,172400,2019
OH005000001,391131652002,39113,39113165200,41.5,1579,765,628,44,159,22551,1108,231,877,1108,157400,2020
GA006000771,131210019011,13121,13121001901,20.5,3427,1364,905,196,76,25378,173,0,173,173,NA,2020
OH005000007,391130041001,39113,39113004100,39.5,2405,7,2389,0,560,24280,1117,513,604,1117,63900,2010
OH005000007,391130041001,39113,39113004100,38.3,2303,39,2158,0,549,18571,1036,474,562,1036,60300,2011
OH005000007,391130041001,39113,39113004100,38.5,2288,48,2138,0,498,21513,1047,537,510,1047,55800,2012
OH005000007,391130041001,39113,39113004100,34.4,2346,37,2207,0,512,22656,1090,573,517,1090,50100,2013
OH005000007,391130041001,39113,39113004100,34.4,2343,48,2189,0,561,16322,1085,467,618,1085,58500,2014
OH005000007,391130041001,39113,39113004100,35.5,2071,38,1950,0,485,11605,1093,345,748,1093,44200,2015
OH005000007,391130041001,39113,39113004100,33.8,2144,49,2086,0,570,13825,1103,398,705,1103,55200,2016
OH005000007,391130041001,39113,39113004100,31,2343,62,2272,0,626,16083,1022,382,640,1022,48300,2017
OH005000007,391130041001,39113,39113004100,31.1,2259,51,2199,0,586,19782,949,349,600,949,48200,2018
OH005000007,391130041001,39113,39113004100,32,2075,82,1960,0,540,21517,899,376,523,899,48100,2019
OH005000007,391130041001,39113,39113004100,30.5,2131,76,2021,0,578,26429,846,345,501,846,44500,2020
LA034000001,221139508003,22113,22113950800,28.4,5335,1763,3223,98,1388,24766,2201,1044,1157,2201,64900,2010
LA034000001,221139508003,22113,22113950800,27.8,5391,1748,3290,189,1385,23873,1975,1079,896,1975,65600,2011
LA034000001,221139508003,22113,22113950800,27.6,5512,1556,3602,328,1281,24599,1982,1164,818,1982,66500,2012
LA034000001,221139508003,22113,22113950800,32,4842,1434,3235,114,1216,21718,1838,980,858,1838,68100,2013
LA034000001,221139508003,22113,22113950800,28.4,5107,1513,3372,130,1144,22294,1734,982,752,1734,64600,2014
LA034000001,221139508003,22113,22113950800,30.9,5341,1566,3540,137,1168,21597,1841,1017,824,1841,63000,2015
LA034000001,221139508003,22113,22113950800,32.3,5179,1550,3419,86,1167,21530,1807,952,855,1807,61400,2016
LA034000001,221139508003,22113,22113950800,35.6,5245,1498,3538,62,1218,23313,1819,971,848,1819,64100,2017
LA034000001,221139508003,22113,22113950800,34.3,5650,1830,3689,29,1200,28724,1836,1061,775,1836,71600,2018
LA034000001,221139508003,22113,22113950800,35.5,5581,2159,3252,43,1146,30278,1924,1057,867,1924,70800,2019
LA034000001,221139508003,22113,22113950800,37.1,4966,1686,3060,146,1166,28667,1850,942,908,1850,58400,2020
TX408000001,484759502001,48475,48475950200,36.8,3818,2096,303,1324,1085,46810,1370,1035,335,1370,67700,2010
TX408000001,484759502001,48475,48475950200,34.2,3928,2109,161,1580,1055,44929,1378,1078,300,1378,73100,2011
TX408000001,484759502001,48475,48475950200,31.1,4040,1734,198,1995,1030,41316,1368,1110,258,1368,74700,2012
TX408000001,484759502001,48475,48475950200,31.8,4243,1706,190,2235,1009,47938,1407,1119,288,1407,77700,2013
TX408000001,484759502001,48475,48475950200,30.7,4381,1801,147,2300,1041,46250,1458,1130,328,1458,102500,2014
TX408000001,484759502001,48475,48475950200,31.7,4465,1718,157,2479,1007,50962,1420,1161,259,1420,98100,2015
TX408000001,484759502001,48475,48475950200,30.9,4437,1818,253,2262,990,70795,1384,1097,287,1384,111400,2016
TX408000001,484759502001,48475,48475950200,33.7,4389,1784,278,2264,1054,75616,1416,1089,327,1416,110200,2017
TX408000001,484759502001,48475,48475950200,35.3,4305,1741,272,2210,1028,77538,1398,1075,323,1398,108500,2018
TX408000001,484759502001,48475,48475950200,30.8,4293,1717,253,2201,974,77997,1369,985,384,1369,125600,2019
TX408000001,484759502001,48475,48475950200,30.4,4374,1789,207,2285,1001,80520,1402,994,408,1402,140100,2020
MS005000015,280470006002,28047,28047000600,41.5,1647,1582,31,0,410,50455,712,462,250,712,134800,2010
MS005000015,280470006002,28047,28047000600,46.1,1630,1554,40,7,388,45938,704,453,251,704,125800,2011
MS005000015,280470006002,28047,28047000600,43.6,1594,1442,102,10,381,41375,695,427,268,695,142000,2012
MS005000015,280470006002,28047,28047000600,45.9,1443,1295,79,13,340,41926,642,395,247,642,120100,2013
MS005000015,280470006002,28047,28047000600,47.9,1269,1131,74,28,292,44926,639,360,279,639,114300,2014
MS005000015,280470006002,28047,28047000600,48.8,1207,1050,68,37,263,43542,632,347,285,632,131000,2015
MS005000015,280470006002,28047,28047000600,46.9,1193,1046,69,26,254,45197,619,330,289,619,139800,2016
MS005000015,280470006002,28047,28047000600,43.9,1293,1155,15,96,295,44942,612,319,293,612,132600,2017
MS005000015,280470006002,28047,28047000600,45.1,1351,1117,77,122,302,45762,645,310,335,645,134000,2018
MS005000015,280470006002,28047,28047000600,45.4,1302,1019,70,160,316,47442,586,326,260,586,144000,2019
MS005000015,280470006002,28047,28047000600,44.6,1249,984,63,178,343,46536,541,326,215,541,158300,2020
AR102000001,050719518002,05071,05071951800,38.7,4637,4266,0,284,1243,25390,1712,1231,481,1712,71100,2010
AR102000001,050719518002,05071,05071951800,38.1,4815,4579,0,136,1331,26218,1859,1315,544,1859,66900,2011
AR102000001,050719518002,05071,05071951800,39.1,4531,4312,0,103,1218,26496,1821,1290,531,1821,62000,2012
AR102000001,050719518002,05071,05071951800,39,4535,4206,0,185,1251,29946,1851,1353,498,1851,60600,2013
AR102000001,050719518002,05071,05071951800,38.5,4637,4339,0,133,1241,28024,1823,1348,475,1823,62500,2014
AR102000001,050719518002,05071,05071951800,38.9,4729,4451,0,76,1247,31462,1850,1411,439,1850,68300,2015
AR102000001,050719518002,05071,05071951800,38.8,4778,4388,0,93,1309,36680,1858,1454,404,1858,75300,2016
AR102000001,050719518002,05071,05071951800,39.4,4922,4500,0,88,1369,35168,1885,1508,377,1885,86600,2017
AR102000001,050719518002,05071,05071951800,42.8,4963,4749,0,87,1436,34227,1990,1633,357,1990,89900,2018
AR102000001,050719518002,05071,05071951800,43.2,5010,4679,0,106,1337,35523,1909,1513,396,1909,92200,2019
AR102000001,050719518002,05071,05071951800,40.6,4912,4142,0,516,1275,40536,1725,1377,348,1725,96800,2020
FL005000847,120860105014,12086,12086010501,39.2,5658,150,2142,3250,1156,32246,1728,634,1094,1728,224900,2020
FL005000049,120860010045,12086,12086001004,31.4,4844,21,3796,1013,1124,26180,1545,591,954,1545,124300,2010
FL005000049,120860010045,12086,12086001004,31.9,5062,66,4001,977,1157,26403,1498,613,885,1498,143800,2011
FL005000049,120860010045,12086,12086001004,29.1,5090,66,4018,978,1170,24981,1509,449,1060,1509,119700,2012
FL005000049,120860010045,12086,12086001004,30.2,5246,93,4035,1093,1199,26082,1685,497,1188,1685,107700,2013
FL005000049,120860010045,12086,12086001004,28.6,6003,87,4824,1068,1313,26360,1800,517,1283,1800,112100,2014
FL005000049,120860010045,12086,12086001004,26.1,6589,170,5515,894,1312,22708,1815,350,1465,1815,86700,2015
FL005000049,120860010045,12086,12086001004,30,6742,181,5419,1112,1390,23708,1964,390,1574,1964,120800,2016
FL005000049,120860010045,12086,12086001004,28.6,7075,245,5610,1178,1375,27371,1998,444,1554,1998,119400,2017
FL005000049,120860010045,12086,12086001004,28.7,6994,228,5108,1589,1463,26690,2095,471,1624,2095,130800,2018
FL005000049,120860010045,12086,12086001004,29.1,6713,75,4855,1703,1501,28500,2136,464,1672,2136,138800,2019
FL005000049,120860010045,12086,12086001004,30.1,6545,76,4698,1689,1527,32411,2273,443,1830,2273,137800,2020
FL005000838,120860024042,12086,12086002404,48.3,4602,27,560,3912,1074,16370,2323,166,2157,2323,352500,2010
FL005000838,120860024042,12086,12086002404,47.5,4989,72,524,4232,1089,16338,2254,126,2128,2254,226700,2011
FL005000838,120860024042,12086,12086002404,43.1,5634,60,691,4659,1125,16627,2172,156,2016,2172,255400,2012
FL005000838,120860024042,12086,12086002404,43.2,5177,95,652,4367,1072,15767,2044,147,1897,2044,216900,2013
FL005000838,120860024042,12086,12086002404,38.6,5031,68,633,4283,982,15170,1914,163,1751,1914,206400,2014
FL005000838,120860024042,12086,12086002404,38.4,4984,88,431,4465,925,15181,1971,161,1810,1971,154000,2015
FL005000838,120860024042,12086,12086002404,38.3,4790,86,437,4267,877,14029,2097,228,1869,2097,167100,2016
FL005000838,120860024042,12086,12086002404,39,5066,183,271,4569,973,16083,2161,300,1861,2161,173400,2017
FL005000838,120860024042,12086,12086002404,39.6,5609,200,360,5014,1143,17002,2295,350,1945,2295,253000,2018
FL005000838,120860024042,12086,12086002404,40.1,5986,199,322,5432,1242,18313,2494,348,2146,2494,252800,2019
FL005000838,120860024042,12086,12086002404,40.3,6261,188,190,5850,1407,21554,2604,326,2278,2604,245000,2020
FL005000853,120860030011,12086,12086003001,36.8,2506,359,449,1503,427,23866,1199,272,927,1199,262300,2010
FL005000853,120860030011,12086,12086003001,40,2542,353,614,1329,400,25074,1148,251,897,1148,250600,2011
FL005000853,120860030011,12086,12086003001,40.9,2464,411,493,1294,381,25417,1035,250,785,1035,244300,2012
FL005000853,120860030011,12086,12086003001,38.3,2402,380,707,1113,361,21354,940,211,729,940,167200,2013
FL005000853,120860030011,12086,12086003001,38.6,2253,410,584,1041,395,18185,935,227,708,935,121500,2014
FL005000853,120860030011,12086,12086003001,42.6,2183,468,553,1029,367,17958,909,181,728,909,225000,2015
FL005000853,120860030011,12086,12086003001,43.6,2023,512,404,1030,339,18321,947,139,808,947,270200,2016
FL005000853,120860030011,12086,12086003001,39.1,2369,464,497,1378,450,24087,1058,176,882,1058,308000,2017
FL005000853,120860030011,12086,12086003001,43.8,2419,544,377,1452,503,25476,1146,236,910,1146,338600,2018
FL005000853,120860030011,12086,12086003001,41.7,2497,470,410,1517,524,32823,1168,231,937,1168,341300,2019
FL005000853,120860030011,12086,12086003001,41.8,3029,488,368,2032,678,25608,1388,321,1067,1388,425500,2020
FL005000832,120860036061,12086,12086003606,54.2,1929,298,82,1491,413,14079,1170,0,1170,1170,NA,2020
FL005000817,120860018031,12086,12086001803,25,3178,50,2409,719,552,12957,1228,275,953,1228,173200,2010
FL005000817,120860018031,12086,12086001803,31.4,2838,51,2106,681,544,15263,1170,303,867,1170,165600,2011
FL005000817,120860018031,12086,12086001803,32.1,2945,53,2158,734,544,12744,1166,252,914,1166,123400,2012
FL005000817,120860018031,12086,12086001803,31.1,2927,36,2173,718,494,12425,1145,165,980,1145,115500,2013
FL005000817,120860018031,12086,12086001803,27.7,3234,32,2225,977,540,12575,1123,148,975,1123,95800,2014
FL005000817,120860018031,12086,12086001803,29.1,3247,16,2324,907,546,11787,1181,141,1040,1181,91500,2015
FL005000817,120860018031,12086,12086001803,29.9,3295,6,2385,896,502,12654,1232,139,1093,1232,94300,2016
FL005000817,120860018031,12086,12086001803,32,3010,200,1970,829,514,13704,1202,151,1051,1202,159800,2017
FL005000817,120860018031,12086,12086001803,36.4,2982,202,1883,885,498,13881,1198,145,1053,1198,NA,2018
FL005000817,120860018031,12086,12086001803,34.3,3175,213,2028,923,578,16341,1200,146,1054,1200,164500,2019
FL005000817,120860018031,12086,12086001803,31.2,3191,286,1839,1041,508,17265,1244,172,1072,1244,162700,2020
FL005000833,120860030011,12086,12086003001,36.8,2506,359,449,1503,427,23866,1199,272,927,1199,262300,2010
FL005000833,120860030011,12086,12086003001,40,2542,353,614,1329,400,25074,1148,251,897,1148,250600,2011
FL005000833,120860030011,12086,12086003001,40.9,2464,411,493,1294,381,25417,1035,250,785,1035,244300,2012
FL005000833,120860030011,12086,12086003001,38.3,2402,380,707,1113,361,21354,940,211,729,940,167200,2013
FL005000833,120860030011,12086,12086003001,38.6,2253,410,584,1041,395,18185,935,227,708,935,121500,2014
FL005000833,120860030011,12086,12086003001,42.6,2183,468,553,1029,367,17958,909,181,728,909,225000,2015
FL005000833,120860030011,12086,12086003001,43.6,2023,512,404,1030,339,18321,947,139,808,947,270200,2016
FL005000833,120860030011,12086,12086003001,39.1,2369,464,497,1378,450,24087,1058,176,882,1058,308000,2017
FL005000833,120860030011,12086,12086003001,43.8,2419,544,377,1452,503,25476,1146,236,910,1146,338600,2018
FL005000833,120860030011,12086,12086003001,41.7,2497,470,410,1517,524,32823,1168,231,937,1168,341300,2019
FL005000833,120860030011,12086,12086003001,41.8,3029,488,368,2032,678,25608,1388,321,1067,1388,425500,2020
FL005000822,120860018031,12086,12086001803,25,3178,50,2409,719,552,12957,1228,275,953,1228,173200,2010
FL005000822,120860018031,12086,12086001803,31.4,2838,51,2106,681,544,15263,1170,303,867,1170,165600,2011
FL005000822,120860018031,12086,12086001803,32.1,2945,53,2158,734,544,12744,1166,252,914,1166,123400,2012
FL005000822,120860018031,12086,12086001803,31.1,2927,36,2173,718,494,12425,1145,165,980,1145,115500,2013
FL005000822,120860018031,12086,12086001803,27.7,3234,32,2225,977,540,12575,1123,148,975,1123,95800,2014
FL005000822,120860018031,12086,12086001803,29.1,3247,16,2324,907,546,11787,1181,141,1040,1181,91500,2015
FL005000822,120860018031,12086,12086001803,29.9,3295,6,2385,896,502,12654,1232,139,1093,1232,94300,2016
FL005000822,120860018031,12086,12086001803,32,3010,200,1970,829,514,13704,1202,151,1051,1202,159800,2017
FL005000822,120860018031,12086,12086001803,36.4,2982,202,1883,885,498,13881,1198,145,1053,1198,NA,2018
FL005000822,120860018031,12086,12086001803,34.3,3175,213,2028,923,578,16341,1200,146,1054,1200,164500,2019
FL005000822,120860018031,12086,12086001803,31.2,3191,286,1839,1041,508,17265,1244,172,1072,1244,162700,2020
FL080000006,120990039021,12099,12099003902,33.6,5090,1475,1181,2253,1231,37254,1754,1079,675,1754,183500,2010
FL080000006,120990039021,12099,12099003902,35.2,5115,1378,1089,2457,1234,36052,1793,1087,706,1793,165200,2011
FL080000006,120990039021,12099,12099003902,33.5,5622,1641,1198,2580,1279,37277,1836,1065,771,1836,137300,2012
FL080000006,120990039021,12099,12099003902,32.6,5978,1748,1491,2537,1275,39572,1822,1077,745,1822,116500,2013
FL080000006,120990039021,12099,12099003902,33.4,6681,1958,1626,2936,1395,44630,1880,1157,723,1880,107500,2014
FL080000006,120990039021,12099,12099003902,32.6,6645,1965,1527,2981,1453,45030,1931,1076,855,1931,120700,2015
FL080000006,120990039021,12099,12099003902,32.8,6217,1858,1482,2658,1426,50349,1837,1074,763,1837,154200,2016
FL080000006,120990039021,12099,12099003902,32.9,6420,2039,1536,2616,1465,53167,1826,1100,726,1826,167400,2017
FL080000006,120990039021,12099,12099003902,37.8,6289,1895,1331,2838,1473,53844,1890,1101,789,1890,186400,2018
FL080000006,120990039021,12099,12099003902,39.2,6105,1546,1315,2966,1482,61343,1887,1118,769,1887,228300,2019
FL080000006,120990039021,12099,12099003902,34.8,6220,2024,1130,2762,1469,63934,1802,1113,689,1802,219600,2020
FL005000837,120860024042,12086,12086002404,48.3,4602,27,560,3912,1074,16370,2323,166,2157,2323,352500,2010
FL005000837,120860024042,12086,12086002404,47.5,4989,72,524,4232,1089,16338,2254,126,2128,2254,226700,2011
FL005000837,120860024042,12086,12086002404,43.1,5634,60,691,4659,1125,16627,2172,156,2016,2172,255400,2012
FL005000837,120860024042,12086,12086002404,43.2,5177,95,652,4367,1072,15767,2044,147,1897,2044,216900,2013
FL005000837,120860024042,12086,12086002404,38.6,5031,68,633,4283,982,15170,1914,163,1751,1914,206400,2014
FL005000837,120860024042,12086,12086002404,38.4,4984,88,431,4465,925,15181,1971,161,1810,1971,154000,2015
FL005000837,120860024042,12086,12086002404,38.3,4790,86,437,4267,877,14029,2097,228,1869,2097,167100,2016
