"","DEVELOPMENT_ID","STATE_NAME","INSPECTION_SCORE","year","in_floodplain","STATEFP","COUNTYFP","TRACTCE","BLKGRPCE","blockgroup","ALAND_b","AWATER_b","tract","ALAND_tr","AWATER_tr","pct_poor_poc1","pct_poor_poc2","pct_white","pct_poor","pct_elderly","log_income_pc","pct_renter","pop_density","CFLD_RISKV10","coastal","IFLD_RISKV10","CFLD_RISKS","IFLD_RISKS","STCO"
"6677","IL089000200","IL",80,2014,0,"17","037","001300","1","170370013001",319659,0,"17037001300",2464676,29677,13.7288786482335,12.0775729646697,100,29.3007127721056,15.2173913043478,4.53757985251765,0.416,0.00129513012303736,NA,NA,815760.272148385,0,59.5413578167116,"17037"
"6678","IL025000007","IL",68,2014,0,"17","031","829700","2","170318297002",2573316,0,"17031829700",18453107,10136,34.2130518234165,33.3493282149712,0.554675118858954,34.3090211132438,11.648177496038,4.12691029460016,0.786813186813187,0.000490417811104427,0,1,1810845.28497428,0,90.5491913746631,"17031"
"6679","IL001000007","IL",81,2014,0,"17","163","500900","2","171635009002",742620,0,"17163500900",3023383,0,55.790277424281,52.3288368541614,3.76157407407407,57.6903423607563,7.06018518518518,3.93976877545335,0.771028037383178,0.00232689666316555,NA,NA,1510391.23948443,0,85.4489555256065,"17163"
"6680","IL032000001","IL",81,2014,0,"17","195","001700","3","171950017003",4679319,114835,"17195001700",18386667,1195163,6.09903381642512,4.86111111111111,72.3731884057971,22.3429951690821,17.3913043478261,4.24625231229932,0.195011337868481,0.0002359317669943,NA,NA,769543.992859391,0,56.3531839622642,"17195"
"6681","IL085000001","IL",99,2014,0,"17","095","000800","2","170950008002",911961,0,"17095000800",1493237,0,3.08370044052863,2.88037953236191,79.6388261851016,43.001786777844,16.3882618510158,3.93439744078099,0.956716417910448,0.00242883193469896,NA,NA,476441.624646567,0,32.1049528301887,"17095"
"6682","IL011000103","IL",91,2014,0,"17","183","000600","2","171830006002",561068,0,"17183000600",1979138,0,24.3295763699961,21.5312864360668,45.3074433656958,41.5079673532841,8.00970873786408,4.14875685132179,0.560913705583756,0.00220294153293362,NA,NA,380277.423622411,0,22.2477257412399,"17183"
"6683","IL089000300","IL",75,2014,0,"17","037","000600","3","170370006003",674643,0,"17037000600",5990509,184606,3.69965372699107,3.69965372699107,89.3063583815029,10.8062394286788,14.6435452793834,4.45952818358346,0.465250965250965,0.00153859152173816,NA,NA,1100373.65648147,0,73.8165431266846,"17037"
"6684","IL001000008","IL",71,2014,0,"17","163","500900","2","171635009002",742620,0,"17163500900",3023383,0,55.790277424281,52.3288368541614,3.76157407407407,57.6903423607563,7.06018518518518,3.93976877545335,0.771028037383178,0.00232689666316555,NA,NA,1510391.23948443,0,85.4489555256065,"17163"
"6685","IL009000001","IL",77,2014,0,"17","073","030800","2","170730308002",1026826,0,"17073030800",22374485,31720,9.24743126909192,8.44209941682866,65.6779661016949,27.7071051815079,6.35593220338983,4.11015182851827,0.620758483033932,0.00114917230377883,NA,NA,403881.668609201,0,24.7325640161725,"17073"
"6686","IL012000017","IL",94,2014,0,"17","115","003100","2","171150031002",842026,0,"17115003100",2435276,0,42.658349328215,38.8195777351248,16.9516728624535,66.6867469879518,4.75836431226766,3.91163693312944,0.806666666666667,0.00159733784942508,NA,NA,807021.411837663,0,59.0085916442049,"17115"
"6687","IL022000020","IL",74,2014,0,"17","201","002600","2","172010026002",782277,0,"17201002600",1477267,0,38.7798896382587,36.9711833231147,35.3156450137237,61.7338709677419,4.84903934126258,3.94091473758029,0.566666666666667,0.00139720329243989,NA,NA,1048842.12557954,0,71.8370956873315,"17201"
"6688","IL022000021","IL",70,2014,0,"17","201","002600","2","172010026002",782277,0,"17201002600",1477267,0,38.7798896382587,36.9711833231147,35.3156450137237,61.7338709677419,4.84903934126258,3.94091473758029,0.566666666666667,0.00139720329243989,NA,NA,1048842.12557954,0,71.8370956873315,"17201"
"6689","IL068000001","IL",74,2014,1,"17","193","958200","1","171939582001",218783657,5475428,"17193958200",468875169,7656213,0.247787610619469,0.141592920353982,95.978835978836,10.7414104882459,18.9417989417989,4.50131948692653,0.180904522613065,4.31933542458338e-06,NA,NA,1099232.57501301,0,73.7744272237197,"17193"
"6690","IL051000003","IL",83,2014,0,"17","113","005900","4","171130059004",426872,0,"17113005900",3516980,0,15.8864647320483,15.6322812963355,78.8583509513742,26.962457337884,21.3530655391121,4.29896218192012,0.755351681957186,0.00110806049588635,NA,NA,412514.914956115,0,25.7117587601078,"17113"
"6691","IL002033000","IL",90,2014,0,"17","031","420100","1","170314201001",761045,623125,"17031420100",761045,623125,40.359477124183,39.4607843137255,3.10457516339869,40.359477124183,19.3627450980392,4.23289450915601,0.94468085106383,0.00160831488282559,0.004325208755755,1,115667.823547584,55.7638136511376,1.24241913746631,"17031"
"6692","IL015001400","IL",93,2014,0,"17","119","400700","1","171194007001",1258414,4280,"17119400700",4711918,4874,39.9771559109081,39.0633923472301,1.93452380952381,40.7195888063963,10.4166666666667,4.05541655984049,0.584474885844749,0.000534005502163835,NA,NA,1155664.54801753,0,75.9939353099731,"17119"
"6693","IL015001300","IL",92,2014,0,"17","119","402100","1","171194021001",992683,0,"17119402100",4338848,618,21.9393939393939,16.9090909090909,12.5541125541126,28.1114551083591,15.8008658008658,3.93424588102307,0.662921348314607,0.000465405371100341,NA,NA,453837.638237723,0,30.0602257412399,"17119"
"6694","IL015000700","IL",89,2014,0,"17","119","400600","1","171194006001",1247999,0,"17119400600",2507704,0,33.8280766852195,32.9004329004329,23.3294255568581,42.1150278293135,8.32356389214537,4.03754601208583,0.328859060402685,0.000683494137415174,NA,NA,1121110.11598141,0,74.5809467654987,"17119"
"6695","IL015000611","IL",88,2014,0,"17","119","403502","3","171194035023",3775077,80741,"17119403502",22869251,593687,3.88349514563107,3.88349514563107,79.1683168316832,7.78422669853192,13.6237623762376,4.48019385068734,0.397930385700847,0.000668860529202451,NA,NA,789257.394388952,0,57.7409029649596,"17119"
"6696","IL006000006","IL",76,2014,0,"17","019","000200","2","170190002002",671376,0,"17019000200",1259573,0,28.494983277592,28.494983277592,15.031847133758,31.9490957803081,13.5031847133758,4.18574041757496,0.480818414322251,0.00116924048521246,NA,NA,388382.580648178,0,22.9636960916442,"17019"
"6697","IL051000001","IL",89,2014,0,"17","113","001403","3","171130014033",2365944,0,"17113001403",4822226,0,19.205298013245,18.9354917831739,33.7470907680372,27.113117632305,10.8611326609775,3.96004245572684,0.48661800486618,0.000544814247505435,NA,NA,1245539.75646715,0,79.4748146900269,"17113"
"6698","IL002032000","IL",88,2014,0,"17","031","420100","1","170314201001",761045,623125,"17031420100",761045,623125,40.359477124183,39.4607843137255,3.10457516339869,40.359477124183,19.3627450980392,4.23289450915601,0.94468085106383,0.00160831488282559,0.004325208755755,1,115667.823547584,55.7638136511376,1.24241913746631,"17031"
"6699","IL006000007","IL",53,2014,0,"17","019","011000","5","170190110005",730351,0,"17019011000",1898921,0,8.64293085655315,8.23013415892673,56.5610859728507,20.2595338983051,7.99396681749623,4.43245616781143,0.950471698113208,0.00090778269626522,NA,NA,308761.843155176,0,14.7637297843666,"17019"
"6700","IL084000002","IL",97,2014,0,"17","057","953300","3","170579533003",831459,0,"17057953300",14363901,557019,0,0,100,13.187126174879,17.1562082777036,4.34731049602519,0.40194489465154,0.00180165227629985,NA,NA,1118132.62212129,0,74.439858490566,"17057"
"6701","IL053000004","IL",89,2014,0,"17","077","010700","4","170770107004",783859,18877,"17077010700",13227520,265498,14.2356687898089,9.61783439490446,74.3055555555556,41.6866643812136,16.4930555555556,4.14792353898061,0.421276595744681,0.000734826033763725,NA,NA,1173138.94631034,0,76.7772911051213,"17077"
"6702","IL030000010","IL",79,2014,0,"17","163","503202","2","171635032022",2301938,15582,"17163503202",64944473,544018,2.31050531914894,2.31050531914894,64.9876135425268,12.3692203847452,31.1312964492155,4.44754562126701,0.404458598726115,0.000526078460844732,NA,NA,1010616.64489828,0,70.0008423180593,"17163"
"6703","IL084000004","IL",91,2014,0,"17","057","953400","1","170579534001",632478,0,"17057953400",1855301,0,1.24069478908189,0.148883374689826,99.213630406291,26.0961436872689,34.9934469200524,4.12486272842306,0.727513227513228,0.00120636607123094,NA,NA,415964.863739402,0,26.0760613207547,"17057"
"6704","IL053000005","IL",96,2014,0,"17","077","010700","4","170770107004",783859,18877,"17077010700",13227520,265498,14.2356687898089,9.61783439490446,74.3055555555556,41.6866643812136,16.4930555555556,4.14792353898061,0.421276595744681,0.000734826033763725,NA,NA,1173138.94631034,0,76.7772911051213,"17077"
"6705","IL030000021","IL",59,2014,0,"17","163","503202","2","171635032022",2301938,15582,"17163503202",64944473,544018,2.31050531914894,2.31050531914894,64.9876135425268,12.3692203847452,31.1312964492155,4.44754562126701,0.404458598726115,0.000526078460844732,NA,NA,1010616.64489828,0,70.0008423180593,"17163"
"6706","IL074000001","IL",88,2014,0,"17","083","010100","4","170830101004",91802625,57804,"17083010100",236136323,88042,0.45789368903046,0.45789368903046,95.3066914498141,13.3919229964428,18.7267657992565,4.42771325905227,0.181044957472661,2.34415954881464e-05,NA,NA,511851.341385566,0,35.5416105121294,"17083"
"6707","IL030000031","IL",60,2014,0,"17","163","503202","2","171635032022",2301938,15582,"17163503202",64944473,544018,2.31050531914894,2.31050531914894,64.9876135425268,12.3692203847452,31.1312964492155,4.44754562126701,0.404458598726115,0.000526078460844732,NA,NA,1010616.64489828,0,70.0008423180593,"17163"
"6708","IL030000022","IL",68,2014,0,"17","163","503202","2","171635032022",2301938,15582,"17163503202",64944473,544018,2.31050531914894,2.31050531914894,64.9876135425268,12.3692203847452,31.1312964492155,4.44754562126701,0.404458598726115,0.000526078460844732,NA,NA,1010616.64489828,0,70.0008423180593,"17163"
"6709","IL041000001","IL",82,2014,0,"17","127","970200","3","171279702003",1440544,3288,"17127970200",5571028,15852,2.83018867924528,2.58192651439921,95.0426026336173,21.2738853503185,20.9140201394268,4.34578528195921,0.535971223021583,0.000896189217406757,NA,NA,1161416.66047873,0,76.3308625336927,"17127"
"6710","IL030000032","IL",64,2014,0,"17","163","502700","1","171635027001",1599131,0,"17163502700",1932807,0,54.6020761245675,54.1868512110727,0,54.6020761245675,7.49185667752443,4.02234587626988,0.2,0.000191979268740335,NA,NA,350467.491492806,0,18.6404986522911,"17163"
"6711","IL048100120","IL",71,2014,0,"17","145","030600","3","171450306003",1450223,0,"17145030600",7093468,135320,0.696235172769469,0.489943269726663,87.3449131513648,19.7662061636557,24.0074441687345,4.34744711264797,0.499286733238231,0.00111155318871649,NA,NA,1188041.99626803,0,77.4048180592992,"17145"
"6712","IL078000001","IL",77,2014,0,"17","005","951300","3","170059513003",318273,0,"17005951300",15747415,0,0.871749408983452,0.561465721040189,82.4267782426778,20.0819672131148,16.9456066945607,4.67260577775343,0.477777777777778,0.00150185532545959,NA,NA,1064736.36513098,0,72.6372978436658,"17005"
"6713","IL030000041","IL",87,2014,0,"17","163","503202","2","171635032022",2301938,15582,"17163503202",64944473,544018,2.31050531914894,2.31050531914894,64.9876135425268,12.3692203847452,31.1312964492155,4.44754562126701,0.404458598726115,0.000526078460844732,NA,NA,1010616.64489828,0,70.0008423180593,"17163"
"6714","IL028333333","IL",99,2014,0,"17","129","010100","5","171290101005",4123448,0,"17129010100",408735722,1042856,0,0,97.1014492753623,6.57004830917874,15.2173913043478,4.39541376747502,0.112709832134293,0.000267737097691059,NA,NA,1663796.48774712,0,88.2959905660377,"17129"
"6715","IL095000001","IL",75,2014,0,"17","141","961400","6","171419614006",17019427,587388,"17141961400",21536045,902869,0.943852855759923,0.726040658276863,96.520618556701,17.7154409906495,21.2628865979381,4.37703290931036,0.176470588235294,4.55949545187391e-05,NA,NA,2306632.87737404,0,94.7018194070081,"17141"
"6716","IL048200150","IL",77,2014,0,"17","145","030400","2","171450304002",20348401,485633,"17145030400",60677068,3437183,14.3412221829742,9.18403391027905,74.8563218390805,32.7092900035323,18.2471264367816,4.25122440957183,0.379928315412186,3.4204161791386e-05,NA,NA,908403.975469461,0,65.1554076819407,"17145"
"6717","IL030000051","IL",97,2014,0,"17","163","503202","2","171635032022",2301938,15582,"17163503202",64944473,544018,2.31050531914894,2.31050531914894,64.9876135425268,12.3692203847452,31.1312964492155,4.44754562126701,0.404458598726115,0.000526078460844732,NA,NA,1010616.64489828,0,70.0008423180593,"17163"
"6718","IL079000001","IL",81,2014,0,"17","137","952000","1","171379520001",609256,0,"17137952000",9909729,498746,5.93824228028503,4.86935866983373,78.5632839224629,27.7482941622441,17.6738882554162,4.25309558584903,0.644268774703557,0.00143946058799585,NA,NA,1661446.03592207,0,88.264403638814,"17137"
"6719","IL079000002","IL",79,2014,0,"17","137","952000","1","171379520001",609256,0,"17137952000",9909729,498746,5.93824228028503,4.86935866983373,78.5632839224629,27.7482941622441,17.6738882554162,4.25309558584903,0.644268774703557,0.00143946058799585,NA,NA,1661446.03592207,0,88.264403638814,"17137"
"6720","IL053000001","IL",53,2014,0,"17","077","010700","4","170770107004",783859,18877,"17077010700",13227520,265498,14.2356687898089,9.61783439490446,74.3055555555556,41.6866643812136,16.4930555555556,4.14792353898061,0.421276595744681,0.000734826033763725,NA,NA,1173138.94631034,0,76.7772911051213,"17077"
"6721","IL030000061","IL",81,2014,0,"17","163","503202","2","171635032022",2301938,15582,"17163503202",64944473,544018,2.31050531914894,2.31050531914894,64.9876135425268,12.3692203847452,31.1312964492155,4.44754562126701,0.404458598726115,0.000526078460844732,NA,NA,1010616.64489828,0,70.0008423180593,"17163"
"6722","IL079000003","IL",78,2014,1,"17","137","951800","4","171379518004",995789,0,"17137951800",2763999,0,5.09389164688107,3.60457586876754,83.1042382588774,19.6917269581629,20.3321878579611,4.26418007503583,0.363825363825364,0.0017533834979097,NA,NA,930679.668459117,0,66.2462095687331,"17137"
"6723","IL039000003","IL",69,2014,0,"17","091","011700","2","170910117002",326115,0,"17091011700",2371272,104050,25.1931075460487,25.1931075460487,60,39.80490874764,17.6296296296296,4.30031281793437,0.460481099656357,0.0020698219953084,NA,NA,1291042.20850367,0,80.5066543126685,"17091"
"6724","IL053000002","IL",80,2014,0,"17","077","010700","5","170770107005",10987258,246621,"17077010700",13227520,265498,14.2356687898089,9.61783439490446,77.3076923076923,41.6866643812136,17.4358974358974,4.26503019772306,0.401993355481728,7.09913246780953e-05,NA,NA,1173138.94631034,0,76.7772911051213,"17077"
"6725","IL030000062","IL",86,2014,0,"17","163","503202","2","171635032022",2301938,15582,"17163503202",64944473,544018,2.31050531914894,2.31050531914894,64.9876135425268,12.3692203847452,31.1312964492155,4.44754562126701,0.404458598726115,0.000526078460844732,NA,NA,1010616.64489828,0,70.0008423180593,"17163"
"6726","IL002038000","IL",69,2014,0,"17","031","838800","2","170318388002",17741527,3802983,"17031838800",17863250,3802983,41.460396039604,41.0891089108911,4.17690417690418,42.8836633663366,12.6126126126126,4.05526362578418,0.700834326579261,0.000137643169046272,3363.91975914881,1,1565799.56150594,75.9425785482124,86.6724225067385,"17031"
"6727","IL007000001","IL",28,2014,0,"17","003","957900","1","170039579001",8911027,4297345,"17003957900",10112371,4297345,50.8103727714749,47.4068071312804,60,73.8916256157635,19.1836734693878,3.9422065422771,0.659751037344398,5.49880501989277e-05,NA,NA,324691.270498654,0,16.1282850404313,"17003"
"6728","IL025000023","IL",80,2014,0,"17","031","803300","2","170318033002",351578,0,"17031803300",1987423,0,0.785477395706057,0.244370745330773,81.9672131147541,6.10926863326933,20.1092896174863,4.75429481020545,0.623744292237443,0.00520510384608821,0,1,888448.593563257,0,63.9361522911051,"17031"
"6729","IL010000013","IL",86,2014,0,"17","161","020300","2","171610203002",1323376,0,"17161020300",7920330,0,6.53163761972052,6.2019155283404,83.6218375499334,9.7215667767815,18.9747003994674,4.43555771346132,0.160179640718563,0.00113497600077378,NA,NA,242013.877311341,0,8.28840970350404,"17161"
"6730","IL025000008","IL",89,2014,0,"17","031","824300","3","170318243003",1397588,0,"17031824300",4021081,0,30.7267144319345,30.4196519959058,0.497866287339972,32.8196223138702,20.4836415362731,4.18483333393335,0.555194805194805,0.00100601894120442,0,1,1943360.49824085,0,91.966391509434,"17031"
"6731","IL025000004","IL",68,2014,0,"17","031","824300","3","170318243003",1397588,0,"17031824300",4021081,0,30.7267144319345,30.4196519959058,0.497866287339972,32.8196223138702,20.4836415362731,4.18483333393335,0.555194805194805,0.00100601894120442,0,1,1943360.49824085,0,91.966391509434,"17031"
"6732","IL022000010","IL",98,2015,0,"17","201","001000","1","172010010001",396886,63585,"17201001000",1376050,96583,49.7172478793591,41.0933081998115,66.6666666666667,59.4942748091603,15.5737704918033,4.15448483703205,0.779467680608365,0.000922179164797952,NA,NA,892564.518899365,0,64.3236185983828,"17201"
"6733","IL018000023","IL",71,2015,0,"17","161","022600","2","171610226002",1367439,955908,"17161022600",2373114,1133188,18.212478920742,17.9173693086003,19.0384615384615,34.0445708866761,10.1923076923077,4.08012119950948,0.715384615384615,0.000760545808624736,NA,NA,576398.629000233,0,41.6715801886792,"17161"
"6734","IL018000004","IL",56,2015,0,"17","161","024400","1","171610244001",444304,0,"17161024400",2776973,990741,19.3401015228426,11.9289340101523,55.8166862514689,37.0558375634518,20.3290246768508,4.28591719672831,0.597107438016529,0.00191535525225971,NA,NA,298846.014363823,0,13.7150438005391,"17161"
"6735","IL038000002","IL",91,2014,0,"17","021","958400","5","170219584005",359067,0,"17021958400",3204247,0,0.12923235978289,0.12923235978289,99.21875,19.7674418604651,20.9375,4.43860562934602,0.645070422535211,0.00178239715707653,NA,NA,384105.06634496,0,22.6457210242588,"17021"
"6736","IL022000024","IL",94,2015,0,"17","201","003400","1","172010034001",598136,0,"17201003400",2395785,0,3.46682606096832,3.46682606096832,57.1715145436309,13.7620315379889,16.7502507522568,4.23251329268606,0.292349726775956,0.00166684499846189,NA,NA,1228952.76704119,0,78.6872473045822,"17201"
"6737","IL022000007","IL",48,2015,0,"17","201","002600","4","172010026004",209844,0,"17201002600",1477267,0,40.1842439644219,37.2299872935197,0.46875,65.0062266500623,0,3.56062387454993,1,0.00304988467623568,NA,NA,1048842.12557954,0,71.8370956873315,"17201"
"6738","IL022000025","IL",94,2015,0,"17","201","000700","2","172010007002",265709,0,"17201000700",2912847,184937,6.45060766593955,4.6120286693674,91.1949685534591,13.0570271112496,11.6981132075472,4.4439510531796,0.61993769470405,0.00299199500205112,NA,NA,1041694.40512073,0,71.5317553908356,"17201"
"6739","IL007000002","IL",71,2014,0,"17","003","957900","1","170039579001",8911027,4297345,"17003957900",10112371,4297345,50.8103727714749,47.4068071312804,60,73.8916256157635,19.1836734693878,3.9422065422771,0.659751037344398,5.49880501989277e-05,NA,NA,324691.270498654,0,16.1282850404313,"17003"
"6740","IL056000002","IL",74,2015,0,"17","097","861106","2","170978611062",6750342,69481,"17097861106",15505969,970935,3.168126725069,3.1561262450498,73.2032854209446,5.54621848739496,7.18685831622177,4.62495210466312,0.0532030401737242,0.000432866956963069,0,1,1743007.45112346,0,89.5426212938005,"17097"
"6741","IL001000012","IL",92,2015,0,"17","163","504600","1","171635046001",2058829,0,"17163504600",3120773,0,48.1529769665363,48.1529769665363,2.46020260492041,49.4539100043687,10.2749638205499,4.09905878906805,0.78907435508346,0.00067125535923576,NA,NA,1325806.72444048,0,81.3595013477089,"17163"
"6742","IL031000001","IL",90,2015,0,"17","039","971800","1","170399718001",750906,0,"17039971800",7970303,0,2.33983286908078,0.891364902506964,97.8723404255319,23.7869492470719,8.67430441898527,4.35637009520816,0.530821917808219,0.000813683736712718,NA,NA,1006183.06578778,0,69.8386960916442,"17039"
"6743","IL014000001","IL",94,2015,0,"17","099","962700","1","170999627001",504900,0,"17099962700",1560469,56801,5.62336530078466,5.62336530078466,84.3165467625899,24.1787122207622,29.4964028776978,4.19451434188247,0.751396648044693,0.00137651020003961,NA,NA,1509296.07302797,0,85.4089454177898,"17099"
"6744","IL056000004","IL",45,2015,0,"17","097","861106","2","170978611062",6750342,69481,"17097861106",15505969,970935,3.168126725069,3.1561262450498,73.2032854209446,5.54621848739496,7.18685831622177,4.62495210466312,0.0532030401737242,0.000432866956963069,0,1,1743007.45112346,0,89.5426212938005,"17097"
"6745","IL040000001","IL",92,2015,0,"17","107","953200","4","171079532004",541826,0,"17107953200",9070659,0,1.78026449643947,0,77.9092702169625,12.5164690382082,6.80473372781065,4.20371264060771,0.495305164319249,0.00187144950592995,NA,NA,1001832.43913468,0,69.6554919137466,"17107"
"6746","IL076000002","IL",83,2015,0,"17","109","010900","1","171090109001",591317,0,"17109010900",10866116,24592,5.31645569620253,2.35081374321881,89.6103896103896,27.7901785714286,8.44155844155844,4.21698355938209,0.54,0.00156261362348791,NA,NA,221689.805407757,0,6.63536051212938,"17109"
"6747","IL022000001","IL",87,2015,0,"17","201","001000","3","172010010003",476460,0,"17201001000",1376050,96583,49.7172478793591,41.0933081998115,11.5008156606852,59.4942748091603,6.03588907014682,4.00069431586635,0.82520325203252,0.00257314360072199,NA,NA,892564.518899365,0,64.3236185983828,"17201"
"6748","IL027000001","IL",80,2015,0,"17","063","000200","2","170630002002",13470859,7867,"17063000200",223042884,2014496,2.87843366452367,2.80537697253068,87.1228219294518,6.97364524726088,13.5996600084998,4.47325333709173,0.526694045174538,0.000174673344884688,NA,NA,3618321.45826929,0,98.5175202156334,"17063"
"6749","IL062000001","IL",97,2015,0,"17","049","950800","1","170499508001",996273,0,"17049950800",46126968,67466,1.00588812561335,0.858684985279686,92.4578527062999,19.3794506612411,17.4800354924579,4.33124503682083,0.686725663716814,0.00113121604218924,NA,NA,1412940.98800118,0,83.5747978436658,"17049"
"6750","IL094000001","IL",97,2015,0,"17","105","960500","4","171059605004",496326,0,"17105960500",62662696,501917,3.32249909714698,3.10581437342001,95.6442831215971,19.0320232896652,20.508166969147,4.21434041031973,0.682389937106918,0.00111015743684594,NA,NA,2195273.41450836,0,94.0953504043127,"17105"
"6751","IL094000002","IL",96,2015,0,"17","105","960500","3","171059605003",568135,0,"17105960500",62662696,501917,3.32249909714698,3.10581437342001,93.6170212765958,19.0320232896652,5.91016548463357,4.07166112344179,0.580756013745705,0.00148908270041451,NA,NA,2195273.41450836,0,94.0953504043127,"17105"
"6752","IL094000003","IL",96,2015,0,"17","105","961000","2","171059610002",142187228,98969,"17105961000",388114337,364639,2.03023758099352,0.8207343412527,92.5925925925926,14.8484848484848,18.6907838070629,4.2894774663446,0.380952380952381,8.16529034520597e-06,NA,NA,1605137.61777845,0,87.3273247978437,"17105"
"6753","IL002124000","IL",66,2015,0,"17","031","838700","1","170318387001",255568,0,"17031838700",658085,0,53.8640202702703,56.0177364864865,0,54.4552364864865,4.85776805251641,3.82177546718346,0.911764705882353,0.00894086896638077,0.003614982317407,1,934054.424736526,55.4875406283857,66.423096361186,"17031"
"6754","IL005000006","IL",98,2015,0,"17","119","400802","4","171194008024",549467,0,"17119400802",3607090,4832,3.03077644118107,3.03077644118107,85.5082912761355,20.1888276947286,14.3475126171593,4.30042155738307,0.326785714285714,0.00252426442352316,NA,NA,2593957.11407795,0,96.1421832884097,"17119"
"6755","IL005000004","IL",98,2015,0,"17","119","400802","3","171194008023",1178934,4832,"17119400802",3607090,4832,3.03077644118107,3.03077644118107,92.1662669864109,20.1888276947286,18.0655475619504,4.14479207849771,0.593639575971731,0.00106112810386332,NA,NA,2593957.11407795,0,96.1421832884097,"17119"
"6756","IL015001500","IL",98,2017,0,"17","119","400600","4","171194006004",248968,0,"17119400600",2507704,0,29.9899023897678,28.3742847526085,10.8695652173913,36.8899360484685,6.08695652173913,3.91450182282731,0.802197802197802,0.000923813502136821,NA,NA,1121110.11598141,0,74.5809467654987,"17119"
"6757","IL024000008","IL",90,2017,0,"17","197","882801","1","171978828011",996738,0,"17197882801",1631717,0,9.60635608522932,7.0061394005056,57.2902338376891,12.6206098031648,21.1829436038514,4.45464671557688,0.264748201438849,0.00145875847012956,NA,NA,549049.115419459,0,39.1340970350404,"17197"
"6758","IL024000006","IL",82,2018,0,"17","197","882000","3","171978820003",1003851,79734,"17197882000",1672330,79734,21.7416545718433,21.7416545718433,27.5352585627938,29.3303404414516,8.93216924110141,4.0529631287555,0.947229551451187,0.00148328785845708,NA,NA,4336281.2482671,0,99.0587095687331,"17197"
"6759","IL030000003","IL",68,2018,0,"17","163","502700","2","171635027002",333676,0,"17163502700",1932807,0,48.0678605089538,46.3713477851084,0,48.9161168708765,13.0876747141042,3.91792542206474,0.804428044280443,0.00235857538450473,NA,NA,350467.491492806,0,18.6404986522911,"17163"
"6760","IL002044000","IL",86,2019,0,"17","031","842200","1","170318422001",1407940,136789,"17031842200",1407940,136789,4.46162998215348,4.19393218322427,64.3664485425342,8.40787119856887,12.4330755502677,4.86789155758322,0.692530120481928,0.00238788584740827,816.182770133389,1,1626559.20652193,70.3466955579632,87.7948113207547,"17031"
"6761","IL004000003","IL",82,2019,0,"17","167","000900","2","171670009002",448069,0,"17167000900",1428450,0,31.3614262560778,28.9303079416532,79.3886462882096,51.0390689941812,5.50218340611354,4.29745409961907,0.675182481751825,0.00255540999265738,NA,NA,381572.181213289,0,22.5067385444744,"17167"
"6762","IL002145000","IL",93,2019,0,"17","031","351100","2","170313511002",156160,0,"17031351100",347266,0,72.0430107526882,71.5880893300248,6.43939393939394,74.9475451112044,2.27272727272727,4.38118730663416,1,0.0016905737704918,0.00299585731331,1,234445.009155531,55.4117009750813,7.62087264150943,"17031"
"6763","IL002151000","IL",99,2019,0,"17","031","031200","3","170310312003",97908,0,"17031031200",326474,0,20.9781412171725,17.6442836924045,29.0843806104129,26.6677647833965,8.67743865948534,4.22732098254884,0.963718820861678,0.0170670425297218,0.008368871861786,1,420568.70960886,56.6955579631636,26.6467318059299,"17031"
"6764","IL001000008","IL",74,2019,0,"17","163","504500","2","171635045002",3603411,12261,"17163504500",18284663,1632673,40.6536697247706,40.5007645259939,0,41.1888379204893,9.94252873563218,4.20517728738827,0.591489361702128,0.000482875808504775,NA,NA,1055599.73489415,0,72.3151111859838,"17163"
"6765","IL002041000","IL",73,2019,0,"17","031","461000","1","170314610001",561859,59596,"17031461000",561859,59596,26.7080745341615,26.7080745341615,6.13354037267081,31.496062992126,36.7236024844721,4.22814360759774,0.873435326842837,0.00229239008363308,24.4768657327597,1,204668.134399498,61.5980498374865,5.51507749326146,"17031"
"6766","IL090000002","IL",98,2019,0,"17","089","853600","2","170898536002",426015,0,"17089853600",1446676,0,30.5413032324269,30.2847614161108,5.24137931034483,33.038616564816,17.1034482758621,4.1692334513011,0.385345997286296,0.00510545403330869,NA,NA,391434.576753877,0,23.2542958221024,"17089"
"6767","IL009000002","IL",76,2019,0,"17","073","030800","2","170730308002",1026826,0,"17073030800",22374485,31720,6.74880985718286,5.90870904508541,67.4971687429219,30.1122194513716,15.515288788222,4.0111473607758,0.809045226130653,0.0008599314781667,NA,NA,403881.668609201,0,24.7325640161725,"17073"
"6768","IL010000007","IL",67,2019,0,"17","161","020700","1","171610207001",372033,0,"17161020700",652474,0,11.7607973421927,11.0963455149502,71.2121212121212,21.328903654485,8.24915824915825,4.25811025532188,0.826625386996904,0.00159663255678932,NA,NA,251635.431832503,0,9.16652628032345,"17161"
"6769","IL014000001","IL",81,2019,0,"17","099","962700","1","170999627001",504900,0,"17099962700",1560469,56801,9.31174089068826,7.33243364822312,76.7605633802817,23.6167341430499,32.1596244131455,4.34603985656981,0.592592592592593,0.00168746286393345,NA,NA,1509296.07302797,0,85.4089454177898,"17099"
"6770","IN030000001","IN",98,2015,0,"18","027","954800","4","180279548004",595313,0,"18027954800",2536266,2840,9.84615384615385,9.58974358974359,72.1997300944669,26.0230008023536,14.2375168690958,4.24271531003911,0.694117647058824,0.00248944672802375,NA,NA,498990.497584797,0,34.349730458221,"18027"
